,YEAR,STATE,CONSTITUENCY,PARTY,% of VOTES SECURED
3421,1989,MADHYA PRADESH,SATNA,IND,0.2
3422,1989,MADHYA PRADESH,SATNA,IND,0.17
3423,1989,MADHYA PRADESH,SATNA,DDP,0.16
3424,1989,MADHYA PRADESH,SATNA,IND,0.15
3425,1989,MADHYA PRADESH,SATNA,IND,0.15
3426,1989,MADHYA PRADESH,SATNA,IND,0.12
3427,1989,MADHYA PRADESH,SATNA,IND,0.1
3428,1989,MADHYA PRADESH,SATNA,IND,0.09
3429,1989,MADHYA PRADESH,SATNA,IND,0.07
3430,1989,MADHYA PRADESH,SATNA,IND,0.07
3431,1989,MADHYA PRADESH,SATNA,IND,0.04
3432,1989,MADHYA PRADESH,REWA,BSP,32.79
3433,1989,MADHYA PRADESH,REWA,INC,29.56
3434,1989,MADHYA PRADESH,REWA,BJP,27.01
3435,1989,MADHYA PRADESH,REWA,JD,6.09
3436,1989,MADHYA PRADESH,REWA,IND,0.87
3437,1989,MADHYA PRADESH,REWA,IND,0.75
3438,1989,MADHYA PRADESH,REWA,JP,0.64
3439,1989,MADHYA PRADESH,REWA,IND,0.39
3440,1989,MADHYA PRADESH,REWA,LKD,0.38
3441,1989,MADHYA PRADESH,REWA,HMS,0.29
3442,1989,MADHYA PRADESH,REWA,IND,0.29
3443,1989,MADHYA PRADESH,REWA,IND,0.25
3444,1989,MADHYA PRADESH,REWA,DDP,0.23
3445,1989,MADHYA PRADESH,REWA,IND,0.21
3446,1989,MADHYA PRADESH,REWA,IND,0.14
3447,1989,MADHYA PRADESH,REWA,IND,0.12
3448,1989,MADHYA PRADESH,SIDHI (ST),INC,46.0
3449,1989,MADHYA PRADESH,SIDHI (ST),BJP,37.07
3450,1989,MADHYA PRADESH,SIDHI (ST),JD,10.73
3451,1989,MADHYA PRADESH,SIDHI (ST),BSP,2.67
3452,1989,MADHYA PRADESH,SIDHI (ST),JP,1.71
3453,1989,MADHYA PRADESH,SIDHI (ST),PVP,0.5
3454,1989,MADHYA PRADESH,SIDHI (ST),DDP,0.39
3455,1989,MADHYA PRADESH,SIDHI (ST),IND,0.33
3456,1989,MADHYA PRADESH,SIDHI (ST),IND,0.32
3457,1989,MADHYA PRADESH,SIDHI (ST),IND,0.16
3458,1989,MADHYA PRADESH,SIDHI (ST),IND,0.13
3459,1989,MADHYA PRADESH,SHAHDOL (ST),INC,47.68
3460,1989,MADHYA PRADESH,SHAHDOL (ST),BJP,34.36
3461,1989,MADHYA PRADESH,SHAHDOL (ST),JD,10.95
3462,1989,MADHYA PRADESH,SHAHDOL (ST),BSP,2.51
3463,1989,MADHYA PRADESH,SHAHDOL (ST),JP,2.17
3464,1989,MADHYA PRADESH,SHAHDOL (ST),RSP,1.13
3465,1989,MADHYA PRADESH,SHAHDOL (ST),FBL,0.49
3466,1989,MADHYA PRADESH,SHAHDOL (ST),IND,0.39
3467,1989,MADHYA PRADESH,SHAHDOL (ST),DDP,0.31
3468,1989,MADHYA PRADESH,SURGUJA (ST),INC,51.9
3469,1989,MADHYA PRADESH,SURGUJA (ST),BJP,37.55
3470,1989,MADHYA PRADESH,SURGUJA (ST),CPI,5.61
3471,1989,MADHYA PRADESH,SURGUJA (ST),IND,1.52
3472,1989,MADHYA PRADESH,SURGUJA (ST),IND,1.49
3473,1989,MADHYA PRADESH,SURGUJA (ST),DDP,1.05
3474,1989,MADHYA PRADESH,SURGUJA (ST),IND,0.61
3475,1989,MADHYA PRADESH,SURGUJA (ST),IND,0.28
3476,1989,MADHYA PRADESH,RAIGARH (ST),INC,53.13
3477,1989,MADHYA PRADESH,RAIGARH (ST),BJP,37.85
3478,1989,MADHYA PRADESH,RAIGARH (ST),JKP,3.49
3479,1989,MADHYA PRADESH,RAIGARH (ST),IND,1.09
3480,1989,MADHYA PRADESH,RAIGARH (ST),BSP,1.08
3481,1989,MADHYA PRADESH,RAIGARH (ST),IND,0.74
3482,1989,MADHYA PRADESH,RAIGARH (ST),JD,0.72
3483,1989,MADHYA PRADESH,RAIGARH (ST),JP,0.52
3484,1989,MADHYA PRADESH,RAIGARH (ST),IND,0.47
3485,1989,MADHYA PRADESH,RAIGARH (ST),DDP,0.36
3486,1989,MADHYA PRADESH,RAIGARH (ST),IND,0.26
3487,1989,MADHYA PRADESH,RAIGARH (ST),IND,0.18
3488,1989,MADHYA PRADESH,RAIGARH (ST),IND,0.11
3489,1989,MADHYA PRADESH,JANJGIR,INC,41.91
3490,1989,MADHYA PRADESH,JANJGIR,BJP,34.19
3491,1989,MADHYA PRADESH,JANJGIR,BSP,12.38
3492,1989,MADHYA PRADESH,JANJGIR,JD,5.1
3493,1989,MADHYA PRADESH,JANJGIR,IND,2.89
3494,1989,MADHYA PRADESH,JANJGIR,IND,0.56
3495,1989,MADHYA PRADESH,JANJGIR,IND,0.55
3496,1989,MADHYA PRADESH,JANJGIR,IND,0.29
3497,1989,MADHYA PRADESH,JANJGIR,IND,0.26
3498,1989,MADHYA PRADESH,JANJGIR,IND,0.21
3499,1989,MADHYA PRADESH,JANJGIR,JP,0.21
3500,1989,MADHYA PRADESH,JANJGIR,IND,0.19
3501,1989,MADHYA PRADESH,JANJGIR,DDP,0.18
3502,1989,MADHYA PRADESH,JANJGIR,IND,0.18
3503,1989,MADHYA PRADESH,JANJGIR,IND,0.17
3504,1989,MADHYA PRADESH,JANJGIR,IND,0.17
3505,1989,MADHYA PRADESH,JANJGIR,IND,0.13
3506,1989,MADHYA PRADESH,JANJGIR,IND,0.12
3507,1989,MADHYA PRADESH,JANJGIR,IND,0.12
3508,1989,MADHYA PRADESH,JANJGIR,IND,0.12
3509,1989,MADHYA PRADESH,JANJGIR,IND,0.06
3510,1989,MADHYA PRADESH,BILASPUR (SC),INC,53.24
3511,1989,MADHYA PRADESH,BILASPUR (SC),BJP,41.73
3512,1989,MADHYA PRADESH,BILASPUR (SC),BSP,2.47
3513,1989,MADHYA PRADESH,BILASPUR (SC),CPM,0.75
3514,1989,MADHYA PRADESH,BILASPUR (SC),JP,0.73
3515,1989,MADHYA PRADESH,BILASPUR (SC),IND,0.4
3516,1989,MADHYA PRADESH,BILASPUR (SC),DDP,0.26
3517,1989,MADHYA PRADESH,BILASPUR (SC),IND,0.22
3518,1989,MADHYA PRADESH,BILASPUR (SC),IND,0.12
3519,1989,MADHYA PRADESH,BILASPUR (SC),IND,0.07
3520,1989,MADHYA PRADESH,SARANGARH (SC),INC,42.17
3521,1989,MADHYA PRADESH,SARANGARH (SC),BJP,29.51
3522,1989,MADHYA PRADESH,SARANGARH (SC),BSP,23.59
3523,1989,MADHYA PRADESH,SARANGARH (SC),IND,1.37
3524,1989,MADHYA PRADESH,SARANGARH (SC),JD,0.74
3525,1989,MADHYA PRADESH,SARANGARH (SC),IND,0.55
3526,1989,MADHYA PRADESH,SARANGARH (SC),IND,0.4
3527,1989,MADHYA PRADESH,SARANGARH (SC),IND,0.36
3528,1989,MADHYA PRADESH,SARANGARH (SC),IND,0.32
3529,1989,MADHYA PRADESH,SARANGARH (SC),DDP,0.31
3530,1989,MADHYA PRADESH,SARANGARH (SC),IND,0.29
3531,1989,MADHYA PRADESH,SARANGARH (SC),IND,0.21
3532,1989,MADHYA PRADESH,SARANGARH (SC),IND,0.19
3533,1989,MADHYA PRADESH,RAIPUR,INC,45.09
3534,1989,MADHYA PRADESH,RAIPUR,BJP,44.86
3535,1989,MADHYA PRADESH,RAIPUR,BSP,4.42
3536,1989,MADHYA PRADESH,RAIPUR,JD,1.71
3537,1989,MADHYA PRADESH,RAIPUR,IND,0.6
3538,1989,MADHYA PRADESH,RAIPUR,LKD,0.48
3539,1989,MADHYA PRADESH,RAIPUR,IND,0.43
3540,1989,MADHYA PRADESH,RAIPUR,JP,0.32
3541,1989,MADHYA PRADESH,RAIPUR,DDP,0.28
3542,1989,MADHYA PRADESH,RAIPUR,IND,0.25
3543,1989,MADHYA PRADESH,RAIPUR,IND,0.16
3544,1989,MADHYA PRADESH,RAIPUR,IND,0.15
3545,1989,MADHYA PRADESH,RAIPUR,IND,0.13
3546,1989,MADHYA PRADESH,RAIPUR,IND,0.11
3547,1989,MADHYA PRADESH,RAIPUR,IND,0.11
3548,1989,MADHYA PRADESH,RAIPUR,IND,0.1
3549,1989,MADHYA PRADESH,RAIPUR,IND,0.1
3550,1989,MADHYA PRADESH,RAIPUR,IND,0.09
3551,1989,MADHYA PRADESH,RAIPUR,IND,0.07
3552,1989,MADHYA PRADESH,RAIPUR,IND,0.07
3553,1989,MADHYA PRADESH,RAIPUR,IND,0.07
3554,1989,MADHYA PRADESH,RAIPUR,IND,0.06
3555,1989,MADHYA PRADESH,RAIPUR,IND,0.06
3556,1989,MADHYA PRADESH,RAIPUR,IND,0.05
3557,1989,MADHYA PRADESH,RAIPUR,IND,0.05
3558,1989,MADHYA PRADESH,RAIPUR,IND,0.05
3559,1989,MADHYA PRADESH,RAIPUR,IND,0.04
3560,1989,MADHYA PRADESH,RAIPUR,IND,0.04
3561,1989,MADHYA PRADESH,RAIPUR,IND,0.03
3562,1989,MADHYA PRADESH,MAHASAMUND,INC,48.86
3563,1989,MADHYA PRADESH,MAHASAMUND,BJP,43.75
3564,1989,MADHYA PRADESH,MAHASAMUND,IND,1.77
3565,1989,MADHYA PRADESH,MAHASAMUND,JD,1.65
3566,1989,MADHYA PRADESH,MAHASAMUND,IND,1.1
3567,1989,MADHYA PRADESH,MAHASAMUND,JP,0.92
3568,1989,MADHYA PRADESH,MAHASAMUND,BSP,0.7
3569,1989,MADHYA PRADESH,MAHASAMUND,IND,0.33
3570,1989,MADHYA PRADESH,MAHASAMUND,IND,0.25
3571,1989,MADHYA PRADESH,MAHASAMUND,DDP,0.21
3572,1989,MADHYA PRADESH,MAHASAMUND,IND,0.2
3573,1989,MADHYA PRADESH,MAHASAMUND,IND,0.15
3574,1989,MADHYA PRADESH,MAHASAMUND,IND,0.1
3575,1989,MADHYA PRADESH,KANKER (ST),INC,49.86
3576,1989,MADHYA PRADESH,KANKER (ST),BJP,43.62
3577,1989,MADHYA PRADESH,KANKER (ST),JD,2.0
3578,1989,MADHYA PRADESH,KANKER (ST),JP,1.77
3579,1989,MADHYA PRADESH,KANKER (ST),IND,1.05
3580,1989,MADHYA PRADESH,KANKER (ST),BSP,0.73
3581,1989,MADHYA PRADESH,KANKER (ST),DDP,0.7
3582,1989,MADHYA PRADESH,KANKER (ST),IND,0.26
3583,1989,MADHYA PRADESH,BASTAR (ST),INC,44.87
3584,1989,MADHYA PRADESH,BASTAR (ST),BJP,36.19
3585,1989,MADHYA PRADESH,BASTAR (ST),CPI,16.15
3586,1989,MADHYA PRADESH,BASTAR (ST),BSP,0.83
3587,1989,MADHYA PRADESH,BASTAR (ST),IND,0.81
3588,1989,MADHYA PRADESH,BASTAR (ST),DDP,0.75
3589,1989,MADHYA PRADESH,BASTAR (ST),JP,0.4
3590,1989,MADHYA PRADESH,DURG,INC,49.47
3591,1989,MADHYA PRADESH,DURG,BJP,33.42
3592,1989,MADHYA PRADESH,DURG,JD,12.26
3593,1989,MADHYA PRADESH,DURG,BSP,1.12
3594,1989,MADHYA PRADESH,DURG,IND,0.74
3595,1989,MADHYA PRADESH,DURG,IND,0.39
3596,1989,MADHYA PRADESH,DURG,JP,0.36
3597,1989,MADHYA PRADESH,DURG,IND,0.27
3598,1989,MADHYA PRADESH,DURG,IND,0.26
3599,1989,MADHYA PRADESH,DURG,IND,0.22
3600,1989,MADHYA PRADESH,DURG,IND,0.2
3601,1989,MADHYA PRADESH,DURG,IND,0.16
3602,1989,MADHYA PRADESH,DURG,IND,0.15
3603,1989,MADHYA PRADESH,DURG,IND,0.15
3604,1989,MADHYA PRADESH,DURG,IND,0.15
3605,1989,MADHYA PRADESH,DURG,IND,0.08
3606,1989,MADHYA PRADESH,DURG,IND,0.08
3607,1989,MADHYA PRADESH,DURG,IND,0.07
3608,1989,MADHYA PRADESH,DURG,IND,0.07
3609,1989,MADHYA PRADESH,DURG,BJS,0.07
3610,1989,MADHYA PRADESH,DURG,IND,0.06
3611,1989,MADHYA PRADESH,DURG,IND,0.05
3612,1989,MADHYA PRADESH,DURG,IND,0.05
3613,1989,MADHYA PRADESH,DURG,IND,0.04
3614,1989,MADHYA PRADESH,DURG,IND,0.03
3615,1989,MADHYA PRADESH,DURG,IND,0.03
3616,1989,MADHYA PRADESH,DURG,IND,0.03
3617,1989,MADHYA PRADESH,RAJNANDGAON,INC,46.83
3618,1989,MADHYA PRADESH,RAJNANDGAON,BJP,34.36
3619,1989,MADHYA PRADESH,RAJNANDGAON,JD,9.01
3620,1989,MADHYA PRADESH,RAJNANDGAON,IND,1.35
3621,1989,MADHYA PRADESH,RAJNANDGAON,IND,1.09
3622,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.91
3623,1989,MADHYA PRADESH,RAJNANDGAON,DDP,0.86
3624,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.69
3625,1989,MADHYA PRADESH,RAJNANDGAON,LKD,0.63
3626,1989,MADHYA PRADESH,RAJNANDGAON,JP,0.63
3627,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.58
3628,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.44
3629,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.42
3630,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.41
3631,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.39
3632,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.35
3633,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.2
3634,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.19
3635,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.19
3636,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.19
3637,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.12
3638,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.08
3639,1989,MADHYA PRADESH,RAJNANDGAON,IND,0.08
3640,1989,MADHYA PRADESH,BALAGHAT,INC,40.82
3641,1989,MADHYA PRADESH,BALAGHAT,BJP,28.45
3642,1989,MADHYA PRADESH,BALAGHAT,JD,27.12
3643,1989,MADHYA PRADESH,BALAGHAT,IND,0.49
3644,1989,MADHYA PRADESH,BALAGHAT,IND,0.37
3645,1989,MADHYA PRADESH,BALAGHAT,IND,0.34
3646,1989,MADHYA PRADESH,BALAGHAT,IND,0.32
3647,1989,MADHYA PRADESH,BALAGHAT,IND,0.3
3648,1989,MADHYA PRADESH,BALAGHAT,JP,0.27
3649,1989,MADHYA PRADESH,BALAGHAT,IND,0.24
3650,1989,MADHYA PRADESH,BALAGHAT,IND,0.21
3651,1989,MADHYA PRADESH,BALAGHAT,IND,0.21
3652,1989,MADHYA PRADESH,BALAGHAT,IND,0.21
3653,1989,MADHYA PRADESH,BALAGHAT,DDP,0.2
3654,1989,MADHYA PRADESH,BALAGHAT,IND,0.17
3655,1989,MADHYA PRADESH,BALAGHAT,IND,0.12
3656,1989,MADHYA PRADESH,BALAGHAT,IND,0.1
3657,1989,MADHYA PRADESH,BALAGHAT,IND,0.05
3658,1989,MADHYA PRADESH,MANDLA (ST),INC,63.26
3659,1989,MADHYA PRADESH,MANDLA (ST),BJP,29.77
3660,1989,MADHYA PRADESH,MANDLA (ST),JD,1.66
3661,1989,MADHYA PRADESH,MANDLA (ST),IND,1.64
3662,1989,MADHYA PRADESH,MANDLA (ST),JP,1.5
3663,1989,MADHYA PRADESH,MANDLA (ST),BSP,0.77
3664,1989,MADHYA PRADESH,MANDLA (ST),IND,0.59
3665,1989,MADHYA PRADESH,MANDLA (ST),IND,0.46
3666,1989,MADHYA PRADESH,MANDLA (ST),IND,0.35
3667,1989,MADHYA PRADESH,JABALPUR,INC,44.2
3668,1989,MADHYA PRADESH,JABALPUR,BJP,42.47
3669,1989,MADHYA PRADESH,JABALPUR,JD,7.12
3670,1989,MADHYA PRADESH,JABALPUR,BSP,1.88
3671,1989,MADHYA PRADESH,JABALPUR,IND,1.01
3672,1989,MADHYA PRADESH,JABALPUR,JP,0.45
3673,1989,MADHYA PRADESH,JABALPUR,IND,0.28
3674,1989,MADHYA PRADESH,JABALPUR,IND,0.27
3675,1989,MADHYA PRADESH,JABALPUR,IND,0.26
3676,1989,MADHYA PRADESH,JABALPUR,IND,0.23
3677,1989,MADHYA PRADESH,JABALPUR,DDP,0.22
3678,1989,MADHYA PRADESH,JABALPUR,IND,0.22
3679,1989,MADHYA PRADESH,JABALPUR,IND,0.18
3680,1989,MADHYA PRADESH,JABALPUR,IND,0.17
3681,1989,MADHYA PRADESH,JABALPUR,IND,0.14
3682,1989,MADHYA PRADESH,JABALPUR,IND,0.14
3683,1989,MADHYA PRADESH,JABALPUR,IND,0.1
3684,1989,MADHYA PRADESH,JABALPUR,IND,0.1
3685,1989,MADHYA PRADESH,JABALPUR,IND,0.1
3686,1989,MADHYA PRADESH,JABALPUR,IND,0.09
3687,1989,MADHYA PRADESH,JABALPUR,IND,0.09
3688,1989,MADHYA PRADESH,JABALPUR,IND,0.09
3689,1989,MADHYA PRADESH,JABALPUR,IND,0.09
3690,1989,MADHYA PRADESH,JABALPUR,IND,0.08
3691,1989,MADHYA PRADESH,JABALPUR,IND,0.04
3692,1989,MADHYA PRADESH,SEONI,INC,54.66
3693,1989,MADHYA PRADESH,SEONI,BJP,40.98
3694,1989,MADHYA PRADESH,SEONI,JD,1.85
3695,1989,MADHYA PRADESH,SEONI,IND,0.44
3696,1989,MADHYA PRADESH,SEONI,JP,0.44
3697,1989,MADHYA PRADESH,SEONI,IND,0.37
3698,1989,MADHYA PRADESH,SEONI,IND,0.3
3699,1989,MADHYA PRADESH,SEONI,IND,0.27
3700,1989,MADHYA PRADESH,SEONI,IND,0.21
3701,1989,MADHYA PRADESH,SEONI,DDP,0.16
3702,1989,MADHYA PRADESH,SEONI,IND,0.13
3703,1989,MADHYA PRADESH,SEONI,IND,0.1
3704,1989,MADHYA PRADESH,SEONI,IND,0.07
3705,1989,MADHYA PRADESH,CHHINDWARA,INC,55.98
3706,1989,MADHYA PRADESH,CHHINDWARA,BJP,35.19
3707,1989,MADHYA PRADESH,CHHINDWARA,IND,1.33
3708,1989,MADHYA PRADESH,CHHINDWARA,JD,1.33
3709,1989,MADHYA PRADESH,CHHINDWARA,IND,1.24
3710,1989,MADHYA PRADESH,CHHINDWARA,JP,0.88
3711,1989,MADHYA PRADESH,CHHINDWARA,IND,0.82
3712,1989,MADHYA PRADESH,CHHINDWARA,GNP,0.51
3713,1989,MADHYA PRADESH,CHHINDWARA,IND,0.31
3714,1989,MADHYA PRADESH,CHHINDWARA,IND,0.29
3715,1989,MADHYA PRADESH,CHHINDWARA,IND,0.26
3716,1989,MADHYA PRADESH,CHHINDWARA,MSD,0.25
3717,1989,MADHYA PRADESH,CHHINDWARA,DDP,0.21
3718,1989,MADHYA PRADESH,CHHINDWARA,IND,0.17
3719,1989,MADHYA PRADESH,CHHINDWARA,IND,0.15
3720,1989,MADHYA PRADESH,CHHINDWARA,BKUS,0.13
3721,1989,MADHYA PRADESH,CHHINDWARA,IND,0.13
3722,1989,MADHYA PRADESH,CHHINDWARA,IND,0.11
3723,1989,MADHYA PRADESH,CHHINDWARA,IND,0.1
3724,1989,MADHYA PRADESH,CHHINDWARA,IND,0.1
3725,1989,MADHYA PRADESH,CHHINDWARA,IND,0.1
3726,1989,MADHYA PRADESH,CHHINDWARA,IND,0.1
3727,1989,MADHYA PRADESH,CHHINDWARA,IND,0.09
3728,1989,MADHYA PRADESH,CHHINDWARA,IND,0.08
3729,1989,MADHYA PRADESH,CHHINDWARA,IND,0.07
3730,1989,MADHYA PRADESH,CHHINDWARA,IND,0.07
3731,1989,MADHYA PRADESH,BETUL,INC,51.69
3732,1989,MADHYA PRADESH,BETUL,BJP,44.05
3733,1989,MADHYA PRADESH,BETUL,JD,2.07
3734,1989,MADHYA PRADESH,BETUL,IND,0.34
3735,1989,MADHYA PRADESH,BETUL,IND,0.34
3736,1989,MADHYA PRADESH,BETUL,IND,0.3
3737,1989,MADHYA PRADESH,BETUL,IND,0.28
3738,1989,MADHYA PRADESH,BETUL,IND,0.28
3739,1989,MADHYA PRADESH,BETUL,JP,0.27
3740,1989,MADHYA PRADESH,BETUL,IND,0.17
3741,1989,MADHYA PRADESH,BETUL,ICS(SCS),0.12
3742,1989,MADHYA PRADESH,BETUL,IND,0.09
3743,1989,MADHYA PRADESH,HOSHANGABAD,BJP,47.81
3744,1989,MADHYA PRADESH,HOSHANGABAD,INC,45.85
3745,1989,MADHYA PRADESH,HOSHANGABAD,IND,1.16
3746,1989,MADHYA PRADESH,HOSHANGABAD,JD,0.68
3747,1989,MADHYA PRADESH,HOSHANGABAD,PVP,0.63
3748,1989,MADHYA PRADESH,HOSHANGABAD,ICS(SCS),0.57
3749,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.56
3750,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.44
3751,1989,MADHYA PRADESH,HOSHANGABAD,JP,0.37
3752,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.36
3753,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.29
3754,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.28
3755,1989,MADHYA PRADESH,HOSHANGABAD,DDP,0.24
3756,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.15
3757,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.15
3758,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.12
3759,1989,MADHYA PRADESH,HOSHANGABAD,DPI,0.08
3760,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.07
3761,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.07
3762,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.07
3763,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.04
3764,1989,MADHYA PRADESH,HOSHANGABAD,IND,0.02
3765,1989,MADHYA PRADESH,BHOPAL,BJP,53.61
3766,1989,MADHYA PRADESH,BHOPAL,INC,35.88
3767,1989,MADHYA PRADESH,BHOPAL,JD,4.64
3768,1989,MADHYA PRADESH,BHOPAL,IND,0.75
3769,1989,MADHYA PRADESH,BHOPAL,BSP,0.62
3770,1989,MADHYA PRADESH,BHOPAL,IND,0.59
3771,1989,MADHYA PRADESH,BHOPAL,RPK,0.55
3772,1989,MADHYA PRADESH,BHOPAL,JP,0.53
3773,1989,MADHYA PRADESH,BHOPAL,IND,0.32
3774,1989,MADHYA PRADESH,BHOPAL,IND,0.28
3775,1989,MADHYA PRADESH,BHOPAL,IND,0.25
3776,1989,MADHYA PRADESH,BHOPAL,IND,0.18
3777,1989,MADHYA PRADESH,BHOPAL,IND,0.18
3778,1989,MADHYA PRADESH,BHOPAL,IND,0.16
3779,1989,MADHYA PRADESH,BHOPAL,IND,0.14
3780,1989,MADHYA PRADESH,BHOPAL,IND,0.11
3781,1989,MADHYA PRADESH,BHOPAL,IND,0.11
3782,1989,MADHYA PRADESH,BHOPAL,IND,0.1
3783,1989,MADHYA PRADESH,BHOPAL,DDP,0.09
3784,1989,MADHYA PRADESH,BHOPAL,IND,0.08
3785,1989,MADHYA PRADESH,BHOPAL,IND,0.08
3786,1989,MADHYA PRADESH,BHOPAL,IND,0.08
3787,1989,MADHYA PRADESH,BHOPAL,IND,0.08
3788,1989,MADHYA PRADESH,BHOPAL,IND,0.07
3789,1989,MADHYA PRADESH,BHOPAL,IND,0.07
3790,1989,MADHYA PRADESH,BHOPAL,IND,0.07
3791,1989,MADHYA PRADESH,BHOPAL,IND,0.06
3792,1989,MADHYA PRADESH,BHOPAL,IND,0.06
3793,1989,MADHYA PRADESH,BHOPAL,IND,0.05
3794,1989,MADHYA PRADESH,BHOPAL,RSP,0.04
3795,1989,MADHYA PRADESH,BHOPAL,IND,0.04
3796,1989,MADHYA PRADESH,BHOPAL,IND,0.04
3797,1989,MADHYA PRADESH,BHOPAL,IND,0.03
3798,1989,MADHYA PRADESH,BHOPAL,IND,0.03
3799,1989,MADHYA PRADESH,BHOPAL,IND,0.03
3800,1989,MADHYA PRADESH,BHOPAL,IND,0.02
3801,1989,MADHYA PRADESH,VIDISHA,BJP,58.81
3802,1989,MADHYA PRADESH,VIDISHA,INC,36.88
3803,1989,MADHYA PRADESH,VIDISHA,JD,0.84
3804,1989,MADHYA PRADESH,VIDISHA,IND,0.73
3805,1989,MADHYA PRADESH,VIDISHA,IND,0.7
3806,1989,MADHYA PRADESH,VIDISHA,IND,0.47
3807,1989,MADHYA PRADESH,VIDISHA,BDP,0.28
3808,1989,MADHYA PRADESH,VIDISHA,IND,0.24
3809,1989,MADHYA PRADESH,VIDISHA,DDP,0.22
3810,1989,MADHYA PRADESH,VIDISHA,BJS,0.16
3811,1989,MADHYA PRADESH,VIDISHA,IND,0.13
3812,1989,MADHYA PRADESH,VIDISHA,IND,0.12
3813,1989,MADHYA PRADESH,VIDISHA,HMS,0.11
3814,1989,MADHYA PRADESH,VIDISHA,IND,0.11
3815,1989,MADHYA PRADESH,VIDISHA,IND,0.06
3816,1989,MADHYA PRADESH,VIDISHA,RSP,0.06
3817,1989,MADHYA PRADESH,VIDISHA,IND,0.03
3818,1989,MADHYA PRADESH,VIDISHA,IND,0.03
3819,1989,MADHYA PRADESH,VIDISHA,IND,0.02
3820,1989,MADHYA PRADESH,RAJGARH,INC,48.6
3821,1989,MADHYA PRADESH,RAJGARH,BJP,48.27
3822,1989,MADHYA PRADESH,RAJGARH,JP,0.65
3823,1989,MADHYA PRADESH,RAJGARH,JD,0.62
3824,1989,MADHYA PRADESH,RAJGARH,IND,0.32
3825,1989,MADHYA PRADESH,RAJGARH,IND,0.3
3826,1989,MADHYA PRADESH,RAJGARH,IND,0.29
3827,1989,MADHYA PRADESH,RAJGARH,IND,0.29
3828,1989,MADHYA PRADESH,RAJGARH,IND,0.26
3829,1989,MADHYA PRADESH,RAJGARH,DDP,0.2
3830,1989,MADHYA PRADESH,RAJGARH,LKD,0.11
3831,1989,MADHYA PRADESH,RAJGARH,IND,0.06
3832,1989,MADHYA PRADESH,RAJGARH,IND,0.03
3833,1989,MADHYA PRADESH,SHAJAPUR (SC),BJP,56.79
3834,1989,MADHYA PRADESH,SHAJAPUR (SC),INC,40.06
3835,1989,MADHYA PRADESH,SHAJAPUR (SC),HMS,0.9
3836,1989,MADHYA PRADESH,SHAJAPUR (SC),JD,0.66
3837,1989,MADHYA PRADESH,SHAJAPUR (SC),IND,0.62
3838,1989,MADHYA PRADESH,SHAJAPUR (SC),IND,0.37
3839,1989,MADHYA PRADESH,SHAJAPUR (SC),IND,0.25
3840,1989,MADHYA PRADESH,SHAJAPUR (SC),IND,0.17
3841,1989,MADHYA PRADESH,SHAJAPUR (SC),DDP,0.14
3842,1989,MADHYA PRADESH,SHAJAPUR (SC),IND,0.05
3843,1989,MADHYA PRADESH,KHANDWA,INC,49.74
3844,1989,MADHYA PRADESH,KHANDWA,BJP,46.11
3845,1989,MADHYA PRADESH,KHANDWA,IND,1.46
3846,1989,MADHYA PRADESH,KHANDWA,JD,1.45
3847,1989,MADHYA PRADESH,KHANDWA,IND,0.52
3848,1989,MADHYA PRADESH,KHANDWA,JP,0.37
3849,1989,MADHYA PRADESH,KHANDWA,DDP,0.35
3850,1989,MADHYA PRADESH,KHARGONE,BJP,49.5
3851,1989,MADHYA PRADESH,KHARGONE,INC,46.41
3852,1989,MADHYA PRADESH,KHARGONE,JP,1.1
3853,1989,MADHYA PRADESH,KHARGONE,JD,0.76
3854,1989,MADHYA PRADESH,KHARGONE,IND,0.59
3855,1989,MADHYA PRADESH,KHARGONE,DDP,0.46
3856,1989,MADHYA PRADESH,KHARGONE,IND,0.36
3857,1989,MADHYA PRADESH,KHARGONE,IND,0.29
