%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
51.37,RAJESH PILOT,DAUSA,1,INC,M,RAJASTHAN,415287,817754,808453,1223211,66.85
43.81,ROHITASHV KUMAR SHARMA,DAUSA,2,BJP,M,RAJASTHAN,354213,817754,808453,1223211,66.85
2.55,BIRDI CHAND,DAUSA,3,JD,M,RAJASTHAN,20654,817754,808453,1223211,66.85
0.92,BALRAM,DAUSA,4,BSP,M,RAJASTHAN,7417,817754,808453,1223211,66.85
0.5,LAXMI NARAYAN SAINI,DAUSA,5,BKKGP,M,RAJASTHAN,4079,817754,808453,1223211,66.85
0.32,CHEN SINGH SHEKHAWAT,DAUSA,6,SHS,M,RAJASTHAN,2572,817754,808453,1223211,66.85
0.22,HAR SAHAI MEENA,DAUSA,7,SP,M,RAJASTHAN,1812,817754,808453,1223211,66.85
0.22,RAMJILAL MEENA,DAUSA,8,RJVP,M,RAJASTHAN,1789,817754,808453,1223211,66.85
0.08,BABULAL BAIRWA,DAUSA,9,IND,M,RAJASTHAN,630,817754,808453,1223211,66.85
31.26,GHASI RAM YADAV,ALWAR,1,INC,M,RAJASTHAN,203574,658873,651258,1125267,58.55
30.87,MAHENDRA KUMARI,ALWAR,2,IND,F,RAJASTHAN,201013,658873,651258,1125267,58.55
27.17,DR. JASWANT SINGH YADAV,ALWAR,3,BJP,M,RAJASTHAN,176979,658873,651258,1125267,58.55
3.6,RAM NARAIN,ALWAR,4,BSP,M,RAJASTHAN,23469,658873,651258,1125267,58.55
2.2,SATISH YADAV,ALWAR,5,JD,M,RAJASTHAN,14298,658873,651258,1125267,58.55
1.6,NARENDER KUMAR,ALWAR,6,SHS,M,RAJASTHAN,10411,658873,651258,1125267,58.55
1.32,GHASIRAM YADAV,ALWAR,7,IND,M,RAJASTHAN,8588,658873,651258,1125267,58.55
0.42,SHYAM SUNDER,ALWAR,8,IND,M,RAJASTHAN,2758,658873,651258,1125267,58.55
0.39,KABUL CHAND,ALWAR,9,IND,M,RAJASTHAN,2550,658873,651258,1125267,58.55
0.35,CHOTE LAL KOLI,ALWAR,10,IND,M,RAJASTHAN,2272,658873,651258,1125267,58.55
0.29,MANJULA,ALWAR,11,RJD,F,RAJASTHAN,1894,658873,651258,1125267,58.55
0.19,SHRIRAM YADAV,ALWAR,12,SP,M,RAJASTHAN,1232,658873,651258,1125267,58.55
0.19,PRAHLAD RAI GUPTA,ALWAR,13,IND,M,RAJASTHAN,1225,658873,651258,1125267,58.55
0.09,MOOL CHAND,ALWAR,14,IND,M,RAJASTHAN,567,658873,651258,1125267,58.55
0.07,RAM ADHAR,ALWAR,15,NPAP,M,RAJASTHAN,428,658873,651258,1125267,58.55
38.52,K. NATWAR SINGH,BHARATPUR,1,INC,M,RAJASTHAN,252617,662892,655815,1034598,64.07
28.08,DR. DIGAMBER SINGH,BHARATPUR,2,BJP,M,RAJASTHAN,184164,662892,655815,1034598,64.07
16.75,VED PRAKASH,BHARATPUR,3,BSP,M,RAJASTHAN,109817,662892,655815,1034598,64.07
8.31,KRISHENDRA KAUR (DEEPA),BHARATPUR,4,SP,F,RAJASTHAN,54503,662892,655815,1034598,64.07
3.11,MASTER BIHARI LAL SAINI,BHARATPUR,5,RJD,M,RAJASTHAN,20428,662892,655815,1034598,64.07
2.23,HARUMAL,BHARATPUR,6,CPI,M,RAJASTHAN,14635,662892,655815,1034598,64.07
0.52,SARDAR SANTOKH SINGH,BHARATPUR,7,BKKGP,M,RAJASTHAN,3401,662892,655815,1034598,64.07
0.51,MURARI LAL SAINI,BHARATPUR,8,SHS,M,RAJASTHAN,3313,662892,655815,1034598,64.07
0.44,CHIRANJI LAL TANWAR JATAV,BHARATPUR,9,IND,M,RAJASTHAN,2885,662892,655815,1034598,64.07
0.32,SANT SINGH,BHARATPUR,10,SAP,M,RAJASTHAN,2119,662892,655815,1034598,64.07
0.31,SHIV KUMAR SINGH,BHARATPUR,11,IND,M,RAJASTHAN,2006,662892,655815,1034598,64.07
0.28,GOPAL RAM BHAVARA,BHARATPUR,12,JD,M,RAJASTHAN,1865,662892,655815,1034598,64.07
0.26,VIJAY SINGH BHARTIYA JATAV,BHARATPUR,13,RJVP,M,RAJASTHAN,1723,662892,655815,1034598,64.07
0.12,BHIM SINGH GURJAR ADVOCATE,BHARATPUR,14,AIRJP,M,RAJASTHAN,788,662892,655815,1034598,64.07
0.1,RAJENDRA KUMAR,BHARATPUR,15,IND,M,RAJASTHAN,624,662892,655815,1034598,64.07
0.09,PHOOL SINGH,BHARATPUR,16,AJBP,M,RAJASTHAN,579,662892,655815,1034598,64.07
0.05,SOHAN LAL GULPADIA,BHARATPUR,17,IND,M,RAJASTHAN,348,662892,655815,1034598,64.07
40.83,GANGARAM KOLI,BAYANA (SC),1,BJP,M,RAJASTHAN,226249,559834,554147,1053793,53.13
40.01,JAGANNATH PAHADIA,BAYANA (SC),2,INC,M,RAJASTHAN,221699,559834,554147,1053793,53.13
9.84,ROHITASHWA KUMAR,BAYANA (SC),3,BSP,M,RAJASTHAN,54538,559834,554147,1053793,53.13
6.0,THAN SINGH JATAV,BAYANA (SC),4,JD,M,RAJASTHAN,33262,559834,554147,1053793,53.13
1.83,LAKHAN SINGH MAURYA,BAYANA (SC),5,BKKGP,M,RAJASTHAN,10163,559834,554147,1053793,53.13
0.49,SHYAMLAL CHHADI,BAYANA (SC),6,RJVP,M,RAJASTHAN,2704,559834,554147,1053793,53.13
0.44,HARISH CHANDRA KHATIK,BAYANA (SC),7,SP,M,RAJASTHAN,2464,559834,554147,1053793,53.13
0.24,GHANSHYAM BRIJVASI,BAYANA (SC),8,RJD,M,RAJASTHAN,1343,559834,554147,1053793,53.13
0.2,LAKHMI CHAND,BAYANA (SC),9,IND,M,RAJASTHAN,1124,559834,554147,1053793,53.13
0.11,SRICHAND KOLI,BAYANA (SC),10,IND,M,RAJASTHAN,601,559834,554147,1053793,53.13
48.17,USHA,SAWAI MADHOPUR (ST),1,INC,F,RAJASTHAN,282472,593263,586450,1177149,50.4
37.54,RAMESH CHAND,SAWAI MADHOPUR (ST),2,BJP,M,RAJASTHAN,220138,593263,586450,1177149,50.4
9.12,MOTI LAL,SAWAI MADHOPUR (ST),3,JD,M,RAJASTHAN,53510,593263,586450,1177149,50.4
2.87,RAJENDRA,SAWAI MADHOPUR (ST),4,BSP,M,RAJASTHAN,16847,593263,586450,1177149,50.4
0.79,RAMDAYAL,SAWAI MADHOPUR (ST),5,SJP(R),M,RAJASTHAN,4605,593263,586450,1177149,50.4
0.78,KAILASH,SAWAI MADHOPUR (ST),6,SP,M,RAJASTHAN,4570,593263,586450,1177149,50.4
0.37,RAJARAM,SAWAI MADHOPUR (ST),7,RJD,M,RAJASTHAN,2189,593263,586450,1177149,50.4
0.31,RAMSAHAY,SAWAI MADHOPUR (ST),8,BKKGP,M,RAJASTHAN,1830,593263,586450,1177149,50.4
0.05,MANPHOOL,SAWAI MADHOPUR (ST),9,IND,M,RAJASTHAN,289,593263,586450,1177149,50.4
47.94,PRABHA THAKUR,AJMER,1,INC,F,RAJASTHAN,290524,615621,605991,1044404,58.94
46.99,RASA SINGH RAWAT,AJMER,2,BJP,M,RAJASTHAN,284752,615621,605991,1044404,58.94
1.81,KUNAL RAWAT,AJMER,3,CPI,M,RAJASTHAN,10950,615621,605991,1044404,58.94
1.34,MANJU SINGH GURJAR,AJMER,4,BSP,F,RAJASTHAN,8140,615621,605991,1044404,58.94
1.23,ALAM,AJMER,5,RJD,M,RAJASTHAN,7433,615621,605991,1044404,58.94
0.54,ABDUL MANNAN,AJMER,6,SP,M,RAJASTHAN,3263,615621,605991,1044404,58.94
0.08,BABU LAL TELI,AJMER,7,IND,M,RAJASTHAN,496,615621,605991,1044404,58.94
0.07,NARAINDAS SINDHI,AJMER,8,IND,M,RAJASTHAN,433,615621,605991,1044404,58.94
52.46,DOWARKA PARSHAD BAIRWA,TONK (SC),1,INC,M,RAJASTHAN,312307,604325,595309,1109239,54.48
42.81,SHAMBHU DAYAL BADGUJAR,TONK (SC),2,BJP,M,RAJASTHAN,254838,604325,595309,1109239,54.48
2.57,RAMKANWAR BERWA,TONK (SC),3,JD,M,RAJASTHAN,15289,604325,595309,1109239,54.48
1.6,SUGAN CHAND,TONK (SC),4,BSP,M,RAJASTHAN,9524,604325,595309,1109239,54.48
0.29,DR.KIRAN SOLANKI,TONK (SC),5,IND,F,RAJASTHAN,1713,604325,595309,1109239,54.48
0.28,TOLA CHANDA MORYA,TONK (SC),6,SHS,M,RAJASTHAN,1638,604325,595309,1109239,54.48
49.74,RAM NARAIN MEENA,KOTA,1,INC,M,RAJASTHAN,364183,744645,732240,1159032,64.25
47.36,RAGHUVEER SINGH KAUSHAL,KOTA,2,BJP,M,RAJASTHAN,346755,744645,732240,1159032,64.25
0.74,HAJI MOHAMMED RAFIQ,KOTA,3,BSP,M,RAJASTHAN,5443,744645,732240,1159032,64.25
0.7,MAHANDRA SINGH GURJAR,KOTA,4,JD,M,RAJASTHAN,5111,744645,732240,1159032,64.25
0.49,HEM RAJ JAIN,KOTA,5,SHS,M,RAJASTHAN,3593,744645,732240,1159032,64.25
0.43,SUDARSHAN JOSHI,KOTA,6,SP,F,RAJASTHAN,3130,744645,732240,1159032,64.25
0.22,LOKESH THADA,KOTA,7,PRISM,M,RAJASTHAN,1595,744645,732240,1159032,64.25
0.15,DR.SHAKUNTALA UPADHAYAY,KOTA,8,RJVP,F,RAJASTHAN,1099,744645,732240,1159032,64.25
0.14,CHANDRA KANT SAXENA,KOTA,9,SAP,M,RAJASTHAN,1025,744645,732240,1159032,64.25
0.04,DR.V.K.BAGLA,KOTA,10,ABRAHP,M,RAJASTHAN,306,744645,732240,1159032,64.25
52.77,VASUNDHARA RAJE,JHALAWAR,1,BJP,F,RAJASTHAN,333746,643983,632456,1033593,62.31
42.72,BHARAT SINGH,JHALAWAR,2,INC,M,RAJASTHAN,270179,643983,632456,1033593,62.31
1.4,CHANDRA PRAKASH MEENA,JHALAWAR,3,JD,M,RAJASTHAN,8843,643983,632456,1033593,62.31
1.01,MOHAN LAL,JHALAWAR,4,BSP,M,RAJASTHAN,6408,643983,632456,1033593,62.31
0.97,BHERU SINGH,JHALAWAR,5,SHS,M,RAJASTHAN,6147,643983,632456,1033593,62.31
0.58,RAMESH CHAND,JHALAWAR,6,IND,M,RAJASTHAN,3647,643983,632456,1033593,62.31
0.55,BHAWANI SINGH,JHALAWAR,7,IND,M,RAJASTHAN,3486,643983,632456,1033593,62.31
49.36,MAHENDRAJEET SINGH,BANSWARA (ST),1,INC,M,RAJASTHAN,323588,672037,655549,1139207,58.99
31.89,LAXMI NINAMA,BANSWARA (ST),2,BJP,F,RAJASTHAN,209071,672037,655549,1139207,58.99
18.57,BAHADUR BHAI,BANSWARA (ST),3,JD,M,RAJASTHAN,121764,672037,655549,1139207,58.99
0.17,CHUNNILAL,BANSWARA (ST),4,CPI(ML)(L),M,RAJASTHAN,1126,672037,655549,1139207,58.99
52.66,BHERU LAL (MEENA),SALUMBER (ST),1,INC,M,RAJASTHAN,315704,620767,599463,1082942,57.32
39.67,NAND LAL MEENA,SALUMBER (ST),2,BJP,M,RAJASTHAN,237822,620767,599463,1082942,57.32
7.04,MEGHRAJ TAWAR,SALUMBER (ST),3,CPI,M,RAJASTHAN,42202,620767,599463,1082942,57.32
0.33,NARENDRA MEENA,SALUMBER (ST),4,CPI(ML)(L),M,RAJASTHAN,2007,620767,599463,1082942,57.32
0.29,DR.JAGDISH CHANDARA MEENA,SALUMBER (ST),5,IND,M,RAJASTHAN,1728,620767,599463,1082942,57.32
50.15,SHANTI LAL CHAPLOT,UDAIPUR,1,BJP,M,RAJASTHAN,367994,746888,733796,1208894,61.78
48.59,GIRIJA VYAS,UDAIPUR,2,INC,F,RAJASTHAN,356547,746888,733796,1208894,61.78
1.1,TEJ SINGH SARUPARIA,UDAIPUR,3,BSP,M,RAJASTHAN,8059,746888,733796,1208894,61.78
0.16,AMBA LAL GAMETI,UDAIPUR,4,CPI(ML)(L),M,RAJASTHAN,1196,746888,733796,1208894,61.78
49.7,UDAI LAL ANJANA,CHITTORGARH,1,INC,M,RAJASTHAN,399666,818864,804098,1176978,69.57
46.55,JASWANT SINGH,CHITTORGARH,2,BJP,M,RAJASTHAN,374289,818864,804098,1176978,69.57
1.17,KALU SINGH JAT,CHITTORGARH,3,JD,M,RAJASTHAN,9445,818864,804098,1176978,69.57
0.91,SARPAL SINGH,CHITTORGARH,4,SJP(R),M,RAJASTHAN,7344,818864,804098,1176978,69.57
0.91,CHUNNILAL BHIL,CHITTORGARH,5,BSP,M,RAJASTHAN,7292,818864,804098,1176978,69.57
0.64,CHHOGA LAL,CHITTORGARH,6,BKKGP,M,RAJASTHAN,5135,818864,804098,1176978,69.57
0.12,SHYAM LAL SHARMA,CHITTORGARH,7,IND,M,RAJASTHAN,927,818864,804098,1176978,69.57
53.75,RAMPAL UPADHAYAYA,BHILWARA,1,INC,M,RAJASTHAN,356914,676000,664006,1112690,60.75
41.71,SUBHASH CHANDRA BAHERIYA,BHILWARA,2,BJP,M,RAJASTHAN,276963,676000,664006,1112690,60.75
1.99,CHHOGALAL,BHILWARA,3,BKKGP,M,RAJASTHAN,13212,676000,664006,1112690,60.75
0.62,NARAYAN,BHILWARA,4,RJD,M,RAJASTHAN,4123,676000,664006,1112690,60.75
0.58,HEERA LAL SHARMA,BHILWARA,5,SHS,M,RAJASTHAN,3857,676000,664006,1112690,60.75
0.57,PYARE LAL,BHILWARA,6,BSP,M,RAJASTHAN,3758,676000,664006,1112690,60.75
0.43,RATAN DHOBI,BHILWARA,7,IND,M,RAJASTHAN,2862,676000,664006,1112690,60.75
0.35,BABU LAL MEENA,BHILWARA,8,IND,M,RAJASTHAN,2317,676000,664006,1112690,60.75
50.46,MITHA LAL JAIN,PALI,1,INC,M,RAJASTHAN,282369,569948,559559,1030601,55.3
45.56,GUMANMAL LODHA,PALI,2,BJP,M,RAJASTHAN,254933,569948,559559,1030601,55.3
1.8,RAMESH CHANDRA,PALI,3,JD,M,RAJASTHAN,10051,569948,559559,1030601,55.3
0.79,SOHAN LAL SINGARIYA,PALI,4,BSP,M,RAJASTHAN,4448,569948,559559,1030601,55.3
0.69,SUBHASH SHARMA,PALI,5,RJD,M,RAJASTHAN,3864,569948,559559,1030601,55.3
0.47,SHASHI KALA,PALI,6,SAP,F,RAJASTHAN,2644,569948,559559,1030601,55.3
0.11,MITHALAL,PALI,7,IND,M,RAJASTHAN,627,569948,559559,1030601,55.3
0.11,SHAHAB HAIDER,PALI,8,IND,M,RAJASTHAN,623,569948,559559,1030601,55.3
54.32,BUTA SINGH,JALORE (SC),1,IND,M,RAJASTHAN,365336,687949,672530,1222674,56.27
29.63,GENARAM,JALORE (SC),2,BJP,M,RAJASTHAN,199251,687949,672530,1222674,56.27
11.07,PARSARAM MEGHWAL,JALORE (SC),3,INC,M,RAJASTHAN,74469,687949,672530,1222674,56.27
1.96,MANGI LAL,JALORE (SC),4,JD,M,RAJASTHAN,13159,687949,672530,1222674,56.27
1.52,BANWARI LAL,JALORE (SC),5,RJD,M,RAJASTHAN,10221,687949,672530,1222674,56.27
1.21,NARAYAN LAL JEENGAR,JALORE (SC),6,SHS,M,RAJASTHAN,8115,687949,672530,1222674,56.27
0.29,VEERMARAM PAWAR,JALORE (SC),7,IND,M,RAJASTHAN,1979,687949,672530,1222674,56.27
53.23,COL.SONARAM CHOWDHARY,BARMER,1,INC,M,RAJASTHAN,446107,852994,838035,1323114,64.47
43.03,LOKENDRA SINGH KALVI,BARMER,2,BJP,M,RAJASTHAN,360567,852994,838035,1323114,64.47
1.72,MAHENDRA DAN,BARMER,3,JD,M,RAJASTHAN,14396,852994,838035,1323114,64.47
1.14,BHANWARLAL SHASTRI,BARMER,4,RJD,M,RAJASTHAN,9580,852994,838035,1323114,64.47
0.72,AGRENDRA KUMAR,BARMER,5,BSP,M,RAJASTHAN,6069,852994,838035,1323114,64.47
0.16,UMMED MEGHWAL,BARMER,6,IND,M,RAJASTHAN,1316,852994,838035,1323114,64.47
48.64,ASHOK GAHLOT,JODHPUR,1,INC,M,RAJASTHAN,369780,772855,760175,1313063,58.86
47.93,JASWANT SINGH BISHNOI,JODHPUR,2,BJP,M,RAJASTHAN,364336,772855,760175,1313063,58.86
0.98,TULSI DASS,JODHPUR,3,BSP,M,RAJASTHAN,7483,772855,760175,1313063,58.86
0.67,DR. RAJENDRA MEGHAWAL,JODHPUR,4,JD,M,RAJASTHAN,5063,772855,760175,1313063,58.86
0.53,DURGADAN,JODHPUR,5,ABJS,M,RAJASTHAN,4014,772855,760175,1313063,58.86
0.49,JASWANT RAJ JAIN,JODHPUR,6,RJD,M,RAJASTHAN,3740,772855,760175,1313063,58.86
0.25,MEHMOODA BEGAM,JODHPUR,7,SAP,F,RAJASTHAN,1938,772855,760175,1313063,58.86
0.25,RAM GOPAL,JODHPUR,8,SP,M,RAJASTHAN,1878,772855,760175,1313063,58.86
0.15,SATYENDRA VYAS,JODHPUR,9,SHS,M,RAJASTHAN,1171,772855,760175,1313063,58.86
0.1,SHIV RAM,JODHPUR,10,IND,M,RAJASTHAN,772,772855,760175,1313063,58.86
56.11,RAMRAGHUNATH,NAGAUR,1,INC,M,RAJASTHAN,411894,742298,734098,1180477,62.88
41.62,RICHHPALSINGH MIRDHA,NAGAUR,2,BJP,M,RAJASTHAN,305495,742298,734098,1180477,62.88
1.32,MAHAVEER SINGH,NAGAUR,3,AIRJP,M,RAJASTHAN,9675,742298,734098,1180477,62.88
0.56,BHANWAR LAL,NAGAUR,4,BSP,M,RAJASTHAN,4134,742298,734098,1180477,62.88
0.24,REKHA SHARMA,NAGAUR,5,IND,F,RAJASTHAN,1747,742298,734098,1180477,62.88
0.16,KAILASH CHAND VERMA,NAGAUR,6,IND,M,RAJASTHAN,1153,742298,734098,1180477,62.88
65.72,BHIM PD. DAHAL,SIKKIM,1,SDF,M,SIKKIM,102440,158787,155871,236494,67.14
33.11,SANCHAMAN SUBBA,SIKKIM,2,INC,M,SIKKIM,51611,158787,155871,236494,67.14
1.17,OM PRAKASH BHANDARI,SIKKIM,3,IND,M,SIKKIM,1820,158787,155871,236494,67.14
47.11,KUPPUSAMI C,MADRAS NORTH,1,DMK,M,TAMIL NADU,401322,876109,851847,1880857,46.58
39.0,"SABAPATHY MOHAN, R.T.",MADRAS NORTH,2,MDMK,M,TAMIL NADU,332229,876109,851847,1880857,46.58
5.94,SOUNDARA RAJAN A,MADRAS NORTH,3,CPM,M,TAMIL NADU,50590,876109,851847,1880857,46.58
5.53,"BHARATHI, G.K.J",MADRAS NORTH,4,INC,M,TAMIL NADU,47147,876109,851847,1880857,46.58
1.42,"DEVANATHAN, T",MADRAS NORTH,5,BSP,M,TAMIL NADU,12085,876109,851847,1880857,46.58
0.48,"KUMARASAMY, S",MADRAS NORTH,6,CPI(ML)(L),M,TAMIL NADU,4100,876109,851847,1880857,46.58
0.19,"KALAISELVAN, K",MADRAS NORTH,7,IND,M,TAMIL NADU,1608,876109,851847,1880857,46.58
0.16,"GANESAN, J",MADRAS NORTH,8,IND,M,TAMIL NADU,1331,876109,851847,1880857,46.58
0.09,"BASKAR, N",MADRAS NORTH,9,IND,M,TAMIL NADU,757,876109,851847,1880857,46.58
0.08,"MOORTHY, T.K.",MADRAS NORTH,10,SAP,M,TAMIL NADU,678,876109,851847,1880857,46.58
51.73,MURASOLI MARAN,MADRAS CENTRAL,1,DMK,M,TAMIL NADU,300774,597280,581449,1206719,49.5
39.39,"JAYAKUMAR, D",MADRAS CENTRAL,2,ADMK,M,TAMIL NADU,229047,597280,581449,1206719,49.5
7.58,"ANBARASU, R",MADRAS CENTRAL,3,INC,M,TAMIL NADU,44061,597280,581449,1206719,49.5
0.24,"NATARAJAN, S",MADRAS CENTRAL,4,PT,M,TAMIL NADU,1385,597280,581449,1206719,49.5
0.2,SUDARSON,MADRAS CENTRAL,5,IND,M,TAMIL NADU,1161,597280,581449,1206719,49.5
0.17,SWAMINATHAN,MADRAS CENTRAL,6,IND,M,TAMIL NADU,973,597280,581449,1206719,49.5
0.15,SAVA MUSTAFA (THIRUMATHI),MADRAS CENTRAL,7,IND,F,TAMIL NADU,888,597280,581449,1206719,49.5
0.14,"SIVAKUMAR, V",MADRAS CENTRAL,8,IND,M,TAMIL NADU,798,597280,581449,1206719,49.5
0.12,SIVAGNANASAMBANDAN .T,MADRAS CENTRAL,9,RJD,M,TAMIL NADU,714,597280,581449,1206719,49.5
0.11,"RANGANATHAN, S",MADRAS CENTRAL,10,IND,M,TAMIL NADU,622,597280,581449,1206719,49.5
0.08,"LOGANATHAN, V.G",MADRAS CENTRAL,11,IND,M,TAMIL NADU,493,597280,581449,1206719,49.5
0.05,"JAGANNATHAN, E",MADRAS CENTRAL,12,IND,M,TAMIL NADU,299,597280,581449,1206719,49.5
0.04,"RAMACHANDRAN, S",MADRAS CENTRAL,13,IND,M,TAMIL NADU,234,597280,581449,1206719,49.5
48.17,BAALU T.R.,MADRAS SOUTH,1,DMK,M,TAMIL NADU,432913,917040,898798,1936771,47.35
45.94,"JANA KRISHNAMURTHI, K",MADRAS SOUTH,2,BJP,M,TAMIL NADU,412899,917040,898798,1936771,47.35
4.96,"SUBRAMANYAM, M.P",MADRAS SOUTH,3,INC,M,TAMIL NADU,44549,917040,898798,1936771,47.35
0.37,"NAGAPPAN, M",MADRAS SOUTH,4,IND,M,TAMIL NADU,3294,917040,898798,1936771,47.35
0.22,"KANAKASABAI, N",MADRAS SOUTH,5,IND,M,TAMIL NADU,2012,917040,898798,1936771,47.35
0.14,"MOHANRAJ, J",MADRAS SOUTH,6,TLJ,M,TAMIL NADU,1276,917040,898798,1936771,47.35
0.08,"VIVEKANANDA, S",MADRAS SOUTH,7,IND,M,TAMIL NADU,744,917040,898798,1936771,47.35
0.06,"SRINIVASAN, S",MADRAS SOUTH,8,IND,M,TAMIL NADU,574,917040,898798,1936771,47.35
0.06,GANESAN P.S.,MADRAS SOUTH,9,IND,M,TAMIL NADU,537,917040,898798,1936771,47.35
46.89,"VENUGOPAL, K.",SRIPERUMBUDUR (SC),1,ADMK,M,TAMIL NADU,326528,724858,696327,1266643,57.23
43.48,"NAGARATHINAM, T",SRIPERUMBUDUR (SC),2,DMK,M,TAMIL NADU,302733,724858,696327,1266643,57.23
9.33,JAYAKUMAR DR.K,SRIPERUMBUDUR (SC),3,INC,M,TAMIL NADU,64944,724858,696327,1266643,57.23
0.19,VYASARRAJAN S,SRIPERUMBUDUR (SC),4,SHSP,M,TAMIL NADU,1345,724858,696327,1266643,57.23
0.11,JAYARAMAN S.T,SRIPERUMBUDUR (SC),5,IND,M,TAMIL NADU,777,724858,696327,1266643,57.23
49.1,KANCHI PANNEERSELVAM,CHENGALPATTU,1,ADMK,M,TAMIL NADU,329239,696567,670586,1148117,60.67
45.68,PARASURAMAN K,CHENGALPATTU,2,DMK,M,TAMIL NADU,306323,696567,670586,1148117,60.67
3.72,MURUGANANDAM T N,CHENGALPATTU,3,INC,M,TAMIL NADU,24968,696567,670586,1148117,60.67
0.81,KRISHNAN PARAYANAR M.U.,CHENGALPATTU,4,IND,M,TAMIL NADU,5419,696567,670586,1148117,60.67
0.41,JAGAVEERA PANDIAN K,CHENGALPATTU,5,RJD,M,TAMIL NADU,2754,696567,670586,1148117,60.67
0.11,SRINIVASAN S.K.P.,CHENGALPATTU,6,IND,M,TAMIL NADU,765,696567,670586,1148117,60.67
0.09,RAMESH M.K.,CHENGALPATTU,7,IND,M,TAMIL NADU,588,696567,670586,1148117,60.67
0.08,ETHIRAJ BRIGADIER,CHENGALPATTU,8,IND,M,TAMIL NADU,530,696567,670586,1148117,60.67
51.56,GOPAL C,ARAKKONAM,1,ADMK,M,TAMIL NADU,359431,721536,697078,1072687,67.26
44.46,VELU A.M.,ARAKKONAM,2,TMC(M),M,TAMIL NADU,309943,721536,697078,1072687,67.26
3.52,DHAMOTHARAN R,ARAKKONAM,3,INC,M,TAMIL NADU,24519,721536,697078,1072687,67.26
0.16,KANDAPPAN A,ARAKKONAM,4,IND,M,TAMIL NADU,1120,721536,697078,1072687,67.26
0.15,NATARAJAN S.M.N.,ARAKKONAM,5,SHSP,M,TAMIL NADU,1078,721536,697078,1072687,67.26
0.14,MANIEZHILAN PULAVAR,ARAKKONAM,6,SAP,M,TAMIL NADU,987,721536,697078,1072687,67.26
49.12,SHANMUGAM N.T.,VELLORE,1,PMK,M,TAMIL NADU,331035,693560,673929,1101216,62.98
45.2,MOHAMMED SAQHY T.A.,VELLORE,2,DMK,M,TAMIL NADU,304630,693560,673929,1101216,62.98
2.8,AKBER PASHA B,VELLORE,3,INC,M,TAMIL NADU,18885,693560,673929,1101216,62.98
2.65,PADMANABHAN M,VELLORE,4,IND,M,TAMIL NADU,17837,693560,673929,1101216,62.98
0.12,SATHIYAMOORTHY J,VELLORE,5,SAP,M,TAMIL NADU,836,693560,673929,1101216,62.98
0.1,DHARANIVASAN B.S.,VELLORE,6,IND,M,TAMIL NADU,706,693560,673929,1101216,62.98
47.88,VENUGOPAL. D,TIRUPPATTUR,1,DMK,M,TAMIL NADU,322990,699895,674645,1093701,63.99
47.83,KRISHNAMOORTHY.S,TIRUPPATTUR,2,ADMK,M,TAMIL NADU,322716,699895,674645,1093701,63.99
4.16,KANNABIRAN. R,TIRUPPATTUR,3,INC,M,TAMIL NADU,28095,699895,674645,1093701,63.99
0.13,AJEEZ. B,TIRUPPATTUR,4,IND,M,TAMIL NADU,844,699895,674645,1093701,63.99
50.66,DURAI M.,VANDAVASI,1,PMK,M,TAMIL NADU,327010,667287,645536,1075770,62.03
40.58,BALARAMAN L.,VANDAVASI,2,TMC(M),M,TAMIL NADU,261935,667287,645536,1075770,62.03
5.4,KRISHANASWAMY.M,VANDAVASI,3,INC,M,TAMIL NADU,34827,667287,645536,1075770,62.03
3.29,KUPPUSAMY ALIAS ARATTAVADYAR R.,VANDAVASI,4,IND,M,TAMIL NADU,21219,667287,645536,1075770,62.03
0.08,CHANDRABOSE G.S.,VANDAVASI,5,IND,M,TAMIL NADU,545,667287,645536,1075770,62.03
49.36,RAMACHANDRAN N. GINGEE,TINDIVANAM,1,MDMK,M,TAMIL NADU,320141,675110,648630,1065026,63.39
44.51,VENKATRAMAN G.,TINDIVANAM,2,DMK,M,TAMIL NADU,288688,675110,648630,1065026,63.39
4.61,RAMAMURTHEE K.,TINDIVANAM,3,INC,M,TAMIL NADU,29908,675110,648630,1065026,63.39
0.75,JEYABALAN R.,TINDIVANAM,4,BSP,M,TAMIL NADU,4837,675110,648630,1065026,63.39
0.29,PARAMASIVAM D.,TINDIVANAM,5,IND,M,TAMIL NADU,1892,675110,648630,1065026,63.39
0.13,RAMACHANDRAN V.,TINDIVANAM,6,IND,M,TAMIL NADU,827,675110,648630,1065026,63.39
0.1,ISMAIL N.M.,TINDIVANAM,7,IND,M,TAMIL NADU,640,675110,648630,1065026,63.39
0.09,PALANI P.S.,TINDIVANAM,8,IND,M,TAMIL NADU,576,675110,648630,1065026,63.39
0.07,LAKSHMANAN G.,TINDIVANAM,9,RJD,M,TAMIL NADU,443,675110,648630,1065026,63.39
0.05,INIYADAYALAN G.,TINDIVANAM,10,IND,M,TAMIL NADU,332,675110,648630,1065026,63.39
0.03,MOHAMED ALI JINNA M.,TINDIVANAM,11,IND,M,TAMIL NADU,189,675110,648630,1065026,63.39
0.02,MUNUSAMY R.,TINDIVANAM,12,IND,M,TAMIL NADU,157,675110,648630,1065026,63.39
