TERRITORY,CONSTITUENCY,CANDIDATE,SEX,AGE,CATEGORY,PARTY,PARTY SYMBOL,GENERAL VOTES SECURED,POSTAL VOTES SECURED,TOTAL VOTES SECURED,% OF TOTAL VOTES,% OF TOTAL POLLED,TOTAL ELECTORS
Punjab,Bathinda,JASPAL SINGH,M,36,GEN,IND,Slate,703,0,703,0.0460896262937712,0.0597293910235986,1525289
Punjab,Bathinda,JAGDEEP SINGH,M,34,GEN,IND,Window,668,0,668,0.0437949791809946,0.056755666008199,1525289
Punjab,Bathinda,JAGDEEP SINGH GEHRI,M,39,SC,IND,Cauliflower,1665,0,1665,0.10915964122209,0.141464347161155,1525289
Punjab,Bathinda,DYAL CHAND,M,52,SC,IND,Letter Box,955,0,955,0.0626110855057632,0.0811402111344761,1525289
Punjab,Bathinda,BHUPESH KUMAR,M,36,GEN,IND,Battery Torch,1487,0,1487,0.0974897216199684,0.126340831368551,1525289
Punjab,Bathinda,MANPREET SINGH BADAL S/O GURDEV SINGH,M,33,GEN,IND,Kite,4617,1,4618,0.302762296194361,0.392361774889016,1525289
Punjab,Bathinda,VIJAY KUMAR,M,44,GEN,IND,Bat,2257,1,2258,0.148037519447134,0.191847745279212,1525289
Punjab,Bathinda,None of the Above,,,,NOTA,NOTA,4699,2,4701,0.308203887918945,0.399413751354107,1525289
Punjab,Sangrur,SUKHDEV SINGH DHINDSA,M,75,GEN,SAD,Scales,321471,45,321516,22.5668179702947,29.2272393405427,1424743
Punjab,Sangrur,SUKHDEV RAM SHARMA,M,60,GEN,CPI,Ears of Corn And Sickle,6934,0,6934,0.486689047531145,0.63033154675762,1424743
Punjab,Sangrur,JOGINDER SINGH AULAKH,M,63,GEN,CPM,"Hammer, Sickle and Star",3315,0,3315,0.232675828175042,0.301348294995891,1424743
Punjab,Sangrur,MADAN BHATTI,M,50,SC,BSP,Elephant,8405,3,8408,0.590147319244572,0.764324725286713,1424743
Punjab,Sangrur,VIJAY INDER SINGLA,M,42,GEN,INC,Hand,181401,9,181410,12.7329478097238,16.4909786410874,1424743
Punjab,Sangrur,KARNAIL SINGH,M,66,GEN,SAD(M),Sewing Machine,4126,1,4127,0.289669123040241,0.375162718988851,1424743
Punjab,Sangrur,GURDEEP SINGH,M,39,GEN,DBSP,Batsman,1069,0,1069,0.075031813067608,0.0971768709956584,1424743
Punjab,Sangrur,GURPREET SINGH,M,33,SC,CPI(ML)(L),Flag with Three Stars,2746,0,2746,0.192738408497335,0.249623655522992,1424743
Punjab,Sangrur,JASWANT SINGH,M,50,SC,BMUP,Cot,1556,0,1556,0.109213752229371,0.141447344498826,1424743
Punjab,Sangrur,JIT SINGH,M,54,SC,CPIM,Saw,5879,0,5879,0.412639877478454,0.534427338244598,1424743
Punjab,Sangrur,BHAGWANT MANN,M,40,GEN,AAAP,Broom,533191,46,533237,37.4272580961011,48.4736231610027,1424743
Punjab,Sangrur,MAHMOOD AHMED THIND,M,38,GEN,IUML,Ladder,2261,0,2261,0.158696846909131,0.205534990945915,1424743
Punjab,Sangrur,SUKHDEV SINGH,M,46,GEN,IND,Stool,1233,0,1233,0.0865427740994954,0.112085202935123,1424743
Punjab,Sangrur,HARINDER KUMAR,M,52,GEN,IND,Auto- Rickshaw,1486,0,1486,0.104300537154785,0.135084032085639,1424743
Punjab,Sangrur,KARAM SINGH,M,42,GEN,IND,Gas Cylinder,1601,0,1601,0.112372247634462,0.145538045335874,1424743
Punjab,Sangrur,JOTI DEVAJI ANSUIA,F,28,SC,IND,Bread,6830,0,6830,0.479389413706045,0.620877482600886,1424743
Punjab,Sangrur,DHARAM SINGH,M,50,GEN,IND,Walking Stick,3290,0,3290,0.230921108505547,0.299075683419753,1424743
Punjab,Sangrur,PARVEEN KAUR,F,48,SC,IND,BUCKET,798,0,798,0.0560106518502817,0.0725417615103231,1424743
Punjab,Sangrur,BIJENDER,M,33,GEN,IND,Bat,5395,0,5395,0.37866850467703,0.490429578130568,1424743
Punjab,Sangrur,BHAGWANT SINGH,M,31,GEN,IND,Kite,2334,0,2334,0.163820628344057,0.212171016748238,1424743
Punjab,Sangrur,MANOJ KUMAR,M,36,GEN,IND,Candles,1854,0,1854,0.130130010689752,0.16853687448639,1424743
Punjab,Sangrur,None of the Above,,,,NOTA,NOTA,2188,0,2188,0.153573065474206,0.198898965143593,1424743
Punjab,Patiala,DEEPINDER SINGH DHILLON,M,53,GEN,SAD,Scales,340092,17,340109,21.5221673723464,30.3400565571504,1580273
Punjab,Patiala,NIRMAL SINGH DHALIWAL,M,65,GEN,CPI,Ears of Corn And Sickle,8537,0,8537,0.540223113348137,0.761558979116674,1580273
Punjab,Patiala,PRENEET KAUR,F,69,GEN,INC,Hand,344715,14,344729,21.8145219212123,30.7521922586285,1580273
Punjab,Patiala,RAM SINGH DHIMAN,M,42,GEN,BSP,Elephant,13014,0,13014,0.823528592844401,1.1609380993586,1580273
Punjab,Patiala,AMRIK SINGH,M,47,GEN,aicp,CALCULATOR,936,0,936,0.0592302722377716,0.0834976226371332,1580273
Punjab,Patiala,HARISH KUMAR,M,47,GEN,SHS,Bow & Arrow,2324,1,2325,0.147126477513695,0.207405953665956,1580273
Punjab,Patiala,GURPREET SINGH,M,38,SC,BSP(A),Sewing Machine,2378,0,2378,0.150480328398954,0.212133917340922,1580273
Punjab,Patiala,DR. DHARAM VIRA GANDHI,M,63,GEN,AAAP,Broom,365644,27,365671,23.1397359823271,32.6203623582726,1580273
Punjab,Patiala,MOHINDER PAL SINGH,M,52,GEN,SAD(M),HOCKEY & BALL,2772,1,2773,0.175476009524937,0.247370627748686,1580273
Punjab,Patiala,RANJIT KAUR,F,65,GEN,BGTD,Bat,2178,0,2178,0.137824287322507,0.19429254498256,1580273
Punjab,Patiala,RANDHIR SINGH,M,49,GEN,BMUP,Cot,1234,0,1234,0.0780877734416775,0.110081267451092,1580273
Punjab,Patiala,RAVINDER SINGH,M,27,SC,BhSMP,Camera,1177,0,1177,0.0744808017348901,0.104996476328959,1580273
Punjab,Patiala,BIBI KAMALDEEP KAUR RAJOANA,F,36,GEN,IND,Telephone,15313,0,15313,0.969009785018158,1.36602467461797,1580273
Punjab,Patiala,GURBHEJ SINGH,M,35,GEN,IND,Auto- Rickshaw,2217,0,2217,0.140292215332414,0.197771612592441,1580273
Punjab,Patiala,DHARAM PAL,M,38,GEN,IND,Kite,1271,0,1271,0.0804291410408202,0.113381921337389,1580273
Punjab,Patiala,PARVEEN KUMAR,M,35,GEN,IND,Letter Box,4089,0,4089,0.258752759807957,0.364766857866707,1580273
Punjab,Patiala,PARVESH BHATEJA,M,35,GEN,IND,Candles,4915,0,4915,0.311022209453683,0.438451725706741,1580273
Punjab,Patiala,RAJINDER SINGH PAWAR,M,45,GEN,IND,Battery Torch,1625,0,1625,0.102830333746131,0.14496115041169,1580273
Punjab,Patiala,RAMISHER SINGH BILLA,M,43,SC,IND,Gas Cylinder,2625,0,2625,0.166110539128366,0.234168012203499,1580273
Punjab,Patiala,LAKHWINDER SINGH MALHI,M,62,GEN,IND,Almirah,809,0,809,0.0511936861542278,0.0721683511895735,1580273
Punjab,Patiala,None of the Above,,,,NOTA,NOTA,3008,0,3008,0.190346857789762,0.268334240269762,1580273
Rajasthan,Ganganagar,NIHALCHAND,M,43,SC,BJP,Lotus,654306,3824,658130,38.2987093323898,52.3439159036012,1718414
Rajasthan,Ganganagar,PALARAM,M,57,SC,CPM,"Hammer, Sickle and Star",14926,18,14944,0.869639603517897,1.18856073916007,1718414
Rajasthan,Ganganagar,MASTER BHANWARLAL MEGHWAL,M,66,SC,INC,Hand,365698,691,366389,21.3213587187713,29.1404965645154,1718414
Rajasthan,Ganganagar,AMAR SINGH,M,64,SC,BMUP,Cot,6672,14,6686,0.389079924325526,0.531766401366718,1718414
Rajasthan,Ganganagar,ADVOCATE KARTAR SINGH BAINS,M,67,SC,AITC,Flowers and Grass,5019,6,5025,0.292420972141156,0.39965991128743,1718414
Rajasthan,Ganganagar,JASVINDER SINGH,M,45,SC,JMBP,Almirah,3394,1,3395,0.197566010033676,0.270018984839965,1718414
Rajasthan,Ganganagar,DR. PALUSKAR K. T.,M,58,SC,PRCP,Cup & Saucer,5223,9,5232,0.304466970396523,0.416123513603151,1718414
Rajasthan,Ganganagar,BALWANT SINGH HARIYALA,M,45,SC,BhSMP,Camera,5363,1,5364,0.31214847653038,0.426622042616074,1718414
Rajasthan,Ganganagar,DR. BALKRISHAN BAWARI,M,55,SC,AAAP,Broom,39809,207,40016,2.32866022312448,3.18264497712991,1718414
Rajasthan,Ganganagar,SHIMLA DEVI NAYAK (ADVOCATE),F,32,SC,nuzp,Telephone,106083,502,106585,6.20252523694828,8.47716450638223,1718414
Rajasthan,Ganganagar,SUNIL BHADRWAL,M,32,SC,LD,Sewing Machine,3721,8,3729,0.217002548281467,0.29658344461509,1718414
Rajasthan,Ganganagar,HETRAM,M,60,SC,RJVP,Gas Cylinder,2931,12,2943,0.171262670848044,0.234069476401772,1718414
Rajasthan,Ganganagar,OM PARKASH,M,45,SC,IND,Carrot,3747,3,3750,0.218224606075489,0.298253665139873,1718414
Rajasthan,Ganganagar,KUMBHA RAM,M,68,SC,IND,Electric Pole,3005,2,3007,0.174987037458399,0.239159672286826,1718414
Rajasthan,Ganganagar,TITAR SINGH,M,72,SC,IND,Kite,3913,11,3924,0.228350227797392,0.312092635202363,1718414
Rajasthan,Ganganagar,DULICHAND MEGHWAL,M,58,SC,IND,Air Conditioner,11978,3,11981,0.697213068104117,0.952900576544218,1718414
Rajasthan,Ganganagar,BALRAJ BAWARI,M,30,SC,IND,Bat,8786,2,8788,0.511402090184374,0.698947522466454,1718414
Rajasthan,Ganganagar,None of the Above,,,,NOTA,NOTA,6876,42,6918,0.402580753288063,0.550218361450038,1718414
Rajasthan,Bikaner,ARJUN RAM MEGHWAL ,M,60,SC,BJP,Lotus,583455,1477,584932,36.7337685377947,62.8452323395111,1592355
Rajasthan,Bikaner,BHANWAR LAL,M,46,SC,BSP,Elephant,11369,18,11387,0.715104358010619,1.22342197152834,1592355
Rajasthan,Bikaner,ER. SHANKAR PANNU,M,64,SC,INC,Hand,276617,236,276853,17.38638682957,29.7451517593339,1592355
Rajasthan,Bikaner,DR. GAURI SHANKER DAABI,M,34,SC,AAAP,Broom,14105,43,14148,0.888495341805062,1.52006446414182,1592355
Rajasthan,Bikaner,MANGILAL NAYAK,M,52,SC,nuzp,Telephone,16813,26,16839,1.05749032093974,1.80918614020951,1592355
Rajasthan,Bikaner,RAM RATAN MEGHWAL,M,29,SC,BMUP,Cot,2537,1,2538,0.159386568949763,0.272683319903304,1592355
Rajasthan,Bikaner,GOPAL BALMIKI,M,69,SC,IND,FLUTE,4396,2,4398,0.276194692766374,0.472522159548751,1592355
Rajasthan,Bikaner,JAGDISH KUMAR NAYAK,M,37,SC,IND,Auto- Rickshaw,5161,3,5164,0.324299543757516,0.554821380607037,1592355
Rajasthan,Bikaner,None of the Above,,,,NOTA,NOTA,13476,16,13492,0.847298498136408,1.44958366908407,1592355
Rajasthan,Churu,ABHINESH MAHARSHI,M,51,GEN,BSP,Elephant,300508,509,301017,17.1634570153807,26.5935811491312,1753825
Rajasthan,Churu,INDRA SINGH JAT,M,60,GEN,CPM,"Hammer, Sickle and Star",10764,14,10778,0.614542499964364,0.952190798610498,1753825
Rajasthan,Churu,PRATAP SINGH,M,49,GEN,INC,Hand,176621,291,176912,10.0872093852009,15.6294283321377,1753825
Rajasthan,Churu,RAHUL KASWAN ,M,37,GEN,BJP,Lotus,593163,2593,595756,33.9689535729049,52.6325275020408,1753825
Rajasthan,Churu,KRISHAN KUMAR SARAN,M,53,GEN,AAAP,Broom,13889,88,13977,0.796943822787336,1.23480894341983,1753825
Rajasthan,Churu,GORDHAN SARSWAT,M,69,GEN,AITC,Flowers and Grass,3988,3,3991,0.227559762233974,0.352588001229773,1753825
Rajasthan,Churu,TORURAM MEGHWAL,M,55,SC,BMUP,Cot,2046,8,2054,0.117115447664391,0.181462228645942,1753825
Rajasthan,Churu,MOHAMMAD ALI KHAN,M,47,GEN,BA S D,Glass Tumbler,2311,2,2313,0.131883169643494,0.204343785227879,1753825
Rajasthan,Churu,SYOPAT RAM,M,41,GEN,BhSMP,Camera,2330,0,2330,0.132852479580346,0.205845663459126,1753825
Rajasthan,Churu,AJAY KUMAR,M,37,GEN,IND,Walking Stick,2937,1,2938,0.167519564380711,0.259559896670778,1753825
Rajasthan,Churu,RAJPAL,M,27,GEN,IND,Telephone,3721,6,3727,0.212506949096974,0.329264715756293,1753825
Rajasthan,Churu,SALIM GUJAR,M,56,GEN,IND,Cup & Saucer,4017,1,4018,0.229099254486622,0.354973337244106,1753825
Rajasthan,Churu,None of the Above,,,,NOTA,NOTA,11279,14,11293,0.643906889227831,0.997688874439446,1753825
Rajasthan,Jhunjhunu,RAHISA BANO,F,35,GEN,BSP,Elephant,10398,25,10423,0.614031470364719,1.03337986500527,1697470
Rajasthan,Jhunjhunu,RAJ BALA OLA,F,61,GEN,INC,Hand,253495,852,254347,14.9838877859403,25.217026626163,1697470
Rajasthan,Jhunjhunu,SANTOSH AHLAWAT,F,57,GEN,BJP,Lotus,484630,3552,488182,28.759388973001,48.4004076808985,1697470
Rajasthan,Jhunjhunu,URMILA,F,26,SC,MEDP,FLUTE,5580,1,5581,0.328783424743884,0.553323709737546,1697470
Rajasthan,Jhunjhunu,OM PRAKASH JHARODA,M,55,GEN,CPI(ML)(L),Flag with Three Stars,2503,3,2506,0.147631475077616,0.248455333560704,1697470
Rajasthan,Jhunjhunu,GENERAL R S KADYAN,M,70,GEN,AAAP,Broom,10283,103,10386,0.61185175584841,1.02971153007241,1697470
Rajasthan,Jhunjhunu,BHAN SINGH,M,51,GEN,BhSMP,Camera,1883,2,1885,0.111047617925501,0.186886793201088,1697470
Rajasthan,Jhunjhunu,BHUDAR MAL,M,53,GEN,AITC,Flowers and Grass,2979,0,2979,0.175496474164492,0.295350534188882,1697470
Rajasthan,Jhunjhunu,PRAVEEN KUMAR,M,32,GEN,IND,Battery Torch,1178,0,1178,0.0693973973030451,0.116791852727258,1697470
Rajasthan,Jhunjhunu,MAHABEER PRASAD KUMAWAT,M,58,GEN,IND,Bat,2930,2,2932,0.172727647616747,0.290690757382276,1697470
Rajasthan,Jhunjhunu,DR. RAJKUMAR SHARMA,M,40,GEN,IND,BUCKET,205917,371,206288,12.1526742740667,20.4522561251279,1697470
Rajasthan,Jhunjhunu,RAJBALA,F,36,GEN,IND,Shuttle,11734,6,11740,0.691617524904711,1.1639527597776,1697470
Rajasthan,Jhunjhunu,None of the Above,,,,NOTA,NOTA,8029,9,8038,0.473528250867467,0.796920978116895,1697470
Rajasthan,Sikar,AMARA RAM,M,58,GEN,CPM,"Hammer, Sickle and Star",53029,105,53134,3.00212104535783,4.97764304376867,1769882
Rajasthan,Sikar,GULAM NABI AZAD,M,76,GEN,BSP,Elephant,4097,15,4112,0.232331872972322,0.38521602356263,1769882
Rajasthan,Sikar,PRATAP SINGH JAT,M,66,GEN,INC,Hand,259374,858,260232,14.7033531048963,24.3787782693945,1769882
Rajasthan,Sikar,SUMEDHANAND SARASWATI ,M,62,GEN,BJP,Lotus,496393,3035,499428,28.2181523966005,46.7868842937347,1769882
Rajasthan,Sikar,SWAMI BHAGIRATH SINGH KHARRANTE BHADHADAR,M,46,GEN,ABHM,Carrot,5384,3,5387,0.304370573857466,0.504659221530128,1769882
Rajasthan,Sikar,RAMESH SHARMA,M,58,GEN,bhp,Sewing Machine,1630,5,1635,0.0923790399585961,0.153168336217145,1769882
Rajasthan,Sikar,VIMAL INDORIA,M,34,GEN,JMBP,Ceiling Fan,967,1,968,0.0546929117308386,0.0906831495157164,1769882
Rajasthan,Sikar,SATISH KUMAR SHARMA,M,62,GEN,JGP,Whistle,1049,9,1058,0.0597779964992016,0.099114434078128,1769882
Rajasthan,Sikar,MAJOR SURENDRA KUMAR PUNIA,M,37,GEN,AAAP,Broom,15560,106,15666,0.885143755346402,1.46760559949712,1769882
Rajasthan,Sikar,AJAYPAL,M,53,GEN,IND,Pen Nib with Seven Rays,7033,3,7036,0.397540627002252,0.659139090901426,1769882
Rajasthan,Sikar,KANHAIYA LAL BALAI,M,60,SC,IND,Almirah,2159,10,2169,0.12255054291755,0.203193957954121,1769882
Rajasthan,Sikar,DULI CHAND KUMAWAT,M,26,GEN,IND,Telephone,4371,4,4375,0.247191620684317,0.409854110672788,1769882
Rajasthan,Sikar,PRATAP SINGH,M,45,GEN,IND,Glass Tumbler,10662,4,10666,0.602639045992897,0.999200901585363,1769882
Rajasthan,Sikar,SUBHASH MAHARIA,M,57,GEN,IND,Gas Cylinder,187526,1315,188841,10.669694363805,17.6908023116709,1769882
Rajasthan,Sikar,SURENDRA KUMAR PHULWARIYA,M,26,SC,IND,Electric Pole,3631,2,3633,0.205267921816257,0.340342853502684,1769882
Rajasthan,Sikar,None of the Above,,,,NOTA,NOTA,7401,9,7410,0.418671979261894,0.694175762305226,1769882
Rajasthan,Jaipur Rural,DR. C.P. JOSHI,M,63,GEN,INC,Hand,298208,1826,300034,17.6458825646678,29.5243961961142,1700307
Rajasthan,Jaipur Rural,RAJYAVARDHAN SINGH RATHORE ,M,44,GEN,BJP,Lotus,629447,3483,632930,37.2244760648966,62.2825282614857,1700307
Rajasthan,Jaipur Rural,AJAY KUMAR SHARMA,M,61,GEN,JGP,Whistle,5767,7,5774,0.339585933355525,0.568181818181818,1700307
Rajasthan,Jaipur Rural,ANIL KUMAR,M,38,GEN,AAAP,Broom,6847,70,6917,0.406809127298263,0.680657020499417,1700307
Rajasthan,Jaipur Rural,JAGDISH PRASAD,M,52,GEN,LD,Cot,1378,0,1378,0.0810442355670097,0.135600025191296,1700307
Rajasthan,Jaipur Rural,TEK CHAND SONWAL,M,58,SC,APoI,Coat,3035,12,3047,0.179203037570884,0.299835469345341,1700307
Rajasthan,Jaipur Rural,DHIRAJ GURJAR,M,35,GEN,SP,Bicycle,1401,11,1412,0.083043875631798,0.138945744245363,1700307
Rajasthan,Jaipur Rural,NAVIN PILANIA,M,47,GEN,NPEP,Book,31455,162,31617,1.85948882142391,3.11122350977737,1700307
Rajasthan,Jaipur Rural,NARAYAN LAL PARIHAR,M,62,SC,BNNP,Coconut,1327,0,1327,0.0780447754698272,0.130581446610196,1700307
Rajasthan,Jaipur Rural,SHAYAM SINGH RATHORE,M,65,GEN,LS,Almirah,3722,0,3722,0.218901774151241,0.366257832918727,1700307
Rajasthan,Jaipur Rural,DR. OM SINGH MEENA,M,60,ST,IND,Air Conditioner,4518,2,4520,0.265834502730685,0.444783827187707,1700307
Rajasthan,Jaipur Rural,KAMAL  KUMAR  GAUR,M,53,GEN,IND,Basket containing Fruits,9479,1,9480,0.557546700417454,0.932865195075102,1700307
Rajasthan,Jaipur Rural,None of the Above,,,,NOTA,NOTA,11527,6,11533,0.678289672564821,1.13488758383978,1700307
Rajasthan,Jaipur,D.K. (DEV KRISHAN) CHHANGANI,M,74,GEN,CPI,Ears of Corn And Sickle,15594,3,15597,0.79665300518537,1.20075384892535,1957820
Rajasthan,Jaipur,FAROOQ SHAH,M,25,GEN,BSP,Elephant,5177,16,5193,0.26524453779109,0.399789365741446,1957820
Rajasthan,Jaipur,DR. MAHESH JOSHI,M,59,GEN,INC,Hand,323031,982,324013,16.5497166230126,24.9445314388568,1957820
Rajasthan,Jaipur,RAMCHARAN BOHARA,M,56,GEN,BJP,Lotus,859973,3385,863358,44.0980153395416,66.4666565044875,1957820
Rajasthan,Jaipur,ANIL KUMAR SHARMA,M,30,GEN,JGP,Whistle,4568,31,4599,0.234904607991762,0.354059559608109,1957820
Rajasthan,Jaipur,ABDUL AZIZ BHARTIYA,M,55,GEN,RUC,Kettle,1102,1,1103,0.0563382871526231,0.0849157847896814,1957820
Rajasthan,Jaipur,IFTEKAR QURISHI,M,42,GEN,AIFB,Lion,621,0,621,0.0317190175174787,0.0478084336848523,1957820
Rajasthan,Jaipur,KAILASH CHAND SAINI,M,55,GEN,HJP,Cup & Saucer,565,1,566,0.0289097647582817,0.04357419237621,1957820
Rajasthan,Jaipur,DR. TANMAY,M,32,GEN,IPGP,Kite,891,2,893,0.0456120493447801,0.0687486816112289,1957820
Rajasthan,Jaipur,NEERU AGARWAL,F,33,GEN,nuzp,Telephone,1561,5,1566,0.0799870876527723,0.120560397987889,1957820
Rajasthan,Jaipur,RAJU LAL BAIRWA,M,46,SC,APoI,Coat,1891,8,1899,0.0969958361766376,0.146196804456577,1957820
Rajasthan,Jaipur,DR. VIRENDRA SINGH,M,59,GEN,AAAP,Broom,54839,279,55118,2.81527988329853,4.2433256809045,1957820
Rajasthan,Jaipur,PAWAN SINGH SHEKHAWAT,M,40,GEN,IND,CHESS BOARD,1984,3,1987,0.101490640591353,0.152971590550405,1957820
Rajasthan,Jaipur,MUNNA DASS DABODIA,M,64,SC,IND,Television,4852,4,4856,0.248031479975646,0.373845014450311,1957820
Rajasthan,Jaipur,RAM SINGH RAJ,M,60,GEN,IND,Iron,2072,0,2072,0.105832213037385,0.159515418027398,1957820
Rajasthan,Jaipur,HAFIZ KHAN WARSI,M,48,GEN,IND,Almirah,5020,0,5020,0.256408160930343,0.386470752170626,1957820
Rajasthan,Jaipur,None of the Above,,,,NOTA,NOTA,8327,18,8345,0.426240259554524,0.642449885829457,1957820
Rajasthan,Alwar,AZAD HUSAIN,M,50,GEN,BSP,Elephant,19473,10,19483,1.19789085623711,1.83277298750557,1626442
Rajasthan,Alwar,CHAND NATH,M,58,GEN,BJP,Lotus,640481,1797,642278,39.4897573968208,60.4193280741726,1626442
Rajasthan,Alwar,BHANWAR JITENDRA SINGH,M,42,GEN,INC,Hand,357609,774,358383,22.0347851322088,33.7132208377154,1626442
Rajasthan,Alwar,ARUN KUMAR ROOPAK,M,29,SC,NADP,Stethoscope,3412,0,3412,0.209783072498128,0.320968096975261,1626442
Rajasthan,Alwar,KHOOBRAJ NEERAJ,M,48,SC,BMUP,Cot,702,0,702,0.0431616989723581,0.0660373986156605,1626442
Rajasthan,Alwar,KHAIM CHAND,M,62,GEN,BYS,Candles,1187,0,1187,0.0729813912823205,0.111661527288873,1626442
Rajasthan,Alwar,DR. DASHRATH KUMAR HINUNIA,M,39,SC,APoI,Coat,3611,1,3612,0.222079852832133,0.339782170654937,1626442
Rajasthan,Alwar,CHAUDHARY NASRUDEEN TANWAR,M,82,GEN,SP(I),Television,662,0,662,0.040702342905557,0.0622745838797254,1626442
Rajasthan,Alwar,NISHAR AHMED,M,51,GEN,JMBP,Battery Torch,441,0,441,0.0271144006364814,0.0414850324636841,1626442
Rajasthan,Alwar,MANGURAM SAIN,M,54,GEN,ABCD(A),Kite,565,1,566,0.0347998883452346,0.0532438285134812,1626442
Rajasthan,Alwar,MURSHID AHMED,M,45,GEN,AITC,Flowers and Grass,2160,0,2160,0.132805227607256,0.203191995740494,1626442
Rajasthan,Alwar,VIRJANAND,M,62,GEN,SP,Bicycle,1843,2,1845,0.113437798581197,0.173559829695005,1626442
Rajasthan,Alwar,DR VIRENDRA VIDROHI,M,50,GEN,AAAP,Broom,8480,37,8517,0.523658390523609,0.801197327648975,1626442
Rajasthan,Alwar,SURESH SHARMA,M,39,GEN,JGP,Whistle,2100,4,2104,0.129362129113734,0.197924055110185,1626442
Rajasthan,Alwar,KISHAN LAL,M,66,SC,IND,Cup & Saucer,2572,0,2572,0.158136595095306,0.241948987520625,1626442
Rajasthan,Alwar,JAGDISH PRASAD BAIRWA,M,33,SC,IND,Sewing Machine,3390,0,3390,0.208430426661387,0.318898548870497,1626442
Rajasthan,Alwar,RAMESH PANVAL,M,46,GEN,IND,Bottle,1227,0,1227,0.0754407473491216,0.115424342024808,1626442
Rajasthan,Alwar,HARIPRASAD,M,41,SC,IND,BUCKET,3579,1,3580,0.220112367978692,0.336771918866189,1626442
Rajasthan,Alwar,HARI SINGH SHARMA,M,41,GEN,IND,Basket containing Fruits,3672,0,3672,0.225768886932335,0.345426392758839,1626442
Rajasthan,Alwar,None of the Above,,,,NOTA,NOTA,2503,9,2512,0.154447560995105,0.236304765416722,1626442
Rajasthan,BHARATPUR,BAHADUR SINGH KOLI,M,56,SC,BJP,Lotus,577863,1962,579825,34.2948651598002,60.1685435232881,1690705
Rajasthan,BHARATPUR,MAHENDAR KUMAR JATAV,M,46,SC,BSP,Elephant,22065,25,22090,1.30655554931227,2.29228323447494,1690705
Rajasthan,BHARATPUR,DR.SURESH JATAV,M,57,SC,INC,Hand,333619,738,334357,19.7761880399005,34.6962854427043,1690705
Rajasthan,BHARATPUR,AMAR CHAND POHIYA,M,34,SC,RJVP,Gas Cylinder,3969,0,3969,0.234754141024011,0.41186383692309,1690705
Rajasthan,BHARATPUR,GOPAL PAHARIA,M,56,SC,AAAP,Broom,6990,23,7013,0.414797377425394,0.727740259093381,1690705
Rajasthan,BHARATPUR,LAKHAN SINGH,M,46,SC,IPGP,Kite,959,1,960,0.0567810469597002,0.0996193709866884,1690705
Rajasthan,BHARATPUR,VIMLA UMAR,F,34,SC,AITC,Flowers and Grass,1791,1,1792,0.105991287658107,0.185956159175152,1690705
Rajasthan,BHARATPUR,GHISU LAL,M,48,SC,IND,Battery Torch,609,2,611,0.0361387705128925,0.0634035788259027,1690705
Rajasthan,BHARATPUR,PREM CHAND DHAMANI,M,59,SC,IND,Television,835,0,835,0.0493876814701559,0.0866480987227966,1690705
Rajasthan,BHARATPUR,MADHURI PUSHKAR,F,59,SC,IND,Sewing Machine,1186,1,1187,0.0702073986887127,0.123175201417916,1690705
Rajasthan,BHARATPUR,MAMRAJ,M,48,SC,IND,BUCKET,1787,0,1787,0.105695553038525,0.185437308284596,1690705
Rajasthan,BHARATPUR,SHEETAL JATAV,F,25,SC,IND,Cup & Saucer,2071,0,2071,0.12249327943077,0.214908038868158,1690705
Rajasthan,BHARATPUR,None of the Above,,,,NOTA,NOTA,5928,7,5935,0.351036993443563,0.615876007089579,1690705
Rajasthan,KARAULI-DHOLPUR,G.R.BARUA,M,65,SC,BSP,Elephant,25147,3,25150,1.6231377479238,2.97160843771379,1549468
Rajasthan,KARAULI-DHOLPUR,MANOJ RAJORIYA,M,43,SC,BJP,Lotus,401921,486,402407,25.9706557347425,47.5465620912561,1549468
Rajasthan,KARAULI-DHOLPUR,LAKKHIRAM,M,44,SC,INC,Hand,374828,363,375191,24.2141818998521,44.330844586651,1549468
Rajasthan,KARAULI-DHOLPUR,KAMAL SINGH,M,31,SC,AITC,Flowers and Grass,7286,0,7286,0.470225909796136,0.860880281398913,1549468
Rajasthan,KARAULI-DHOLPUR,GHANSHYAM,M,44,SC,AAAP,Broom,3726,0,3726,0.240469632157618,0.440247039320937,1549468
Rajasthan,KARAULI-DHOLPUR,DHANRAJ BAIRWA,M,27,SC,SP(I),Battery Torch,745,0,745,0.0480810187754765,0.0880257767831718,1549468
Rajasthan,KARAULI-DHOLPUR,PHOOLSINGH,M,39,SC,JGP,Whistle,951,0,951,0.0613759045039975,0.112365790229257,1549468
Rajasthan,KARAULI-DHOLPUR,RAMESH,M,35,SC,BYS,Candles,1629,0,1629,0.105132858503693,0.192475154872197,1549468
Rajasthan,KARAULI-DHOLPUR,RAM SINGH,M,49,SC,NPEP,Book,9448,10,9458,0.610403054467727,1.11751382122851,1549468
Rajasthan,KARAULI-DHOLPUR,SHRELAL KHARE,M,55,SC,JMBP,Ring,922,0,922,0.0595042943771669,0.108939283481993,1549468
Rajasthan,KARAULI-DHOLPUR,ASHOK KUMAR,M,29,SC,IND,Batsman,1383,2,1385,0.0893855181262214,0.163645236033145,1549468
Rajasthan,KARAULI-DHOLPUR,KANCHAN BAI,F,54,SC,IND,Brief Case,3014,0,3014,0.194518376629914,0.356120390905342,1549468
