TERRITORY,CONSTITUENCY,CANDIDATE,SEX,AGE,CATEGORY,PARTY,PARTY SYMBOL,GENERAL VOTES SECURED,POSTAL VOTES SECURED,TOTAL VOTES SECURED,% OF TOTAL VOTES,% OF TOTAL POLLED,TOTAL ELECTORS
Andhra Pradesh,Adilabad ,GODAM NAGESH,M,49,ST,TRS,Car,425762,5085,430847,31.0793186379106,40.8180724375432,1386282
Andhra Pradesh,Adilabad ,NARESH,M,37,ST,INC,Hand,257994,1563,259557,18.7232467852861,24.5902058681421,1386282
Andhra Pradesh,Adilabad ,RAMESH RATHOD,M,48,ST,TDP,Bicycle,182879,1319,184198,13.2871955345305,17.4507593341734,1386282
Andhra Pradesh,Adilabad ,RATHOD SADASHIV,M,55,ST,BSP,Elephant,94363,57,94420,6.81102401964391,8.94526920125435,1386282
Andhra Pradesh,Adilabad ,NETHAWATH RAMDAS,M,44,ST,IND,Auto- Rickshaw,41028,4,41032,2.95985953795837,3.887336219719,1386282
Andhra Pradesh,Adilabad ,PAWAR KRISHNA,M,33,ST,IND,Bat,5051,4,5055,0.364644422996187,0.478906331416445,1386282
Andhra Pradesh,Adilabad ,BANKA SAHADEV,M,53,ST,IND,Gas Cylinder,4780,7,4787,0.345312137068793,0.453516243024831,1386282
Andhra Pradesh,Adilabad ,MOSALI CHINNAIAH,M,40,ST,IND,Almirah,8842,17,8859,0.639047466532783,0.839294003960096,1386282
Andhra Pradesh,Adilabad ,None of the Above,,,,NOTA,NOTA,17021,63,17084,1.23236109247613,1.61852339582958,1386282
Andhra Pradesh,Peddapalle ,DR.JANAPATI SARAT BABU,M,42,SC,TDP,Bicycle,63174,160,63334,4.44338427970576,6.17786001831879,1425355
Andhra Pradesh,Peddapalle ,TAGARAM SHANKAR LAL,M,37,SC,BSP,Elephant,9430,19,9449,0.66292257016673,0.921694497633092,1425355
Andhra Pradesh,Peddapalle ,BALKA SUMAN,M,31,SC,TRS,Car,563214,2282,565496,39.6740461148275,55.1608161322386,1425355
Andhra Pradesh,Peddapalle ,G. VIVEKANAND,M,56,SC,INC,Hand,273441,897,274338,19.2469946083607,26.7600619210146,1425355
Andhra Pradesh,Peddapalle ,KALVALA SHANKAR,M,44,SC,PPOI,Television,9288,2,9290,0.651767454423635,0.906184980739911,1425355
Andhra Pradesh,Peddapalle ,KALVALA SANJEEV,M,37,SC,RPI,Sewing Machine,8609,0,8609,0.603989883222074,0.839757427254025,1425355
Andhra Pradesh,Peddapalle ,BOTHA VENKATA MALLAIAH,M,58,SC,BCUF,Chappals,2245,0,2245,0.157504621655658,0.218986575001195,1425355
Andhra Pradesh,Peddapalle ,J.V. RAJU,M,50,SC,NIP,Cup & Saucer,3020,0,3020,0.211877041158168,0.294583276839024,1425355
Andhra Pradesh,Peddapalle ,VENKATA SWAMY INJAM,M,42,SC,MaSP,Ring,3861,5,3866,0.271230675866714,0.377105612006512,1425355
Andhra Pradesh,Peddapalle ,VELTHURU MALLAIAH,M,57,SC,RP(K),Auto- Rickshaw,45976,1,45977,3.22565255673148,4.48478652954563,1425355
Andhra Pradesh,Peddapalle ,KAMILLA JAYA RAO,M,43,SC,IND,Scissors,2741,1,2742,0.192373128097912,0.267466008308809,1425355
Andhra Pradesh,Peddapalle ,GADDALA VINAY KUMAR,M,65,SC,IND,Ceiling Fan,3263,3,3266,0.229135899477674,0.318579133164322,1425355
Andhra Pradesh,Peddapalle ,GORRE RAMESH,M,43,SC,IND,Gas Cylinder,2359,2,2361,0.165642945090872,0.230301694244018,1425355
Andhra Pradesh,Peddapalle ,JINNA RAMADEVI,F,37,SC,IND,Battery Torch,9199,0,9199,0.64538308000463,0.897308464782179,1425355
Andhra Pradesh,Peddapalle ,THALLAPALLI SRINIVAS,M,35,SC,IND,Candles,3698,1,3699,0.259514296438431,0.360815742062102,1425355
Andhra Pradesh,Peddapalle ,BUPELLI NARAYANA,M,30,SC,IND,Bat,7255,3,7258,0.509206478386086,0.707975305727694,1425355
Andhra Pradesh,Peddapalle ,MOUTAM RAVINDER,M,33,SC,IND,Almirah,2671,3,2674,0.187602386773821,0.260833007373361,1425355
Andhra Pradesh,Peddapalle ,None of the Above,,,,NOTA,NOTA,5344,17,5361,0.376116827036072,0.522934088454969,1425355
Andhra Pradesh,Karimnagar ,CHENNAMANENI VIDYA SAGAR RAO,M,73,GEN,BJP,Lotus,213836,992,214828,13.8526318504523,19.058332364868,1550810
Andhra Pradesh,Karimnagar ,PONNAM PRABHAKAR,M,47,GEN,INC,Hand,298386,2320,300706,19.3902541252636,26.6769457059136,1550810
Andhra Pradesh,Karimnagar ,BURLA. RAVI,M,42,GEN,NCP,Clock,4768,1,4769,0.307516717070434,0.423078867969053,1550810
Andhra Pradesh,Karimnagar ,B. LAXMAN,M,53,SC,BSP,Elephant,11289,39,11328,0.730456986993894,1.00495647229051,1550810
Andhra Pradesh,Karimnagar ,VINOD KUMAR BOINAPALLY,M,54,GEN,TRS,Car,503197,2161,505358,32.5867127501112,44.8325205617749,1550810
Andhra Pradesh,Karimnagar ,DR.DHARMAIAH VENDAVETLA,M,61,SC,BMUP,Cot,3771,1,3772,0.243227732604252,0.334630633252101,1550810
Andhra Pradesh,Karimnagar ,L. PRABHAKAR REDDY,M,48,GEN,PPOI,Television,3942,1,3943,0.254254228435463,0.349800791864537,1550810
Andhra Pradesh,Karimnagar ,MEESALA RAJI REDDY,M,44,GEN,YSRCP,Ceiling Fan,3071,4,3075,0.19828347766651,0.272796711890299,1550810
Andhra Pradesh,Karimnagar ,RANAVENI LAKSHMAN,M,41,GEN,NIP,Cup & Saucer,2061,1,2062,0.132962774292144,0.182929047127739,1550810
Andhra Pradesh,Karimnagar ,REDDI MALLA SRINIVAS,M,46,SC,RPI(A),Sewing Machine,8033,1,8034,0.518051856771623,0.712731311650948,1550810
Andhra Pradesh,Karimnagar ,SHAIK MAHMOOD,M,58,GEN,WPOI,Auto- Rickshaw,39300,8,39308,2.53467542767973,3.48718476454761,1550810
Andhra Pradesh,Karimnagar ,UPPULETI.LAXMAN,M,49,SC,IND,Bat,2445,0,2445,0.157659545656786,0.216906653844482,1550810
Andhra Pradesh,Karimnagar ,KANDEM PRABHAKAR,M,45,GEN,IND,Gas Stove,4727,1,4728,0.304872937368214,0.419441578477182,1550810
Andhra Pradesh,Karimnagar ,PULIKOTA RAMESH,M,34,SC,IND,Battery Torch,1772,1,1773,0.11432735151308,0.157290591928943,1550810
Andhra Pradesh,Karimnagar ,MALLESH YADAV BARLA,M,26,GEN,IND,Coconut,2757,0,2757,0.177778064366363,0.244585539733839,1550810
Andhra Pradesh,Karimnagar ,MOHAMMED AMJAD MOHIUDDIN,M,45,GEN,IND,Kite,6713,0,6713,0.432870564414725,0.595539618510432,1550810
Andhra Pradesh,Karimnagar ,SRINIVAS REDDY LINGAMPALLY,M,41,GEN,IND,Carrom Board,3851,0,3851,0.248321844713408,0.34163906910229,1550810
Andhra Pradesh,Karimnagar ,None of the Above,,,,NOTA,NOTA,5722,12,5734,0.369742263720249,0.508688242594789,1550810
Andhra Pradesh,Nizamabad,ENDALA LAKSHMINARAYANA,M,51,GEN,BJP,Lotus,222876,2457,225333,15.0604233544737,21.7921490120985,1496193
Andhra Pradesh,Nizamabad,KALVAKUNTLA KAVITHA,F,36,GEN,TRS,Car,435706,3601,439307,29.3616532091782,42.485759325345,1496193
Andhra Pradesh,Nizamabad,TALARI RAMULU,M,46,SC,BSP,Elephant,7398,23,7421,0.495992161439066,0.717691318265781,1496193
Andhra Pradesh,Nizamabad,MADHU YASKHI GOUD,M,56,GEN,INC,Hand,270948,1175,272123,18.1876936999438,26.3172503167281,1496193
Andhra Pradesh,Nizamabad,ABDUL GANI,M,39,GEN,BCUF,Chappals,4791,0,4791,0.320212699832174,0.463341747178461,1496193
Andhra Pradesh,Nizamabad,BANJA VEERAPPA,M,53,GEN,PPOI,Television,3649,2,3651,0.244019321036791,0.353091362752778,1496193
Andhra Pradesh,Nizamabad,MALIK MOHTASIM KHAN,M,47,GEN,WPOI,Auto- Rickshaw,43738,76,43814,2.92836552503587,4.2372897747604,1496193
Andhra Pradesh,Nizamabad,RAPELLY SRINIVAS,M,39,GEN,AAAP,Broom,2613,8,2621,0.175177934932191,0.253479173315539,1496193
Andhra Pradesh,Nizamabad,SAGAR SUDDALA,M,32,SC,BMUP,Cot,1952,26,1978,0.132202195839708,0.191294088064912,1496193
Andhra Pradesh,Nizamabad,SINGAREDDY RAVINDRA REDDY,M,46,GEN,YSRCP,Ceiling Fan,3508,21,3529,0.235865292779742,0.341292637401959,1496193
Andhra Pradesh,Nizamabad,ABDUL KAREEM KHAN (BABU),M,44,GEN,IND,Bat,1599,2,1601,0.10700491179948,0.154834092513612,1496193
Andhra Pradesh,Nizamabad,KANDEM PRABHAKAR,M,45,GEN,IND,Gas Stove,3988,2,3990,0.266676825783839,0.385876345489889,1496193
Andhra Pradesh,Nizamabad,KOTAPATI NARSIMHAM NAIDU,M,56,GEN,IND,Gas Cylinder,2458,4,2462,0.164550963679151,0.238102146014062,1496193
Andhra Pradesh,Nizamabad,S. CHANDRAIAH,M,66,GEN,IND,Cup & Saucer,2817,0,2817,0.188277849181222,0.272434502567673,1496193
Andhra Pradesh,Nizamabad,CHIRULINGADRULA VENKATESHAM,M,40,GEN,IND,Coconut,3091,0,3091,0.206590994610989,0.29893327917525,1496193
Andhra Pradesh,Nizamabad,BAGWAN B,M,49,ST,IND,Almirah,8129,0,8129,0.54331225984883,0.786162609645942,1496193
Andhra Pradesh,Nizamabad,None of the Above,,,,NOTA,NOTA,7244,22,7266,0.485632535374781,0.702701134418429,1496193
Andhra Pradesh,Zahirabad,B.B. PATIL,M,58,GEN,TRS,Car,505983,2678,508661,35.1928316523149,46.2523789475981,1445354
Andhra Pradesh,Zahirabad,K.MADAN MOHAN RAO,M,44,GEN,TDP,Bicycle,156807,690,157497,10.8967768449805,14.3211508786989,1445354
Andhra Pradesh,Zahirabad,SYED FEROZUDDIN,M,46,GEN,BSP,Elephant,8165,15,8180,0.565951317116776,0.743804733980692,1445354
Andhra Pradesh,Zahirabad,SURESH KUMAR SHETKAR,M,53,GEN,INC,Hand,362939,1091,364030,25.1862173557481,33.1011292556224,1445354
Andhra Pradesh,Zahirabad,MARRI DURGESH,M,30,SC,RPI(A),Sewing Machine,18027,0,18027,1.24723770093693,1.63918923465403,1445354
Andhra Pradesh,Zahirabad,MAHMOOD MOHIUDDIN,M,44,GEN,YSRCP,Ceiling Fan,12369,14,12383,0.856745129566874,1.12598215414216,1445354
Andhra Pradesh,Zahirabad,DR. SUNEEL KUMAR CHOWDHARY,M,53,GEN,AAAP,Broom,3270,15,3285,0.22727996048027,0.298703979355327,1445354
Andhra Pradesh,Zahirabad,TANDALE AMBAJI RAO,M,45,GEN,IND,Slate,2321,2,2323,0.160721871596854,0.211229632889627,1445354
Andhra Pradesh,Zahirabad,BENJAMIN RAJU,M,43,GEN,IND,Grapes,4802,2,4804,0.332375321201588,0.436826154284015,1445354
Andhra Pradesh,Zahirabad,RAMA RAO,M,45,GEN,IND,Balloon,4426,0,4426,0.306222558625776,0.402454737481484,1445354
Andhra Pradesh,Zahirabad,None of the Above,,,,NOTA,NOTA,11157,33,11190,0.774204796887129,1.01750305296381,1445354
Andhra Pradesh,Medak,KALVAKUNTLA CHANDRASEKHAR RAO,M,60,GEN,TRS,Car,655484,2008,657492,42.8008431380463,55.0876008241038,1536166
Andhra Pradesh,Medak,CHAGANLA NARENDRA NATH,M,49,GEN,BJP,Lotus,181177,627,181804,11.8349188824645,15.2323468273764,1536166
Andhra Pradesh,Medak,Y. SHANKAR GOUD,M,50,GEN,BSP,Elephant,6633,10,6643,0.432440244088204,0.55658005310258,1536166
Andhra Pradesh,Medak,DR.P. SHRAVAN KUMAR REDDY,M,39,GEN,INC,Hand,260202,261,260463,16.9553941436017,21.8227473086342,1536166
Andhra Pradesh,Medak,IQBAL ALI ZAFAR,M,59,GEN,MBT,Balloon,5010,0,5010,0.32613662846333,0.419760058112889,1536166
Andhra Pradesh,Medak,KOMPELLI PRABHUDAS,M,48,SC,RPI(A),Sewing Machine,7599,0,7599,0.494673101735099,0.636677980359251,1536166
Andhra Pradesh,Medak,"PRABHUGOUD, PULLAIAHGARI",M,45,GEN,YSRCP,Ceiling Fan,11744,8,11752,0.765021488563085,0.984634771046443,1536166
Andhra Pradesh,Medak,BOMMA BALESHAM,M,62,GEN,PPOI,Television,3296,1,3297,0.214625242324072,0.276237307704231,1536166
Andhra Pradesh,Medak,KUNDETI. RAVI.,M,40,GEN,IND,Camera,33507,0,33507,2.18120958281852,2.80736532279213,1536166
Andhra Pradesh,Medak,GAJABINKAR BANSILAL,M,49,GEN,IND,Basket containing Fruits,3281,0,3281,0.213583688221195,0.274896756620437,1536166
Andhra Pradesh,Medak,GURJADA BHEERAIAH YADAV,M,47,GEN,IND,Coconut,2050,3,2053,0.133644410825393,0.172009460939274,1536166
Andhra Pradesh,Medak,BALARAJU MITTAPALLY,M,43,GEN,IND,Carrom Board,2973,0,2973,0.193533771740814,0.249091148257409,1536166
Andhra Pradesh,Medak,MEKA. SUBBA RAO,M,37,SC,IND,Cup & Saucer,4441,0,4441,0.28909636067977,0.372086710195478,1536166
Andhra Pradesh,Medak,None of the Above,,,,NOTA,NOTA,10687,9,10696,0.696278917773209,0.896158399516061,1536166
Andhra Pradesh,Malkajgiri,KARUNAKAR.R,M,48,GEN,BSP,Elephant,6111,22,6133,0.192674837570996,0.37745417529063,3183083
Andhra Pradesh,Malkajgiri,CH.MALLA REDDY,M,56,GEN,TDP,Bicycle,522423,933,523356,16.4417955799456,32.2098332567101,3183083
Andhra Pradesh,Malkajgiri,SARVEY SATHYANARAYANA,M,60,GEN,INC,Hand,232989,541,233530,7.33659788324715,14.3725539793936,3183083
Andhra Pradesh,Malkajgiri,HANUMANTH RAO MYNAMPALLY,M,47,GEN,TRS,Car,493433,1757,495190,15.5569301837244,30.4763628015925,3183083
Andhra Pradesh,Malkajgiri,DR.JAYAPRAKASH  NARAYAN .N,M,58,GEN,LSP,Whistle,157530,718,158248,4.97153231631095,9.7393393659533,3183083
Andhra Pradesh,Malkajgiri,JAJULA BHASKAR,M,39,GEN,SHP,Auto- Rickshaw,7951,2,7953,0.249852108788869,0.489465686627487,3183083
Andhra Pradesh,Malkajgiri,V.DINESH REDDY,M,60,GEN,YSRCP,Ceiling Fan,114941,280,115221,3.61979250933765,7.09125183941981,3183083
Andhra Pradesh,Malkajgiri,DIVAKAR DHARANIKOTA SUDHAKAR,M,28,GEN,AIMIM,Almirah,18535,9,18544,0.582579844760567,1.14128651990697,3183083
Andhra Pradesh,Malkajgiri,PADURI SRINIVAS REDDY,M,39,GEN,TLP,Gas Cylinder,793,9,802,0.0251956986355681,0.0493589187319558,3183083
Andhra Pradesh,Malkajgiri,BANDI SUDHAKAR,M,39,GEN,JaSPa,Chappals,4088,7,4095,0.128648860240214,0.252025900507929,3183083
Andhra Pradesh,Malkajgiri,MURARI.T.N,M,60,GEN,SHS,Bow & Arrow,1388,2,1390,0.0436683554905731,0.0855472531638636,3183083
Andhra Pradesh,Malkajgiri,SATHYANARAYANA YAADAV PEDDIBOYINA,M,40,GEN,BCBDP,Candles,593,3,596,0.018723985519699,0.0366806927234984,3183083
Andhra Pradesh,Malkajgiri,SUTHARAPU PADMAIAH,M,60,GEN,APRSSP,Batsman,527,2,529,0.0166191079528872,0.0325571920314272,3183083
Andhra Pradesh,Malkajgiri,DR.N.V.SUDHA KIRAN,M,48,GEN,AAAP,Broom,8264,37,8301,0.260784905703056,0.510883272311678,3183083
Andhra Pradesh,Malkajgiri,SURAKANTI VENKAT REDDY,M,50,GEN,PPOI,Television,2048,1,2049,0.0643715542447369,0.126105267433638,3183083
Andhra Pradesh,Malkajgiri,ANJANEYULU.E,M,28,GEN,IND,Bat,2675,2,2677,0.0841008544232117,0.164755393323498,3183083
Andhra Pradesh,Malkajgiri,KANTE SAYANNA,M,35,GEN,IND,Stethoscope,2260,1,2261,0.0710317638591265,0.139152762160788,3183083
Andhra Pradesh,Malkajgiri,KOYALKAR BHOJ RAJ,M,56,GEN,IND,Basket containing Fruits,1547,0,1547,0.0486006805351918,0.0952097846363288,3183083
Andhra Pradesh,Malkajgiri,GAJABINKAR BANSILAL,M,47,GEN,IND,Air Conditioner,1416,0,1416,0.0444851736508285,0.087147417611533,3183083
Andhra Pradesh,Malkajgiri,DASARI BHARATH REDDY,M,28,GEN,IND,Cup & Saucer,1693,0,1693,0.0531874286658563,0.104195323457857,3183083
Andhra Pradesh,Malkajgiri,PROF. K.NAGESHWAR,M,50,GEN,IND,Telephone,13037,202,13239,0.415917523985394,0.814791427795964,3183083
Andhra Pradesh,Malkajgiri,M.NAGESWARA RAO,M,60,GEN,IND,Letter Box,1264,37,1301,0.040872324095853,0.0800697671699184,3183083
Andhra Pradesh,Malkajgiri,PEESARI SATISH REDDY,M,32,GEN,IND,Harmonium,1325,0,1325,0.0416263100899348,0.0815468420446901,3183083
Andhra Pradesh,Malkajgiri,POTTURI TULASI DAS,M,62,GEN,IND,Walking Stick,411,0,411,0.0129120101486515,0.0252949072304661,3183083
Andhra Pradesh,Malkajgiri,POLISETTY KRISHNA RAO,M,28,GEN,IND,Bottle,495,1,496,0.0155823772110247,0.0305262140786161,3183083
Andhra Pradesh,Malkajgiri,D.BIKSHAPATHI,M,40,GEN,IND,Camera,5715,2,5717,0.179605747006911,0.35185154412792,3183083
Andhra Pradesh,Malkajgiri,RAHUL PANDIT,M,48,GEN,IND,Battery Torch,897,2,899,0.0282430586949822,0.0553287630174916,3183083
Andhra Pradesh,Malkajgiri,VATTIKUTI RAMARAO GOUD,M,28,GEN,IND,Pen Nib with Seven Rays,1031,1,1032,0.032421397745519,0.0635142196151851,3183083
Andhra Pradesh,Malkajgiri,M.T.VARUGHESE,M,50,GEN,IND,Gas Stove,1025,1,1026,0.0322329012469986,0.0631449508964921,3183083
Andhra Pradesh,Malkajgiri,B.VEERA HANUMANTHA REDDY,M,48,GEN,IND,Slate,775,0,775,0.024347464392226,0.0476972094978376,3183083
Andhra Pradesh,Malkajgiri,None of the Above,,,,NOTA,NOTA,8666,26,8692,0.273068594189972,0.534947283813167,3183083
Andhra Pradesh,Secundrabad,M.ANJAN KUMAR YADAV,M,53,GEN,INC,Hand,183427,109,183536,9.69171602663722,18.266687102765,1893741
Andhra Pradesh,Secundrabad,KHAJA KHALID ANWAR,M,47,GEN,BSP,Elephant,2856,7,2863,0.151182236641653,0.284944235328308,1893741
Andhra Pradesh,Secundrabad,BANDARU DATTATREYA,M,66,GEN,BJP,Lotus,437860,411,438271,23.1431330894774,43.6195581423587,1893741
Andhra Pradesh,Secundrabad,T.BHEEMSEN,M,65,GEN,TRS,Car,143696,151,143847,7.5959172875277,14.3165817042512,1893741
Andhra Pradesh,Secundrabad,ABDUS SATTAR MUJAHED,M,48,GEN,ABML(S),Balloon,807,2,809,0.0427196749713926,0.080516900587007,1893741
Andhra Pradesh,Secundrabad,DR.N.S.UDAY KUMAR,M,53,GEN,pjdl,Television,927,1,928,0.0490035332181117,0.0923605485101885,1893741
Andhra Pradesh,Secundrabad,KARANKOTE NARENDER,M,52,GEN,AIFB,Lion,474,0,474,0.0250298219239062,0.0471755387864541,1893741
Andhra Pradesh,Secundrabad,KUMAR CHOWDARY YADAV.G,M,55,GEN,sps,Bat,547,0,547,0.0288846257223137,0.0544409698653805,1893741
Andhra Pradesh,Secundrabad,KHAJA SIRAJUDDIN AZAZ,M,49,GEN,mmsp,Iron,957,2,959,0.0506405046941477,0.0954458685574039,1893741
Andhra Pradesh,Secundrabad,CHAYA RATAN MUSINIPALLY,F,61,SC,AAAP,Broom,11162,22,11184,0.590577064128622,1.11310385187279,1893741
Andhra Pradesh,Secundrabad,B.DEEPAK KUMAR,M,39,SC,RPI(KH),Candles,1813,0,1813,0.0957364285823669,0.18044145953553,1893741
Andhra Pradesh,Secundrabad,NARLA MOHAN RAO,M,47,GEN,AIMIM,Kite,145095,25,145120,7.66313872910815,14.4432788790933,1893741
Andhra Pradesh,Secundrabad,DR.MALATHI LATHA EPPA,F,29,GEN,JAP,Almirah,871,2,873,0.0460992289864348,0.0868865935877097,1893741
Andhra Pradesh,Secundrabad,CH. MURAHARI,M,55,GEN,SUCI,Glass Tumbler,552,2,554,0.0292542644427089,0.0551376550373324,1893741
Andhra Pradesh,Secundrabad,MOHD IMTIAZ HUSSAIN,M,35,GEN,IUML,Ladder,784,2,786,0.0415051477472368,0.0782277921648795,1893741
Andhra Pradesh,Secundrabad,RAGHU DESHABOINA,M,45,GEN,BMUP,Cot,1494,2,1496,0.078997075101611,0.148891573891425,1893741
Andhra Pradesh,Secundrabad,J.RAMULU,M,39,GEN,RSP,Spade & Stoker,2057,1,2058,0.1086737837962,0.204825440553845,1893741
Andhra Pradesh,Secundrabad,SHAKTHI SATYAVATHI,F,49,ST,PPOI,Battery Torch,638,0,638,0.0336899290874518,0.0634978771007546,1893741
Andhra Pradesh,Secundrabad,K. SRINIVASULU,M,42,GEN,JaSPa,Chappals,3688,3,3691,0.194905216711261,0.367352138524899,1893741
Andhra Pradesh,Secundrabad,SYED SAJID ALI,M,44,GEN,YSRCP,Ceiling Fan,45161,26,45187,2.38612355121424,4.49730183785548,1893741
Andhra Pradesh,Secundrabad,K.SAI KRISHNA MOHAN RAO,M,53,GEN,ICSP,Trumpet,2599,4,2603,0.137452798455544,0.259067357512953,1893741
Andhra Pradesh,Secundrabad,SONU SARSAL VALMIKI,M,29,SC,TECPI,Auto- Rickshaw,2310,1,2311,0.122033583261914,0.230005633197247,1893741
Andhra Pradesh,Secundrabad,ANANTH RAO GUNDEPALLY,M,43,GEN,IND,Pen Nib with Seven Rays,779,0,779,0.0411355090268416,0.0775311069929276,1893741
Andhra Pradesh,Secundrabad,AVULA RANGANAYAKULU,M,60,GEN,IND,Telephone,1143,1,1144,0.060409528018879,0.11385826238756,1893741
Andhra Pradesh,Secundrabad,MICHAEL DANIEL OVELZ,M,41,GEN,IND,Pot,291,0,291,0.0153664096621449,0.0289621978625699,1893741
Andhra Pradesh,Secundrabad,MOHD ABUBAKAR PARWAIZ SIDDIQUI,M,38,GEN,IND,Gas Cylinder,322,0,322,0.017003381138181,0.0320475179097852,1893741
Andhra Pradesh,Secundrabad,MOHAMMED RIZWAN HUSSAIN,M,32,GEN,IND,Coconut,370,0,370,0.0195380466494626,0.0368247876603122,1893741
Andhra Pradesh,Secundrabad,S. LAKSHMAN RAO,M,50,GEN,IND,Envelope,885,1,886,0.0467857008957402,0.0881804374784774,1893741
Andhra Pradesh,Secundrabad,SYED MADANI QUADRI,M,53,GEN,IND,Bread,376,0,376,0.0198548798383728,0.0374219463791281,1893741
Andhra Pradesh,Secundrabad,B.SUBRAMANYAM,M,60,GEN,IND,Camera,2480,1,2481,0.13101052361437,0.246925130230364,1893741
Andhra Pradesh,Secundrabad,None of the Above,,,,NOTA,NOTA,6567,5,6572,0.347037952919644,0.654087850009654,1893741
Andhra Pradesh,Hyderabad,S KRISHNA REDDY,M,51,GEN,INC,Hand,49301,9,49310,2.70456012641392,5.07425640687901,1823217
Andhra Pradesh,Hyderabad,DR.BHAGAVANTH RAO,M,61,GEN,BJP,Lotus,311336,78,311414,17.0804682053754,32.0461262358917,1823217
Andhra Pradesh,Hyderabad,RASHID SHAREEF,M,53,GEN,TRS,Car,37190,5,37195,2.0400753174197,3.82755966444666,1823217
Andhra Pradesh,Hyderabad,VENU GOPAL.P,M,30,SC,BSP,Elephant,3100,0,3100,0.170029129829307,0.319006182545628,1823217
Andhra Pradesh,Hyderabad,ASADUDDIN OWAISI,M,43,GEN,AIMIM,Kite,513777,91,513868,28.1846867377827,52.8796996814054,1823217
Andhra Pradesh,Hyderabad,S.KHAJA MOINUDDIN,M,45,GEN,AIACP,Batsman,1592,1,1593,0.0873730334897053,0.163928015740382,1823217
Andhra Pradesh,Hyderabad,JAYA VINDHYALA,F,49,GEN,SP(I),Battery Torch,598,0,598,0.0327991676251373,0.0615373216652534,1823217
Andhra Pradesh,Hyderabad,BINGHI RAJASHEKAR,M,38,GEN,PPOI,Television,21796,0,21796,1.19546932701922,2.24292217895629,1823217
Andhra Pradesh,Hyderabad,BODDU SAINATH REDDY,M,36,GEN,YSRCP,Ceiling Fan,10735,8,10743,0.589233207018144,1.10551078035087,1823217
Andhra Pradesh,Hyderabad,N.MAHENDER SINGH,M,49,GEN,NBNP,Dao,485,0,485,0.0266013316023271,0.0499090317853644,1823217
Andhra Pradesh,Hyderabad,LUBNA SARWATH,F,49,GEN,AAAP,Broom,6118,0,6118,0.335560714934097,0.629574137036824,1823217
Andhra Pradesh,Hyderabad,SYED MUSTAFA MAHMOOD,M,45,GEN,MBT,Bat,2101,1,2102,0.11529071964555,0.216306772809971,1823217
Andhra Pradesh,Hyderabad,MD OSMAN,M,52,GEN,IND,BELT,728,0,728,0.0399294214566889,0.0749150002881346,1823217
Andhra Pradesh,Hyderabad,SHAIK MOIN,M,46,GEN,IND,Candles,626,0,626,0.0343349146042407,0.0644186678301817,1823217
Andhra Pradesh,Hyderabad,SYED ABDUL GAFFER,M,56,GEN,IND,Gas Cylinder,740,0,740,0.0405875987334475,0.0761498629302467,1823217
Andhra Pradesh,Hyderabad,M A HABEEB,M,37,GEN,IND,Carrom Board,5992,0,5992,0.328649853528132,0.616608079294646,1823217
Andhra Pradesh,Hyderabad,None of the Above,,,,NOTA,NOTA,5011,2,5013,0.274953557365909,0.515863868742334,1823217
Andhra Pradesh,CHELVELLA,KONDA VISHWESHWAR REDDY,M,54,GEN,TRS,Car,431084,3993,435077,19.910496420406,32.9034707396223,2185164
Andhra Pradesh,CHELVELLA,TULLA VEERENDER,M,31,GEN,TDP,Bicycle,352227,976,353203,16.1636838241889,26.7116040968537,2185164
Andhra Pradesh,CHELVELLA,PATLOLLA KARTIK REDDY,M,34,GEN,INC,Hand,360834,1220,362054,16.5687335138232,27.3809766895589,2185164
Andhra Pradesh,CHELVELLA,SAMALA RAVINDAR,M,46,GEN,BSP,Elephant,7713,19,7732,0.353840718591373,0.584746230572427,2185164
Andhra Pradesh,CHELVELLA,KUMMARI GIRI,M,33,GEN,PPOI,Television,5787,2,5789,0.264922907388187,0.437803405171208,2185164
Andhra Pradesh,CHELVELLA,KONDA RAGHAVA REDDY,M,54,GEN,YSRCP,Ceiling Fan,40069,66,40135,1.83670424736999,3.0352806471837,2185164
Andhra Pradesh,CHELVELLA,DR.GOLLA RAMAIAH,M,73,GEN,TLP,Gas Cylinder,1737,28,1765,0.0807719695180774,0.13348125930682,2185164
Andhra Pradesh,CHELVELLA,CHAN PASHA,M,37,GEN,ABML(S),Kite,56832,3,56835,2.60094894479316,4.29824780323123,2185164
Andhra Pradesh,CHELVELLA,MD YUNUS MIYA,M,70,GEN,MCPI,Carrom Board,2901,3,2904,0.132896203671669,0.219620156955811,2185164
Andhra Pradesh,CHELVELLA,REGATTE VENKAT REDDY,M,54,GEN,AAAP,Broom,7433,29,7462,0.341484666597107,0.564327001103395,2185164
Andhra Pradesh,CHELVELLA,SYED HASHMATHULLAH QUADRI,M,45,GEN,IUML,Ladder,1399,12,1411,0.0645718124589276,0.106709380669645,2185164
Andhra Pradesh,CHELVELLA,DR. P. SADHU SATYANADHAN,M,61,GEN,ICSP,Trumpet,2487,58,2545,0.116467230834848,0.192470144439579,2185164
Andhra Pradesh,CHELVELLA,SUTHARAPU PADMAIAH,M,61,GEN,APRSSP,Batsman,2211,3,2214,0.101319626352988,0.167437681646062,2185164
Andhra Pradesh,CHELVELLA,G.MALLESHAM GOUD,M,38,GEN,IND,Auto- Rickshaw,24650,10,24660,1.12851941547637,1.86495629150492,2185164
