AGE,CANDIDATES,CATEGORY,CONSTITUENCY,GENERAL VOTES POLLED,No,PARTY,POSTAL VOTES POLLED,SEX,TERRITORY,TOTAL VOTES POLLED,TOTAL GENERAL VOTES POLLED,TOTAL POSTAL VOTES POLLED,TOTAL ELECTORS,TOTAL MEN ELECTORS,TOTAL WOMEN ELECTORS,% OF TOTAL VOTES,TOTAL VOTES RECEIVED,% OF TOTAL POLLED
47,YERRANNAIDU KINJARAPU,GEN,SRIKAKULAM,361586,1,TDP,320,M,ANDHRA PRADESH,723774,722856,918,958626,456636,501990,37.752575039692225,361906,50.00262512883856
39,KILLI KRUPARANI,GEN,SRIKAKULAM,329432,2,INC,595,F,ANDHRA PRADESH,723774,722856,918,958626,456636,501990,34.427086267219956,330027,45.59807343176185
49,DUNGA RANGARAO NAIDU,GEN,SRIKAKULAM,13848,5,IND,0,M,ANDHRA PRADESH,723774,722856,918,958626,456636,501990,1.4445675372877431,13848,1.913304429283174
37,MYLAPALLI LAKSHMUDU,GEN,SRIKAKULAM,13008,3,BSP,3,M,ANDHRA PRADESH,723774,722856,918,958626,456636,501990,1.357255071320828,13011,1.797660595710816
37,TAMMINENI JAGANMOHAN RAO,GEN,SRIKAKULAM,4982,4,IND,0,M,ANDHRA PRADESH,723774,722856,918,958626,456636,501990,0.5197021570456049,4982,0.6883364144056018
57,KISHORE CHANDRA SURYANARAYANA DEO,ST,PARVATHIPURAM (ST),321355,1,INC,433,M,ANDHRA PRADESH,660923,660212,711,896336,432612,463724,35.90037664447261,321788,48.687668608899976
35,DADICHILUKA VEERA GOURI SANKARA RAO,ST,PARVATHIPURAM (ST),314098,2,TDP,272,M,ANDHRA PRADESH,660923,660212,711,896336,432612,463724,35.072785205547916,314370,47.565298832087855
32,UOOYAKA MUTYALU,ST,PARVATHIPURAM (ST),13895,4,IND,1,M,ANDHRA PRADESH,660923,660212,711,896336,432612,463724,1.550311490333982,13896,2.102514211186477
55,ARIKA GUMPASWAMY,ST,PARVATHIPURAM (ST),10864,3,IND,5,M,ANDHRA PRADESH,660923,660212,711,896336,432612,463724,1.2126033094732334,10869,1.6445183478256922
73,KONDAPALLI PYDITHALLI NAIDU,GEN,BOBBILI,373469,1,TDP,453,M,ANDHRA PRADESH,746725,745517,1208,976012,474981,501031,38.31120928841039,373922,50.0749271820282
37,JHANSI BOTCHA,GEN,BOBBILI,341850,2,INC,724,F,ANDHRA PRADESH,746725,745517,1208,976012,474981,501031,35.09936353241558,342574,45.87686229870434
55,PEDDINTI JAGANMOHAN RAO,GEN,BOBBILI,16067,4,IND,31,M,ANDHRA PRADESH,746725,745517,1208,976012,474981,501031,1.6493649668241783,16098,2.155813719910275
47,G VENKATESH,SC,BOBBILI,14131,3,TRS,0,M,ANDHRA PRADESH,746725,745517,1208,976012,474981,501031,1.4478305594603345,14131,1.8923967993571928
69,JANARDHANA REDDY NEDURUMALLI,GEN,VISAKHAPATNAM,523889,2,INC,233,M,ANDHRA PRADESH,965740,965365,375,1515574,752037,763537,34.58240904106299,524122,54.27154306542133
65,DR M V V S MURTHY,GEN,VISAKHAPATNAM,393415,3,TDP,136,M,ANDHRA PRADESH,965740,965365,375,1515574,752037,763537,25.967125326773882,393551,40.751237393087166
64,KOLAVENTI SUNDARA RAO,GEN,VISAKHAPATNAM,16673,1,BSP,0,M,ANDHRA PRADESH,965740,965365,375,1515574,752037,763537,1.1001112449804495,16673,1.7264481123283701
59,BHARANIKANA RAMA RAO,GEN,VISAKHAPATNAM,10997,8,IND,5,M,ANDHRA PRADESH,965740,965365,375,1515574,752037,763537,0.7259295817954122,11002,1.1392300205024126
43,MANDEM SUBHASH CHANDRA BOSE YADAV,GEN,VISAKHAPATNAM,5685,4,SP,0,M,ANDHRA PRADESH,965740,965365,375,1515574,752037,763537,0.3751054056087001,5685,0.5886677573674073
60,SATYANARAYANA MACHIRAJU,GEN,VISAKHAPATNAM,5602,10,IND,0,M,ANDHRA PRADESH,965740,965365,375,1515574,752037,763537,0.36962893266841473,5602,0.5800733116573819
28,VAMSI KIRAN B,GEN,VISAKHAPATNAM,2920,6,PPOI,0,M,ANDHRA PRADESH,965740,965365,375,1515574,752037,763537,0.19266627693533936,2920,0.30235881293101663
57,S V B REDDY,GEN,VISAKHAPATNAM,2358,9,IND,0,M,ANDHRA PRADESH,965740,965365,375,1515574,752037,763537,0.15558461678545554,2358,0.24416509619566343
67,MAMIDI SOMUNAIDU,GEN,VISAKHAPATNAM,2017,5,RJD,1,M,ANDHRA PRADESH,965740,965365,375,1515574,752037,763537,0.13315087221079275,2018,0.20895893304616148
63,APPARAO GUDIVADA,GEN,VISAKHAPATNAM,1809,7,IND,0,M,ANDHRA PRADESH,965740,965365,375,1515574,752037,763537,0.11936071745754413,1809,0.1873174974630853
52,MIDIYAM BABU RAO,ST,BHADRACHALAM (ST),372653,3,CPM,495,M,ANDHRA PRADESH,823415,822860,555,1193297,584519,608778,31.27033756055701,373148,45.31712441478477
38,SMT KPRK PHANEESWARAMMA,ST,BHADRACHALAM (ST),319284,2,TDP,58,F,ANDHRA PRADESH,823415,822860,555,1193297,584519,608778,26.761317593189286,319342,38.78263087264624
30,JANNI APPA RAO,ST,BHADRACHALAM (ST),71977,1,BSP,1,M,ANDHRA PRADESH,823415,822860,555,1193297,584519,608778,6.0318596292456945,71978,8.741400144520078
50,KETCHELA RANGA REDDI,ST,BHADRACHALAM (ST),38218,5,IND,1,M,ANDHRA PRADESH,823415,822860,555,1193297,584519,608778,3.2028070128392176,38219,4.641523411645403
25,MADAKAM BHEEMA RAJU,ST,BHADRACHALAM (ST),20728,4,MCPI(S),0,M,ANDHRA PRADESH,823415,822860,555,1193297,584519,608778,1.7370361276362885,20728,2.5173211564035145
58,CHALAPATHIRAO PAPPALA,GEN,ANAKAPALLI,385199,1,TDP,207,M,ANDHRA PRADESH,782106,781747,359,1023113,495523,527590,37.669934797036106,385406,49.27797510823341
57,NANDA GOPAL GANDHAM,GEN,ANAKAPALLI,369841,2,INC,151,M,ANDHRA PRADESH,782106,781747,359,1023113,495523,527590,36.16335634480258,369992,47.30714251009454
50,SADARAM APPALA RAJU,GEN,ANAKAPALLI,26707,3,BSP,1,M,ANDHRA PRADESH,782106,781747,359,1023113,495523,527590,2.6104643377613224,26708,3.41488238167205
41,MALLIPUDI MANGAPATI PALLAM RAJU,GEN,KAKINADA,410826,2,INC,156,M,ANDHRA PRADESH,832284,832052,232,1164984,577524,587460,35.27790939618055,410982,49.38001932032815
48,MUDRAGADA PADMANABHAM,GEN,KAKINADA,353654,3,TDP,76,M,ANDHRA PRADESH,832284,832052,232,1164984,577524,587460,30.36350713829546,353730,42.50111740703894
52,CHANDRAVATHI DWARAMPUDI,GEN,KAKINADA,30153,5,IND,0,F,ANDHRA PRADESH,832284,832052,232,1164984,577524,587460,2.588275890484333,30153,3.622921983361449
67,APPARAO PUAGALA,SC,KAKINADA,16373,1,BSP,0,M,ANDHRA PRADESH,832284,832052,232,1164984,577524,587460,1.4054270273239804,16373,1.9672371450130004
51,NAINALASETTI MURTHY,GEN,KAKINADA,9458,4,CPI(ML)(L),0,M,ANDHRA PRADESH,832284,832052,232,1164984,577524,587460,0.8118566435247179,9458,1.136390943476025
33,PUVVALA ANANDA RAO,SC,KAKINADA,8544,7,IND,0,M,ANDHRA PRADESH,832284,832052,232,1164984,577524,587460,0.7334006303949239,8544,1.026572660293842
39,CHAGANTI SURYANARAYANA MURTHY,GEN,KAKINADA,3044,6,IND,0,M,ANDHRA PRADESH,832284,832052,232,1164984,577524,587460,0.26129114219594435,3044,0.36574054048858323
49,ARUNA KUMAR VUNDAVALLI,GEN,RAJAHMUNDRY,413531,1,INC,396,M,ANDHRA PRADESH,816125,815493,632,1074223,530732,543491,38.532688277946015,413927,50.718578649103996
53,KANTIPUDI SARVARAYUDU,GEN,RAJAHMUNDRY,264942,2,BJP,165,M,ANDHRA PRADESH,816125,815493,632,1074223,530732,543491,24.678953997447458,265107,32.4836268953898
82,S B P B K SATYANARAYANA RAO,GEN,RAJAHMUNDRY,99601,6,IND,70,M,ANDHRA PRADESH,816125,815493,632,1074223,530732,543491,9.278427291167663,99671,12.212712513401748
46,GURRALA PARAMJYOTHI,SC,RAJAHMUNDRY,22597,3,IND,1,M,ANDHRA PRADESH,816125,815493,632,1074223,530732,543491,2.103660040792275,22598,2.7689385817123604
32,PATAMSETTI V V S V PRASAD (BABU),GEN,RAJAHMUNDRY,10192,5,IND,0,M,ANDHRA PRADESH,816125,815493,632,1074223,530732,543491,0.9487787917406348,10192,1.2488283044876705
29,DUGGIREDDY DHARMA REDDY,GEN,RAJAHMUNDRY,4630,4,IND,0,M,ANDHRA PRADESH,816125,815493,632,1074223,530732,543491,0.431009203861768,4630,0.5673150559044264
43,G V HARSHA KUMAR,SC,AMALAPURAM (SC),349233,3,INC,1113,M,ANDHRA PRADESH,704224,702715,1509,904207,446972,457235,38.74621629781676,350346,49.74922751851684
53,DUNNA JANARDHANA RAO,SC,AMALAPURAM (SC),308468,1,TDP,393,M,ANDHRA PRADESH,704224,702715,1509,904207,446972,457235,34.15821819561229,308861,43.85834620802472
59,MUNEESWARA RAO BHUPATI,SC,AMALAPURAM (SC),26698,4,IND,1,M,ANDHRA PRADESH,704224,702715,1509,904207,446972,457235,2.9527530753466853,26699,3.791265279229336
40,YALANGI RAMESH,SC,AMALAPURAM (SC),9550,5,IND,0,M,ANDHRA PRADESH,704224,702715,1509,904207,446972,457235,1.0561740840316434,9550,1.3561026037169992
59,D MURALIKRISHNA,SC,AMALAPURAM (SC),8766,2,BSP,2,M,ANDHRA PRADESH,704224,702715,1509,904207,446972,457235,0.9696894627004657,8768,1.2450583905121098
67,CHEGONDI VENKATA HARIRAMA JOGAIAH,GEN,NARASAPUR,401002,2,INC,1759,M,ANDHRA PRADESH,768537,765772,2765,996175,491586,504589,40.43074760960674,402761,52.406195147403444
64,UPPALAPATI VENKATAKRISHNAM RAJU,GEN,NARASAPUR,337348,1,BJP,1001,M,ANDHRA PRADESH,768537,765772,2765,996175,491586,504589,33.96481541897759,338349,44.02507621623943
39,ALLURI YUGANDHARA RAJU,GEN,NARASAPUR,27422,3,PPOI,5,M,ANDHRA PRADESH,768537,765772,2765,996175,491586,504589,2.753231108991894,27427,3.5687286363571302
60,KAVURU SAMBA SIVA RAO,GEN,ELURU,497721,1,INC,1470,M,ANDHRA PRADESH,896946,894854,2092,1151672,568841,582831,43.34489333768642,499191,55.65452100795366
77,BOLLA BULLI RAMAIAH,GEN,ELURU,375282,3,TDP,618,M,ANDHRA PRADESH,896946,894854,2092,1151672,568841,582831,32.639501524739686,375900,41.9088774575058
38,D S V KRISHNAJI,GEN,ELURU,8703,2,BSP,4,M,ANDHRA PRADESH,896946,894854,2092,1151672,568841,582831,0.7560312311144146,8707,0.9707384836991302
42,B N V SATYANARAYANA,GEN,ELURU,4776,4,TRS,0,M,ANDHRA PRADESH,896946,894854,2092,1151672,568841,582831,0.41470140803978905,4776,0.5324735268343914
44,S V SUBBARAO,GEN,ELURU,4736,7,IND,0,M,ANDHRA PRADESH,896946,894854,2092,1151672,568841,582831,0.4112281969171778,4736,0.5280139495577214
45,KODURI SRIRAMULU,GEN,ELURU,1904,5,IND,0,M,ANDHRA PRADESH,896946,894854,2092,1151672,568841,582831,0.16532484943629783,1904,0.21227587836948936
57,S V B REDDY,GEN,ELURU,1732,6,IND,0,M,ANDHRA PRADESH,896946,894854,2092,1151672,568841,582831,0.15039004160906927,1732,0.1930996960798086
61,BADIGA RAMAKRISHNA,GEN,MACHILIPATNAM,384956,2,INC,2171,M,ANDHRA PRADESH,755314,752413,2901,993370,488639,504731,38.971078248789475,387127,51.253783194803745
64,AMBATI BRAHMANAIAH,GEN,MACHILIPATNAM,336064,1,TDP,722,M,ANDHRA PRADESH,755314,752413,2901,993370,488639,504731,33.90337940545819,336786,44.58887297203547
46,YENDURI SUBRAHMANYESWARA RAO (MANI),GEN,MACHILIPATNAM,18476,6,IND,1,M,ANDHRA PRADESH,755314,752413,2901,993370,488639,504731,1.8600320122411589,18477,2.4462673801889014
32,ADAPALA SIVANNARAYANA,GEN,MACHILIPATNAM,6196,3,PPOI,5,M,ANDHRA PRADESH,755314,752413,2901,993370,488639,504731,0.6242387025982262,6201,0.8209830613493196
49,DODDA KAMESWARA RAO,GEN,MACHILIPATNAM,4295,5,IND,2,M,ANDHRA PRADESH,755314,752413,2901,993370,488639,504731,0.4325679253450376,4297,0.5689024697013428
42,B S RAO,GEN,MACHILIPATNAM,2426,4,TRS,0,M,ANDHRA PRADESH,755314,752413,2901,993370,488639,504731,0.2442191731177708,2426,0.32119092192121423
40,RAJAGOPAL LAGADAPATI,GEN,VIJAYAWADA,518396,3,INC,1228,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,35.47752135824292,519624,54.954682459943946
53,ASWINI DUTT CHALASANI,GEN,VIJAYAWADA,404490,1,TDP,547,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,27.654051426374913,405037,42.836127121780976
51,NANDETI PRABHAKAR RAO,SC,VIJAYAWADA,6468,2,BSP,4,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,0.44187820083473467,6472,0.6844693564592036
51,KONERU VARA LAKSHMI,GEN,VIJAYAWADA,5102,4,PPOI,3,F,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,0.348545768736298,5105,0.5398974142033737
41,SOMESWARA RAO MADALA,GEN,VIJAYAWADA,3039,13,IND,0,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,0.20748885233880698,3039,0.32140024324467237
60,SYED MOINUDDIN,GEN,VIJAYAWADA,1442,12,IND,1,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,0.09852136029118082,1443,0.1526095923007773
36,RAMACHANDRA RAO J,GEN,VIJAYAWADA,1268,5,TRS,0,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,0.08657317037367794,1268,0.13410184548675375
36,DOMAKONDA RAVI KUMAR,SC,VIJAYAWADA,1005,11,IND,0,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,0.06861674781194504,1005,0.10628734598910689
37,JAKKA TARAKA MALLIKARJUNA RAO,GEN,VIJAYAWADA,637,9,IND,0,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,0.043491411299710445,637,0.06736819840304584
60,APPARAO DAMALAPATI,GEN,VIJAYAWADA,549,6,IND,0,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,0.03748317865548043,549,0.05806144571942255
41,GATLA VENKATA NARAYANA REDDY,GEN,VIJAYAWADA,493,7,IND,0,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,0.03365975788187951,493,0.052138966738935005
41,DONEPUDI SRINIVAS,GEN,VIJAYAWADA,482,10,IND,0,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,0.03290872880135076,482,0.05097562265348211
42,GOTTUMUKKALA SIVA PRASADARAJU,GEN,VIJAYAWADA,396,8,IND,0,M,ANDHRA PRADESH,945550,943767,1783,1464657,732558,732099,0.027037046899035064,396,0.041880387076304794
36,BALASHOWRY VALLABHANENI,GEN,TENALI,365212,3,INC,1631,M,ANDHRA PRADESH,673462,671316,2146,880148,433606,446542,41.679694778605416,366843,54.471224805556965
67,UMMAREDDY VENKATESWARLU,GEN,TENALI,287775,1,TDP,512,M,ANDHRA PRADESH,673462,671316,2146,880148,433606,446542,32.75437767284593,288287,42.80672109191016
44,DILIP RAAJA DONEPUDI,SC,TENALI,5692,2,BSP,2,M,ANDHRA PRADESH,673462,671316,2146,880148,433606,446542,0.6469366515631462,5694,0.8454820019540821
62,VENKATESWARLU PALLA,GEN,TENALI,5679,7,IND,0,M,ANDHRA PRADESH,673462,671316,2146,880148,433606,446542,0.6452323927339493,5679,0.8432547047940344
42,NARASIMHA REDDY TERA,GEN,TENALI,4183,4,TRS,0,M,ANDHRA PRADESH,673462,671316,2146,880148,433606,446542,0.4752609788353777,4183,0.621118934698617
53,DUGGIRALA RAJA RAMKUMAR,GEN,TENALI,1622,5,IND,1,M,ANDHRA PRADESH,673462,671316,2146,880148,433606,446542,0.18440080531910544,1623,0.24099355271715406
75,MANDALI SUBRAHMANYAM,GEN,TENALI,1153,6,IND,0,M,ANDHRA PRADESH,673462,671316,2146,880148,433606,446542,0.1310006953376023,1153,0.17120490836899485
60,RAYAPATI SAMBASIVA RAO,GEN,GUNTUR,465276,2,INC,945,M,ANDHRA PRADESH,821478,820124,1354,1172954,578860,594094,39.747594534824046,466221,56.753924024745636
71,Y V RAO,GEN,GUNTUR,336023,3,TDP,406,M,ANDHRA PRADESH,821478,820124,1354,1172954,578860,594094,28.682198960914068,336429,40.954109544017
39,JUPALLI HANUMANTHA RAO GOUD,GEN,GUNTUR,9373,1,BSP,2,M,ANDHRA PRADESH,821478,820124,1354,1172954,578860,594094,0.7992640802623121,9375,1.1412356752098047
38,VENKATESWARLU GUNDI,GEN,GUNTUR,5444,4,TRS,0,M,ANDHRA PRADESH,821478,820124,1354,1172954,578860,594094,0.46412732298112286,5444,0.6627079483564988
72,MUVVA VENKAT RAO,GEN,GUNTUR,4008,5,IND,1,M,ANDHRA PRADESH,821478,820124,1354,1172954,578860,594094,0.3417866344289716,4009,0.48802280767105144
44,DAGGUBATI PURANDARESWARI,GEN,BAPATLA,409731,1,INC,1368,F,ANDHRA PRADESH,735462,733677,1785,948929,467315,481614,43.32241927478241,411099,55.89670166507583
67,DAGGUBATI RAMANAIDU,GEN,BAPATLA,316602,2,TDP,415,M,ANDHRA PRADESH,735462,733677,1785,948929,467315,481614,33.40787350792314,317017,43.104470387321165
28,CHELLAMALLA VENKATA REDDY,GEN,BAPATLA,3753,3,TRS,0,M,ANDHRA PRADESH,735462,733677,1785,948929,467315,481614,0.39549850410304666,3753,0.5102914902469469
40,PRATHIPATI SRINIVASU,GEN,BAPATLA,2159,5,IND,0,M,ANDHRA PRADESH,735462,733677,1785,948929,467315,481614,0.2275196563704977,2159,0.2935569750714517
48,INAGANTI APPARAO,GEN,BAPATLA,1432,4,IND,2,M,ANDHRA PRADESH,735462,733677,1785,948929,467315,481614,0.15111773378197949,1434,0.19497948228460477
59,MEKAPATI RAJAMOHAN REDDY,GEN,NARASARAOPET,480034,2,INC,1276,M,ANDHRA PRADESH,899784,897889,1895,1255040,622562,632478,38.35017210606833,481310,53.49172690334569
74,MADDI LAKSHMAIAH,GEN,NARASARAOPET,394439,1,TDP,616,M,ANDHRA PRADESH,899784,897889,1895,1255040,622562,632478,31.477482789393168,395055,43.90553732895895
42,PULIMAMIDI NARSIMHA REDDY,GEN,NARASARAOPET,9621,3,TRS,1,M,ANDHRA PRADESH,899784,897889,1895,1255040,622562,632478,0.7666687914329424,9622,1.0693677593733608
59,GONTU VENKATESWARA REDDY,GEN,NARASARAOPET,8277,4,IND,1,M,ANDHRA PRADESH,899784,897889,1895,1255040,622562,632478,0.6595805711371749,8278,0.9199985774363625
42,PULIMI VENKATARAMI REDDY,GEN,NARASARAOPET,5518,5,IND,1,M,ANDHRA PRADESH,899784,897889,1895,1255040,622562,632478,0.43974694033656303,5519,0.6133694308856348
49,SREENIVASULU REDDY MAGUNTA,GEN,ONGOLE,444257,2,INC,2327,M,ANDHRA PRADESH,799109,795545,3564,1063995,522994,541001,41.97237768974478,446584,55.885242188487425
47,BATHULA VIJAYA BHARATHI,GEN,ONGOLE,339326,1,TDP,1237,F,ANDHRA PRADESH,799109,795545,3564,1063995,522994,541001,32.007951165184046,340563,42.61784061999052
57,ALLA RAMA CHANDRA REDDY,GEN,ONGOLE,4741,3,IND,0,M,ANDHRA PRADESH,799109,795545,3564,1063995,522994,541001,0.4455848006804543,4741,0.5932857720285969
33,SATISH KUMAR,GEN,ONGOLE,2463,9,IND,0,M,ANDHRA PRADESH,799109,795545,3564,1063995,522994,541001,0.23148605021640142,2463,0.30821827810724195
32,RAMA RAO DAGGUPATI,GEN,ONGOLE,1041,7,IND,0,M,ANDHRA PRADESH,799109,795545,3564,1063995,522994,541001,0.09783880563348513,1041,0.1302700883108562
35,NALAMALAPU LAKSHMI NARASA REDDY,GEN,ONGOLE,986,5,IND,0,M,ANDHRA PRADESH,799109,795545,3564,1063995,522994,541001,0.09266960840981396,986,0.12338742274207899
27,VENU BABU NAIDU KAVURI,GEN,ONGOLE,982,8,IND,0,M,ANDHRA PRADESH,799109,795545,3564,1063995,522994,541001,0.09229366679354696,982,0.12288686524616792
42,GUDIPUDI NARASIMHA RAO,GEN,ONGOLE,896,4,IND,0,M,ANDHRA PRADESH,799109,795545,3564,1063995,522994,541001,0.08421092204380659,896,0.11212487908407989
47,BOYALLA RANGANAYAKULU,GEN,ONGOLE,853,6,IND,0,M,ANDHRA PRADESH,799109,795545,3564,1063995,522994,541001,0.08016954966893641,853,0.10674388600303587
46,PANABAKA LAKSHMI,SC,NELLORE (SC),448295,1,INC,1834,F,ANDHRA PRADESH,836502,833825,2677,1153181,568779,584402,39.03368161632909,450129,53.810869549624506
65,BALAKONDAIAH KARUPOTALA,SC,NELLORE (SC),321078,2,BJP,827,M,ANDHRA PRADESH,836502,833825,2677,1153181,568779,584402,27.91452512658464,321905,38.48227499754932
62,MALAKONDAIAH Y,SC,NELLORE (SC),36084,5,SP,1,M,ANDHRA PRADESH,836502,833825,2677,1153181,568779,584402,3.1291705291710494,36085,4.313797217460329
37,MARLAPATI VEMAIAH,SC,NELLORE (SC),9393,3,BSP,2,M,ANDHRA PRADESH,836502,833825,2677,1153181,568779,584402,0.8147029824459473,9395,1.1231294127210694
53,VENKATA RAM RAVINUTHALA,SC,NELLORE (SC),5981,9,IND,2,M,ANDHRA PRADESH,836502,833825,2677,1153181,568779,584402,0.5188257524187443,5983,0.7152403700170472
43,DAVA PENCHALA RAO,SC,NELLORE (SC),3875,7,IND,9,M,ANDHRA PRADESH,836502,833825,2677,1153181,568779,584402,0.33680749162533896,3884,0.46431449058101476
54,MANGALAPURI VENKATESWARLU,SC,NELLORE (SC),3419,4,BRPP,2,M,ANDHRA PRADESH,836502,833825,2677,1153181,568779,584402,0.2966576799305573,3421,0.40896495166777846
40,OURUVURU KRISHNAIAH,SC,NELLORE (SC),3415,6,IND,0,M,ANDHRA PRADESH,836502,833825,2677,1153181,568779,584402,0.2961373799949878,3415,0.4082476790252743
32,MADDELA BRAHMANAIDU,SC,NELLORE (SC),2285,8,IND,0,M,ANDHRA PRADESH,836502,833825,2677,1153181,568779,584402,0.19814755879606064,2285,0.27316133135366083
49,CHINTA MOHAN,SC,TIRUPATHI (SC),509966,1,INC,995,M,ANDHRA PRADESH,850787,848995,1792,1215573,597413,618160,42.03457957687445,510961,60.05745268792306
73,DR N VENKATA SWAMY,SC,TIRUPATHI (SC),310841,2,BJP,792,M,ANDHRA PRADESH,850787,848995,1792,1215573,597413,618160,25.636716182409447,311633,36.62879193029513
27,K ESWAR RAO,SC,TIRUPATHI (SC),16508,3,TRS,0,M,ANDHRA PRADESH,850787,848995,1792,1215573,597413,618160,1.358042667943431,16508,1.9403211379581495
35,KATTAMANCHI PRABHAKAR,SC,TIRUPATHI (SC),11680,4,IND,5,M,ANDHRA PRADESH,850787,848995,1792,1215573,597413,618160,0.9612750529996964,11685,1.3734342438236598
63,D K AUDIKESAVULU,GEN,CHITTOOR,453486,1,TDP,642,M,ANDHRA PRADESH,875992,874438,1554,1170325,577837,592488,38.80358020208062,454128,51.84156932940027
63,DR RAVURI VENKATA SWAMY,GEN,CHITTOOR,391085,2,INC,905,M,ANDHRA PRADESH,875992,874438,1554,1170325,577837,592488,33.49411488261808,391990,44.74812555365803
31,S SAHADEVA REDDY,GEN,CHITTOOR,10430,6,IND,1,M,ANDHRA PRADESH,875992,874438,1554,1170325,577837,592488,0.8912908807382565,10431,1.1907642992173446
42,A MALLA RAO,GEN,CHITTOOR,10257,3,TRS,1,M,ANDHRA PRADESH,875992,874438,1554,1170325,577837,592488,0.876508662123769,10258,1.1710152604133373
46,D A NAGARAJU,GEN,CHITTOOR,5527,4,IND,5,M,ANDHRA PRADESH,875992,874438,1554,1170325,577837,592488,0.4726892102621067,5532,0.6315126165535758
50,SHAIK JEELANI BASHA,GEN,CHITTOOR,3653,5,IND,0,M,ANDHRA PRADESH,875992,874438,1554,1170325,577837,592488,0.3121355179116912,3653,0.4170129407574498
59,ANNAYYAGARI SAI PRATHAP,GEN,RAJAMPET,368290,1,INC,1507,M,ANDHRA PRADESH,691329,688887,2442,991369,487417,503952,37.30165054586133,369797,53.4907402987579
42,GUNIPATI RAMAIAH,GEN,RAJAMPET,290781,2,TDP,931,M,ANDHRA PRADESH,691329,688887,2442,991369,487417,503952,29.42516863044941,291712,42.195828614162
76,HAJI MD AZAM SHAIK,GEN,RAJAMPET,11916,5,IND,3,M,ANDHRA PRADESH,691329,688887,2442,991369,487417,503952,1.2022768515053426,11919,1.724070594463707
47,ASHOKA RAO PEECHARA,GEN,RAJAMPET,11247,3,TRS,0,M,ANDHRA PRADESH,691329,688887,2442,991369,487417,503952,1.1344917987147067,11247,1.6268665136280989
43,MUKKA NARASIMHA REDDY,GEN,RAJAMPET,6653,4,JP,1,M,ANDHRA PRADESH,691329,688887,2442,991369,487417,503952,0.6711930673644223,6654,0.9624939789882966
51,Y S VIVEKANANDA REDDY,GEN,CUDDAPAH,458111,1,INC,3320,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,40.35233776852747,461431,56.32695760869433
55,VENKATA MYSURA REDDY MULE,GEN,CUDDAPAH,327930,2,TDP,1827,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,28.83739030437121,329757,40.25349090150036
39,T BHASKAR REDDY,GEN,CUDDAPAH,10250,14,IND,0,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,0.8963668720294183,10250,1.2512191757578421
38,INDI REDDY THIMMA REDDY,GEN,CUDDAPAH,5240,3,RJD,2,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,0.4584151359198254,5242,0.6398917970070838
64,VITTA SUBBA RAO,GEN,CUDDAPAH,3931,15,IND,1,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,0.3438550771531388,3932,0.4799798828370571
34,KONDABOINA SREENIVASULU K,GEN,CUDDAPAH,1757,4,PPOI,2,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,0.15382530028290214,1759,0.21472141757639457
39,C BALAVARADA REDDY,GEN,CUDDAPAH,1115,13,IND,0,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,0.09750722559149283,1115,0.1361082322897555
42,B NARAYANA REDDY,GEN,CUDDAPAH,902,5,RPI,1,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,0.07896773516512827,903,0.11022935763017867
35,PUTHA RAMAPRASADA REDDY,GEN,CUDDAPAH,825,7,ANC,0,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,0.07214660189505075,825,0.10070788487807023
37,SIVANATHA REDDY CHADIPIRALLA,GEN,CUDDAPAH,759,10,NTRTDP(LP),0,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,0.06637487374344668,759,0.09265125408782461
28,C GOPI NARASIMHA REDDY,GEN,CUDDAPAH,745,12,IND,1,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,0.06523801819843376,746,0.09106434196247319
53,G RAVINDRANATHA REDDY,GEN,CUDDAPAH,731,9,JP,0,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,0.06392626180034193,731,0.08923328951014464
53,O SUBBA REDDY,GEN,CUDDAPAH,649,11,ABJS,0,M,ANDHRA PRADESH,819201,814047,5154,1143505,560870,582635,0.05675532682410658,649,0.07922353610408191
