%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.68,KADAM RAJENDRA GANPATI,LATUR,4,IND,M,MAHARASHTRA,5103,794945,753109,1097040,72.46
0.42,JAGTAP ACHYUT GANPATRAO,LATUR,5,IND,M,MAHARASHTRA,3164,794945,753109,1097040,72.46
0.12,DNYOSHO ALIAS KONDEKAR VIJAYPRAKASH ANANT,LATUR,6,IND,M,MAHARASHTRA,890,794945,753109,1097040,72.46
39.82,KAMBLE SHIVAJI VITHALRAO,OSMANABAD (SC),1,SHS,M,MAHARASHTRA,252135,667062,633187,936324,71.24
30.49,DEOKULE KANIFNATH,OSMANABAD (SC),2,NCP,M,MAHARASHTRA,193062,667062,633187,936324,71.24
26.38,ARVIND KAMBLE,OSMANABAD (SC),3,INC,M,MAHARASHTRA,167005,667062,633187,936324,71.24
2.47,VITHAL KUNDLIK RAUT,OSMANABAD (SC),4,IND,M,MAHARASHTRA,15670,667062,633187,936324,71.24
0.84,SANJAYKUMAR BHAGWAT WAGHMARE,OSMANABAD (SC),5,BSP,M,MAHARASHTRA,5315,667062,633187,936324,71.24
47.49,SHINDE SUSHILKUMAR SAMBHAJIRAO,SHOLAPUR,1,INC,M,MAHARASHTRA,286578,630769,603446,1026006,61.48
34.73,VALYAL LINGRAJ BALIRAYYA,SHOLAPUR,2,BJP,M,MAHARASHTRA,209583,630769,603446,1026006,61.48
17.04,ABDULPURKAR ARALAPPA GANGAPPA,SHOLAPUR,3,NCP,M,MAHARASHTRA,102803,630769,603446,1026006,61.48
0.55,SARVADE RAHUL VITTHALRAO,SHOLAPUR,4,BSP,M,MAHARASHTRA,3290,630769,603446,1026006,61.48
0.2,ADAKI BABU VASANTRAO,SHOLAPUR,5,IND,M,MAHARASHTRA,1192,630769,603446,1026006,61.48
52.91,ATHAWALE RAMDAS BANDU,PANDHARPUR (SC),1,IND,M,MAHARASHTRA,413115,827541,780810,1106361,74.8
19.67,KSHIRSAGAR NAGNATH DATTATRAY,PANDHARPUR (SC),2,BJP,M,MAHARASHTRA,153610,827541,780810,1106361,74.8
14.33,THORAT SANDIPAN BHAGWAN,PANDHARPUR (SC),3,INC,M,MAHARASHTRA,111903,827541,780810,1106361,74.8
12.71,GHODAKE DAGADU PANDHARINATH,PANDHARPUR (SC),4,IND,M,MAHARASHTRA,99242,827541,780810,1106361,74.8
0.38,DR PRITISH SHIVAJIRAO JALGAONKAR,PANDHARPUR (SC),5,BSP,M,MAHARASHTRA,2940,827541,780810,1106361,74.8
38.05,DILIPKUMAR MANSUKHLAL GANDHI,AHMEDNAGAR,1,BJP,M,MAHARASHTRA,278508,775866,731858,1147112,67.64
34.17,MARUTI DEORAM ALIAS DADA PATIL SHELKE,AHMEDNAGAR,2,NCP,M,MAHARASHTRA,250051,775866,731858,1147112,67.64
25.91,BHOS BABASAHEB SAHADU,AHMEDNAGAR,3,INC,M,MAHARASHTRA,189589,775866,731858,1147112,67.64
1.38,DR SHAIKH UMAR ABDUL LATIF,AHMEDNAGAR,4,IND,M,MAHARASHTRA,10131,775866,731858,1147112,67.64
0.49,VITHODA HIRAJI JADHAV,AHMEDNAGAR,5,MRC,M,MAHARASHTRA,3579,775866,731858,1147112,67.64
38.82,E V ALIAS BALASAHEB VIKHE PATIL,KOPARGAON,1,SHS,M,MAHARASHTRA,253498,688637,652938,952408,72.3
31.56,SOLICITOR GULABRAO SAKHARAM SHELKE,KOPARGAON,2,NCP,M,MAHARASHTRA,206083,688637,652938,952408,72.3
27.21,ADIK GOVINDRAO WAMANRAO,KOPARGAON,3,INC,M,MAHARASHTRA,177643,688637,652938,952408,72.3
1.63,DR GUNJAL RADHESHAM SHIVRAM,KOPARGAON,4,CPI,M,MAHARASHTRA,10651,688637,652938,952408,72.3
0.6,PATIL BAHUSAHEB SHANKAR,KOPARGAON,5,IND,M,MAHARASHTRA,3895,688637,652938,952408,72.3
0.18,SURESH NANASAHEB SADAPHAL,KOPARGAON,6,IND,M,MAHARASHTRA,1168,688637,652938,952408,72.3
43.01,ASHOK NAMDEORAO MOHOL,KHED,1,NCP,M,MAHARASHTRA,284476,690884,661353,1070409,64.54
34.39,BANKHELE KISANRAO BABURAO,KHED,2,SHS,M,MAHARASHTRA,227458,690884,661353,1070409,64.54
20.89,KANDAGE RAM JANARDAN,KHED,3,INC,M,MAHARASHTRA,138151,690884,661353,1070409,64.54
1.44,GAWALI ARUN GULAB,KHED,4,ABHS,M,MAHARASHTRA,9520,690884,661353,1070409,64.54
0.26,DONGARE PRAKASH DADABHAU,KHED,5,IND,M,MAHARASHTRA,1748,690884,661353,1070409,64.54
41.62,PRADEEP RAWAT,PUNE,1,BJP,M,MAHARASHTRA,304955,749454,732654,1435101,52.22
29.16,JOSHI MOHAN,PUNE,2,INC,M,MAHARASHTRA,213670,749454,732654,1435101,52.22
27.13,TUPE VITHAL BABURAO,PUNE,3,NCP,M,MAHARASHTRA,198738,749454,732654,1435101,52.22
0.6,L D BHOSALE,PUNE,4,IND,M,MAHARASHTRA,4399,749454,732654,1435101,52.22
0.52,PROFESSOR RAM KODRE,PUNE,5,BSP,M,MAHARASHTRA,3836,749454,732654,1435101,52.22
0.26,COLONEL JAYANTRAO CHITALE,PUNE,6,IND,M,MAHARASHTRA,1925,749454,732654,1435101,52.22
0.19,TAMBOLI SHABBIR SAJJANBHAI,PUNE,7,IND,M,MAHARASHTRA,1423,749454,732654,1435101,52.22
0.17,ISHWAR SAMBHAYYA KAMTAM,PUNE,8,IND,M,MAHARASHTRA,1277,749454,732654,1435101,52.22
0.11,YASHWANTRAO CHAVAN,PUNE,9,IND,M,MAHARASHTRA,825,749454,732654,1435101,52.22
0.06,ADVOCATE SUBHASH NARHAR GODSE,PUNE,10,IND,M,MAHARASHTRA,450,749454,732654,1435101,52.22
0.05,ASHOK GANPAT PALKHE ALIAS SUTAR,PUNE,11,IND,M,MAHARASHTRA,349,749454,732654,1435101,52.22
0.04,P K CHAVAN,PUNE,12,IND,M,MAHARASHTRA,320,749454,732654,1435101,52.22
0.04,SHANKARRAO RAMCHANDRA JAGDALE,PUNE,13,IND,M,MAHARASHTRA,268,749454,732654,1435101,52.22
0.03,SUBODH LAXMAN YADAV,PUNE,14,IND,M,MAHARASHTRA,219,749454,732654,1435101,52.22
57.79,PAWAR SHARADCHANDRA GOVINDRAO,BARAMATI,1,NCP,M,MAHARASHTRA,510928,923036,884108,1462248,63.12
23.98,DR PRATIBHA LOKHANDE,BARAMATI,2,BJP,F,MAHARASHTRA,212025,923036,884108,1462248,63.12
16.59,PROF RAMKRISHNA MORE,BARAMATI,3,INC,M,MAHARASHTRA,146641,923036,884108,1462248,63.12
1.64,HIRA MOHAN PALANDE,BARAMATI,4,ABHS,F,MAHARASHTRA,14514,923036,884108,1462248,63.12
46.82,LAXMANRAO PANDURANG JADHAV PATIL,SATARA,1,NCP,M,MAHARASHTRA,313325,703027,669261,984469,71.41
28.17,HINDURAO N NAIK NIMBALKAR,SATARA,2,SHS,M,MAHARASHTRA,188554,703027,669261,984469,71.41
23.9,KHARDEKAR NIMBALKAR YASHWANTRAO APPASAHEB,SATARA,3,INC,M,MAHARASHTRA,159953,703027,669261,984469,71.41
0.53,ADV JADHAV LAXMAN WAMAN,SATARA,4,MPKP,M,MAHARASHTRA,3571,703027,669261,984469,71.41
0.38,JADHAV LAXMAN SOPAN,SATARA,5,IND,M,MAHARASHTRA,2535,703027,669261,984469,71.41
0.2,SANGITA JAGDISH GAIKWAD,SATARA,6,IND,F,MAHARASHTRA,1323,703027,669261,984469,71.41
47.76,SHRINIWAS DADASAHEB PATIL (MARULKAR),KARAD,1,NCP,M,MAHARASHTRA,350504,760075,733926,1034700,73.46
31.0,CHAVAN PRITHVIRAJ DAJISAHEB,KARAD,2,INC,M,MAHARASHTRA,227543,760075,733926,1034700,73.46
20.6,MANUKUMARE VASANT DNYANDEV,KARAD,3,SHS,M,MAHARASHTRA,151178,760075,733926,1034700,73.46
0.64,PATIL SHRINIWAS BABURAO,KARAD,4,IND,M,MAHARASHTRA,4701,760075,733926,1034700,73.46
53.96,PRAKASH (BAPU) VASANTRAO PATIL,SANGLI,1,INC,M,MAHARASHTRA,381162,735459,706357,1031607,71.29
31.23,PATIL MADAN VISHWANATH,SANGLI,2,NCP,M,MAHARASHTRA,220602,735459,706357,1031607,71.29
13.77,DANGE RAJENDRA ALIAS CHIMAN RAMCHANDRA,SANGLI,3,BJP,M,MAHARASHTRA,97273,735459,706357,1031607,71.29
1.04,GANPATI TUKARAM KAMBLE (G T),SANGLI,4,IND,M,MAHARASHTRA,7320,735459,706357,1031607,71.29
43.37,MANE NIVEDITA SAMBHAJIRAO,ICHALKARANJI,1,NCP,F,MAHARASHTRA,337657,810963,778613,1116659,72.62
41.72,AWADE KALLAPPA BABURAO,ICHALKARANJI,2,INC,M,MAHARASHTRA,324845,810963,778613,1116659,72.62
12.93,BHAU ALIAS PUNDLIK KRISHNA JADHAV,ICHALKARANJI,3,SHS,M,MAHARASHTRA,100697,810963,778613,1116659,72.62
0.88,AITAWADE VIDYASAGAR DEVAPPA,ICHALKARANJI,4,IND,M,MAHARASHTRA,6882,810963,778613,1116659,72.62
0.84,SUNITA ARVIND MANE,ICHALKARANJI,5,IND,F,MAHARASHTRA,6503,810963,778613,1116659,72.62
0.26,MALI VASANT APPASO,ICHALKARANJI,6,IND,M,MAHARASHTRA,2029,810963,778613,1116659,72.62
46.33,MANDLIK SADASHIVRAO DADOBA,KOLHAPUR,1,NCP,M,MAHARASHTRA,346459,775000,747874,1071598,72.32
31.76,UDAYSINGRAO GAIKWAD,KOLHAPUR,2,INC,M,MAHARASHTRA,237549,775000,747874,1071598,72.32
21.91,MAJOR GENERAL SHIVAJIRAO SHRIPATI PATIL,KOLHAPUR,3,SHS,M,MAHARASHTRA,163866,775000,747874,1071598,72.32
34.65,TH. CHAOBA,INNER MANIPUR,1,MSCP,M,MANIPUR,153387,446627,442686,657928,67.88
32.8,KHAIDEM MANI,INNER MANIPUR,2,MPP,M,MANIPUR,145192,446627,442686,657928,67.88
30.34,DR. NIMAI CHAND LUWANG,INNER MANIPUR,3,INC,M,MANIPUR,134297,446627,442686,657928,67.88
1.89,LAISHRAM SAROJINI,INNER MANIPUR,4,FPM,F,MANIPUR,8350,446627,442686,657928,67.88
0.13,WANGKHEIRAKPAM PRIYOKUMAR,INNER MANIPUR,5,IND,M,MANIPUR,594,446627,442686,657928,67.88
0.12,KH. SALAIKHOMBA,INNER MANIPUR,6,AJBP,M,MANIPUR,527,446627,442686,657928,67.88
0.08,WAREPPAM KULLACHANDRA,INNER MANIPUR,7,IND,M,MANIPUR,339,446627,442686,657928,67.88
26.73,HOLKHOMANG,OUTER MANIPUR (ST),1,NCP,M,MANIPUR,120559,454615,450962,714411,63.63
20.35,R. K. THEKO,OUTER MANIPUR (ST),2,INC,M,MANIPUR,91750,454615,450962,714411,63.63
15.31,SOSO LORHO,OUTER MANIPUR (ST),3,MSCP,M,MANIPUR,69030,454615,450962,714411,63.63
12.79,THANG KHAN GIN,OUTER MANIPUR (ST),4,IND,M,MANIPUR,57679,454615,450962,714411,63.63
7.84,DOCTOR T.S. GANGTE,OUTER MANIPUR (ST),5,CPI,M,MANIPUR,35337,454615,450962,714411,63.63
6.32,KIM GANGTE,OUTER MANIPUR (ST),6,JD(U),F,MANIPUR,28507,454615,450962,714411,63.63
4.81,GAIDON KAMEI,OUTER MANIPUR (ST),7,FPM,M,MANIPUR,21689,454615,450962,714411,63.63
3.47,SELKAI HRANGCHAL,OUTER MANIPUR (ST),8,RJD,M,MANIPUR,15645,454615,450962,714411,63.63
2.02,MEIJINLUNG KAMSON,OUTER MANIPUR (ST),9,BJP,M,MANIPUR,9110,454615,450962,714411,63.63
0.22,THANGKHANPAU,OUTER MANIPUR (ST),10,AJBP,M,MANIPUR,1013,454615,450962,714411,63.63
0.14,DR. ASHIKHO DAILI MAO,OUTER MANIPUR (ST),11,IND,M,MANIPUR,643,454615,450962,714411,63.63
39.75,PATY RIPPLE KYNDIAH,SHILLONG,1,INC,M,MEGHALAYA,145020,369010,364856,724389,50.94
29.38,STANLINGTON D. KHONGWIR,SHILLONG,2,UDP,M,MEGHALAYA,107197,369010,364856,724389,50.94
11.05,HOPINGSTONE LYNGDOH,SHILLONG,3,HPDP,M,MEGHALAYA,40301,369010,364856,724389,50.94
9.09,SOUNDER S. CAJEE,SHILLONG,4,PDM,M,MEGHALAYA,33164,369010,364856,724389,50.94
8.73,THRANG HOK RANGAD,SHILLONG,5,BJP,M,MEGHALAYA,31859,369010,364856,724389,50.94
1.27,DAMIAN SAIOO,SHILLONG,6,IND,M,MEGHALAYA,4619,369010,364856,724389,50.94
0.47,DALINGTON DYMPEP,SHILLONG,7,CPI,M,MEGHALAYA,1719,369010,364856,724389,50.94
0.16,KHLUR SINGH LYNGDOH,SHILLONG,8,AJBP,M,MEGHALAYA,586,369010,364856,724389,50.94
0.11,MATTHEW A. LANONG,SHILLONG,9,IND,M,MEGHALAYA,391,369010,364856,724389,50.94
63.18,PURNO AGITOK SANGMA,TURA,1,NCP,M,MEGHALAYA,182883,292647,289474,453861,64.48
23.94,ATUL C MARAK,TURA,2,INC,M,MEGHALAYA,69304,292647,289474,453861,64.48
10.36,MONENDRO AGITOK,TURA,3,BJP,M,MEGHALAYA,29990,292647,289474,453861,64.48
1.58,CLIFFORD MARAK,TURA,4,GNC,M,MEGHALAYA,4561,292647,289474,453861,64.48
0.95,ROBIN REMA,TURA,5,CPI,M,MEGHALAYA,2736,292647,289474,453861,64.48
58.8,VANLALZAWMA,MIZORAM (ST),1,IND,M,MIZORAM,171557,293513,291786,449406,65.31
35.26,ROKAMLOVA,MIZORAM (ST),2,IND,M,MIZORAM,102898,293513,291786,449406,65.31
2.89,MYLAI HLYCHHO,MIZORAM (ST),3,MDF,M,MIZORAM,8444,293513,291786,449406,65.31
1.54,RUALPAWLA,MIZORAM (ST),4,IND,M,MIZORAM,4508,293513,291786,449406,65.31
0.73,LALLIANZUALA,MIZORAM (ST),5,RJD,M,MIZORAM,2132,293513,291786,449406,65.31
0.54,P.SAIDINGA,MIZORAM (ST),6,EU,M,MIZORAM,1578,293513,291786,449406,65.31
0.23,LALLAWMSANGA,MIZORAM (ST),7,LS,M,MIZORAM,669,293513,291786,449406,65.31
71.18,K. ASUNGBA SANGTAM,NAGALAND,1,INC,M,NAGALAND,516119,728843,725045,955914,76.25
22.42,SHURHOZELIE,NAGALAND,2,IND,M,NAGALAND,162521,728843,725045,955914,76.25
5.12,NEIKHAHO,NAGALAND,3,BJP,M,NAGALAND,37156,728843,725045,955914,76.25
0.79,AKHEI ACHUMI,NAGALAND,4,LS,M,NAGALAND,5763,728843,725045,955914,76.25
0.48,ROLAND,NAGALAND,5,IND,M,NAGALAND,3486,728843,725045,955914,76.25
52.97,SALKHAN MURMU,MAYURBHANJ (ST),1,BJP,M,ORISSA,300902,577766,568018,964354,59.91
26.9,KAMALA TIRIA,MAYURBHANJ (ST),2,INC,F,ORISSA,152820,577766,568018,964354,59.91
16.33,BHADAV HANSDAH,MAYURBHANJ (ST),3,JMM,M,ORISSA,92729,577766,568018,964354,59.91
1.75,SANKHA MAJHI,MAYURBHANJ (ST),4,IND,M,ORISSA,9943,577766,568018,964354,59.91
1.32,KHELARAM MAHALI,MAYURBHANJ (ST),5,IND,M,ORISSA,7509,577766,568018,964354,59.91
0.72,LAXMISWAR TAMUDIA ALIAS NAG,MAYURBHANJ (ST),6,NCP,M,ORISSA,4115,577766,568018,964354,59.91
55.68,MAHAMEGHABAHAN AIRA KHARABELA SWAIN,BALASORE,1,BJP,M,ORISSA,428070,775874,768769,1242578,62.44
37.94,SUBHANKAR MOHAPATRA,BALASORE,2,INC,M,ORISSA,291698,775874,768769,1242578,62.44
3.46,SAMBHUNATH MOHANTY,BALASORE,3,CPI,M,ORISSA,26586,775874,768769,1242578,62.44
1.93,TAPAS KUMAR RATHA,BALASORE,4,JMM,M,ORISSA,14813,775874,768769,1242578,62.44
0.38,CHAITANYA PRASAD SAHU,BALASORE,5,JP,M,ORISSA,2901,775874,768769,1242578,62.44
0.35,GOPAL KHANDELWAL,BALASORE,6,NCP,M,ORISSA,2729,775874,768769,1242578,62.44
0.14,JAGANNATH PATRA,BALASORE,7,IND,M,ORISSA,1109,775874,768769,1242578,62.44
0.11,NIRANJAN JENA,BALASORE,8,BRPP,M,ORISSA,863,775874,768769,1242578,62.44
58.52,ARJUN CHARAN SETHI,BHADRAK (SC),1,BJD,M,ORISSA,397450,684329,679138,1195146,57.26
40.5,PANCHANAN MANDAL,BHADRAK (SC),2,INC,M,ORISSA,275017,684329,679138,1195146,57.26
0.63,AKSHAY MALLIK,BHADRAK (SC),3,BSP,M,ORISSA,4292,684329,679138,1195146,57.26
0.18,PRASANTA SETHI,BHADRAK (SC),4,AJBP,M,ORISSA,1255,684329,679138,1195146,57.26
0.17,MAUDAMANI DAS,BHADRAK (SC),5,IND,M,ORISSA,1124,684329,679138,1195146,57.26
59.19,JAGANNATH MALLIK,JAJPUR (SC),1,BJD,M,ORISSA,351442,599079,593767,1171211,51.15
39.99,RAMA CHANDRA MALLIK,JAJPUR (SC),2,INC,M,ORISSA,237458,599079,593767,1171211,51.15
0.44,JAGABANDHU MALLIK,JAJPUR (SC),3,JD(U),M,ORISSA,2587,599079,593767,1171211,51.15
0.38,DHANESWAR MALLIK,JAJPUR (SC),4,AJBP,M,ORISSA,2280,599079,593767,1171211,51.15
57.91,PRABHAT KUMAR SAMANTRAY,KENDRAPARA,1,BJD,M,ORISSA,359314,624939,620436,1121183,55.74
41.45,ARCHANA NAYAK,KENDRAPARA,2,INC,F,ORISSA,257175,624939,620436,1121183,55.74
0.64,BAISNAB CHARAN PARIDA,KENDRAPARA,3,IND,M,ORISSA,3947,624939,620436,1121183,55.74
65.76,BHARTRUHARI MAHTAB,CUTTACK,1,BJD,M,ORISSA,407603,624984,619806,1215249,51.43
32.64,KANHU CHARAN LENKA,CUTTACK,2,INC,M,ORISSA,202286,624984,619806,1215249,51.43
0.5,DAYANIDHI SRICHANDAN,CUTTACK,3,BOP,M,ORISSA,3120,624984,619806,1215249,51.43
0.48,BYASAKABI DAS,CUTTACK,4,AJBP,M,ORISSA,3006,624984,619806,1215249,51.43
0.31,NALINI KANTA BISOI,CUTTACK,5,JMM,M,ORISSA,1925,624984,619806,1215249,51.43
0.23,SHAIKH ABDUL WALI,CUTTACK,6,BRPP,M,ORISSA,1446,624984,619806,1215249,51.43
0.07,PRASANNA KUMAR PARIDA,CUTTACK,7,IND,M,ORISSA,420,624984,619806,1215249,51.43
58.0,TRILOCHAN KANUNGO,JAGATSINGHPUR,1,BJD,M,ORISSA,439888,763694,758422,1233063,61.93
38.32,RANJIB BISWAL,JAGATSINGHPUR,2,INC,M,ORISSA,290606,763694,758422,1233063,61.93
3.56,AKHAYA KUMAR PRADHAN,JAGATSINGHPUR,3,CPI,M,ORISSA,26973,763694,758422,1233063,61.93
0.13,KRUSHNA CHANDRA BHOI,JAGATSINGHPUR,4,IND,M,ORISSA,955,763694,758422,1233063,61.93
57.98,BRAJA KISHORE TRIPATHY,PURI,1,BJD,M,ORISSA,383060,666936,660679,1176817,56.67
38.04,JAYANT DAS,PURI,2,INC,M,ORISSA,251315,666936,660679,1176817,56.67
1.97,JAGANNATH MISHRA,PURI,3,CPM,M,ORISSA,13026,666936,660679,1176817,56.67
0.54,KSHITISH BISWAL,PURI,4,CPI(ML)(L),M,ORISSA,3574,666936,660679,1176817,56.67
0.48,AKSHAYA CHAMPATIRAY,PURI,5,AJBP,M,ORISSA,3161,666936,660679,1176817,56.67
0.33,SATRUGHNA BEHERA,PURI,6,BRPP,M,ORISSA,2207,666936,660679,1176817,56.67
0.33,KRUSHNA CHANDRA SWAIN,PURI,7,IND,M,ORISSA,2187,666936,660679,1176817,56.67
0.25,AGADHU BEHERA,PURI,8,IND,M,ORISSA,1651,666936,660679,1176817,56.67
0.08,RAJ KISHORE DASH,PURI,9,IND,M,ORISSA,498,666936,660679,1176817,56.67
66.27,PRASANNA KUMAR PATASANI,BHUBANESWAR,1,BJD,M,ORISSA,414429,625351,625342,1318560,47.43
28.86,BIBHUTI BHUSAN SINGH MARDARAJ,BHUBANESWAR,2,INC,M,ORISSA,180468,625351,625342,1318560,47.43
1.54,SOUBHAGYA CHANDRA NAIK,BHUBANESWAR,3,BSP,M,ORISSA,9650,625351,625342,1318560,47.43
1.46,KULAMANI SAHOO,BHUBANESWAR,4,IND,M,ORISSA,9111,625351,625342,1318560,47.43
0.67,SUJATA PATTANAIK,BHUBANESWAR,5,SHS,F,ORISSA,4193,625351,625342,1318560,47.43
0.66,KUNA CHANDRA BHOI,BHUBANESWAR,6,BRPP,M,ORISSA,4135,625351,625342,1318560,47.43
0.54,BHIMA MURMU,BHUBANESWAR,7,JMM,M,ORISSA,3356,625351,625342,1318560,47.43
74.91,NAVEEN PATNAIK,ASKA,1,BJD,M,ORISSA,359178,485324,479497,1175865,41.27
21.36,DUTI KRUSHNA PANDA,ASKA,2,CPI,M,ORISSA,102442,485324,479497,1175865,41.27
2.19,CHAKRADHARA SAHU,ASKA,3,NCP,M,ORISSA,10484,485324,479497,1175865,41.27
1.54,GANGA DHARA PANIGRAHY,ASKA,4,IND,M,ORISSA,7393,485324,479497,1175865,41.27
54.46,ANADICHARAN SAHU,BERHAMPUR,1,BJP,M,ORISSA,310704,580577,570556,1159468,50.07
44.97,JAYANTI PATNAIK,BERHAMPUR,2,INC,F,ORISSA,256581,580577,570556,1159468,50.07
0.57,KATAKOTA SHYAMBABU SUBUDHI,BERHAMPUR,3,IND,M,ORISSA,3271,580577,570556,1159468,50.07
50.33,HEMA GAMANG,KORAPUT (ST),1,INC,F,ORISSA,277555,567490,551432,1120784,50.63
48.13,JAYARAM PANGI,KORAPUT (ST),2,BJD,M,ORISSA,265401,567490,551432,1120784,50.63
1.54,KARTIKA GAMANGO,KORAPUT (ST),3,CPI(ML)(L),M,ORISSA,8476,567490,551432,1120784,50.63
50.78,PARSURAM MAJHI,NOWRANGPUR (ST),1,BJP,M,ORISSA,331863,676874,653503,1085575,62.35
48.31,CHANDRA SEKHAR MAJHI,NOWRANGPUR (ST),2,INC,M,ORISSA,315712,676874,653503,1085575,62.35
0.91,SONTOSHMONI JANI,NOWRANGPUR (ST),3,IND,F,ORISSA,5928,676874,653503,1085575,62.35
57.89,BIKRAM KESHARI DEO,KALAHANDI,1,BJP,M,ORISSA,371911,654739,642488,1060990,61.71
39.75,BHAKTA CHARAN DAS,KALAHANDI,2,INC,M,ORISSA,255392,654739,642488,1060990,61.71
1.58,BIRANCHI PANDA,KALAHANDI,3,SHS,M,ORISSA,10169,654739,642488,1060990,61.71
0.66,DR BISWAJIT HOTA,KALAHANDI,4,AJBP,M,ORISSA,4231,654739,642488,1060990,61.71
0.12,ANANDA KUMAR PATRA,KALAHANDI,5,IND,M,ORISSA,785,654739,642488,1060990,61.71
56.6,PADMANAVA BEHERA,PHULBANI (SC),1,BJD,M,ORISSA,357024,641041,630796,1126908,56.88
40.39,MRUTYUNJAYA NAYAK,PHULBANI (SC),2,INC,M,ORISSA,254809,641041,630796,1126908,56.88
2.43,BEDA BYAS SUNA,PHULBANI (SC),3,BSP,M,ORISSA,15314,641041,630796,1126908,56.88
0.58,RAMAKANT NAIK,PHULBANI (SC),4,SHS,M,ORISSA,3649,641041,630796,1126908,56.88
64.06,SANGEETA KUMARI SINGH DEO,BOLANGIR,1,BJP,F,ORISSA,404988,642761,632212,1051199,61.15
35.43,SARAT PATTANAYAK,BOLANGIR,2,INC,M,ORISSA,224009,642761,632212,1051199,61.15
0.51,LALIT MOHAN GANDHI,BOLANGIR,3,AJBP,M,ORISSA,3215,642761,632212,1051199,61.15
57.56,PRASANNA ACHARYA,SAMBALPUR,1,BJD,M,ORISSA,398597,702356,692437,1190344,59.0
39.23,DR. KRUPASINDHU BHOI,SAMBALPUR,2,INC,M,ORISSA,271634,702356,692437,1190344,59.0
2.01,RABINDRA MEG,SAMBALPUR,3,BSP,M,ORISSA,13904,702356,692437,1190344,59.0
0.85,RABINARAYAN PADHI,SAMBALPUR,4,AJBP,M,ORISSA,5902,702356,692437,1190344,59.0
0.35,SHIV SHANKAR BAGH,SAMBALPUR,5,IND,M,ORISSA,2400,702356,692437,1190344,59.0
55.3,DEBENDRA PRADHAN,DEOGARH,1,BJP,M,ORISSA,376412,690605,680720,1168931,59.08
42.53,HEMANANDA BISWAL,DEOGARH,2,INC,M,ORISSA,289543,690605,680720,1168931,59.08
0.78,PASCAL BARLA,DEOGARH,3,JMM,M,ORISSA,5320,690605,680720,1168931,59.08
0.77,NARENDRA PRADHAN,DEOGARH,4,AJBP,M,ORISSA,5231,690605,680720,1168931,59.08
0.45,TEVA CHARAN BUDA,DEOGARH,5,IND,M,ORISSA,3062,690605,680720,1168931,59.08
0.17,ASHWINEE KUMAR SAGAR,DEOGARH,6,IND,M,ORISSA,1152,690605,680720,1168931,59.08
41.19,KAMAKHYA PRASAD SINGH DEO,DHENKANAL,1,INC,M,ORISSA,248824,611061,604130,1118853,54.61
40.58,TATHAGATA SATPATHY,DHENKANAL,2,BJD,M,ORISSA,245150,611061,604130,1118853,54.61
16.1,RUDRA NARAYAN PANY,DHENKANAL,3,IND,M,ORISSA,97247,611061,604130,1118853,54.61
0.88,DIBAKAR PATNAIK,DHENKANAL,4,IND,M,ORISSA,5317,611061,604130,1118853,54.61
0.69,NIMAIN NAIK,DHENKANAL,5,IND,M,ORISSA,4168,611061,604130,1118853,54.61
0.35,PRAFULLA BHUYAN,DHENKANAL,6,IND,M,ORISSA,2109,611061,604130,1118853,54.61
0.22,SAUBHAGYA ROUT,DHENKANAL,7,JD(U),M,ORISSA,1315,611061,604130,1118853,54.61
52.85,JUAL ORAM,SUNDARGARH (ST),1,BJP,M,ORISSA,326395,630650,617578,1198357,52.63
28.16,CHRISTOPHER EKKA,SUNDARGARH (ST),2,INC,M,ORISSA,173881,630650,617578,1198357,52.63
16.26,GEORGE TIRKEY,SUNDARGARH (ST),3,JMM,M,ORISSA,100447,630650,617578,1198357,52.63
2.16,SIMON LAKRA,SUNDARGARH (ST),4,CPM,M,ORISSA,13318,630650,617578,1198357,52.63
0.39,CLARA AIND,SUNDARGARH (ST),5,IND,F,ORISSA,2407,630650,617578,1198357,52.63
0.18,PAWAL MUNDU,SUNDARGARH (ST),6,JKP,M,ORISSA,1130,630650,617578,1198357,52.63
67.47,ANANTA NAYAK,KEONJHAR (ST),1,BJP,M,ORISSA,416956,630104,617995,1092055,57.7
31.46,YASHOBANT SINGH LAGURI,KEONJHAR (ST),2,INC,M,ORISSA,194403,630104,617995,1092055,57.7
1.07,MEGHANATH MAJHI,KEONJHAR (ST),3,JMM,M,ORISSA,6636,630104,617995,1092055,57.7
47.01,VINOD KHANNA,GURDASPUR,1,BJP,M,PUNJAB,315267,677041,670569,1122008,60.34
46.81,SUKHBUNS KAUR,GURDASPUR,2,INC,F,PUNJAB,313868,677041,670569,1122008,60.34
5.32,SUCHA SINGH,GURDASPUR,3,SHSAD,M,PUNJAB,35665,677041,670569,1122008,60.34
0.6,AMARJIT KAUR,GURDASPUR,4,IND,F,PUNJAB,4000,677041,670569,1122008,60.34
0.26,ELIZBETH,GURDASPUR,5,IND,F,PUNJAB,1769,677041,670569,1122008,60.34
50.29,RAGHUNANDAN LAL BHATIA,AMRITSAR,1,INC,M,PUNJAB,296533,596536,589600,1244316,47.94
