%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
52.52,P.NARASA REDDY,ADILABAD,1,INC,M,ANDHRA PRADESH,290072,580382,552264,888183,65.34
44.49,C.MADHAVA REDDY,ADILABAD,2,TDP,M,ANDHRA PRADESH,245707,580382,552264,888183,65.34
1.5,LALJI BHAI,ADILABAD,3,IND,M,ANDHRA PRADESH,8310,580382,552264,888183,65.34
1.14,THAKOOR MUKTESHWAR SINGH,ADILABAD,4,IND,M,ANDHRA PRADESH,6274,580382,552264,888183,65.34
0.34,GHANASHAMLAL GUPTA,ADILABAD,5,IND,M,ANDHRA PRADESH,1901,580382,552264,888183,65.34
50.05,G.VENKAT SWAMY,PEDDAPALLI (SC),1,INC,M,ANDHRA PRADESH,320628,679405,640604,1096253,61.98
45.27,GOTTE BHOOPATHY,PEDDAPALLI (SC),2,TDP,M,ANDHRA PRADESH,289993,679405,640604,1096253,61.98
2.45,PERKALINGAIAH,PEDDAPALLI (SC),3,BSP,M,ANDHRA PRADESH,15717,679405,640604,1096253,61.98
2.23,BONKURI ARJUN,PEDDAPALLI (SC),4,IND,M,ANDHRA PRADESH,14266,679405,640604,1096253,61.98
44.95,CHOKKA RAO JUVVADI,KARIMNAGAR,1,INC,M,ANDHRA PRADESH,284200,669734,632285,1075755,62.26
39.38,ANAND RAO CHALIMEDA,KARIMNAGAR,2,TDP,M,ANDHRA PRADESH,249008,669734,632285,1075755,62.26
3.86,ALUGUBELLI VENKTA NARSIMHA REDDY,KARIMNAGAR,3,IND,M,ANDHRA PRADESH,24415,669734,632285,1075755,62.26
2.99,ASAD KHAN,KARIMNAGAR,4,IND,M,ANDHRA PRADESH,18924,669734,632285,1075755,62.26
2.92,GURRAM RAJESHWAR REDDY,KARIMNAGAR,5,IND,M,ANDHRA PRADESH,18460,669734,632285,1075755,62.26
1.59,VEMPAT MADHUSUDHAN M JNP,KARIMNAGAR,6,(JP),NA,ANDHRA PRADESH,10032,669734,632285,1075755,62.26
1.59,KORVI VENUGOPAL,KARIMNAGAR,7,BSP,M,ANDHRA PRADESH,10027,669734,632285,1075755,62.26
0.74,ANJANEYULU DEVERAJU M LKD,KARIMNAGAR,8,(B),NA,ANDHRA PRADESH,4660,669734,632285,1075755,62.26
0.62,MAMINDLA CHINNA BHOOMALAH,KARIMNAGAR,9,LKP,M,ANDHRA PRADESH,3942,669734,632285,1075755,62.26
0.58,N.BALACHANDER,KARIMNAGAR,10,IND,M,ANDHRA PRADESH,3684,669734,632285,1075755,62.26
0.55,GOTTIMUKKULA EASWARA CHARI,KARIMNAGAR,11,IND,M,ANDHRA PRADESH,3446,669734,632285,1075755,62.26
0.24,SHABBIR,KARIMNAGAR,12,IND,M,ANDHRA PRADESH,1487,669734,632285,1075755,62.26
50.66,KAMALUDDIN AHMED,HANAMKONDA,1,INC,M,ANDHRA PRADESH,310079,646420,612076,959004,67.41
40.31,JANGA REDDY CHANDUPTLA,HANAMKONDA,2,BJP,M,ANDHRA PRADESH,246736,646420,612076,959004,67.41
4.41,UPENDER REDDY VALLAPU,HANAMKONDA,3,MCPI,M,ANDHRA PRADESH,26964,646420,612076,959004,67.41
2.46,PRABHAKAR RAO INDURTHY,HANAMKONDA,4,IND,M,ANDHRA PRADESH,15037,646420,612076,959004,67.41
0.98,JANGIDI RAMULU,HANAMKONDA,5,IND,M,ANDHRA PRADESH,6007,646420,612076,959004,67.41
0.85,RAMALINGAM BASANI,HANAMKONDA,6,IND,M,ANDHRA PRADESH,5206,646420,612076,959004,67.41
0.33,C.R.REDDY,HANAMKONDA,7,IND,M,ANDHRA PRADESH,2047,646420,612076,959004,67.41
45.81,SURENDER REDDY RAMASAHAYAM,WARANGAL,1,INC,M,ANDHRA PRADESH,311810,714262,680618,946078,75.5
37.86,KALPANA DEVI TOURTREDDY,WARANGAL,2,TDP,F,ANDHRA PRADESH,257689,714262,680618,946078,75.5
10.56,RAJANNA SOMA,WARANGAL,3,MCPI,M,ANDHRA PRADESH,71861,714262,680618,946078,75.5
3.08,RAMULU BURRA,WARANGAL,4,IND,M,ANDHRA PRADESH,20975,714262,680618,946078,75.5
1.44,NALLANI SWAMI RAO,WARANGAL,5,IND,M,ANDHRA PRADESH,9786,714262,680618,946078,75.5
1.25,GOGU NARSALAH,WARANGAL,6,IND,M,ANDHRA PRADESH,8497,714262,680618,946078,75.5
49.68,JALAGAM VENGAL RAO,KHAMMAM,1,INC,M,ANDHRA PRADESH,388461,813657,781933,1038053,78.38
42.1,RADHAKRISHNA MURTHY YELAMANCHILI,KHAMMAM,2,CPM,M,ANDHRA PRADESH,329209,813657,781933,1038053,78.38
6.38,GADDAM VENKATRAMALAH,KHAMMAM,3,IND,M,ANDHRA PRADESH,49862,813657,781933,1038053,78.38
0.96,PADIGA YERRAIAH,KHAMMAM,4,IND,M,ANDHRA PRADESH,7493,813657,781933,1038053,78.38
0.88,GANDHURI LALAIAH,KHAMMAM,5,IND,M,ANDHRA PRADESH,6908,813657,781933,1038053,78.38
47.99,CHALILAM SRINIVASA RAO,NALGONDA,1,INC,M,ANDHRA PRADESH,357733,784463,745471,1144127,68.56
42.37,RAMA SHARMA BODDUPALLY,NALGONDA,2,CPI,M,ANDHRA PRADESH,315883,784463,745471,1144127,68.56
5.44,KHAJA PASHA,NALGONDA,3,MIM,M,ANDHRA PRADESH,40574,784463,745471,1144127,68.56
2.37,KONGARI LAXMINARAYANA,NALGONDA,4,BSP,M,ANDHRA PRADESH,17642,784463,745471,1144127,68.56
1.1,NARSIMHA REDDY,NALGONDA,5,IND,M,ANDHRA PRADESH,8165,784463,745471,1144127,68.56
0.46,ANJAIAH MITTAPALLY,NALGONDA,6,IND,M,ANDHRA PRADESH,3418,784463,745471,1144127,68.56
0.28,RAVU VENKATA NARSIMHA RAO,NALGONDA,7,IND,M,ANDHRA PRADESH,2056,784463,745471,1144127,68.56
50.37,B.N.REDDY,MIRYALGUDA,1,INC,M,ANDHRA PRADESH,396615,816183,787440,1091124,74.8
45.92,NARSIMHA REDDY BHEEMIREDDY,MIRYALGUDA,2,CPM,M,ANDHRA PRADESH,361620,816183,787440,1091124,74.8
1.58,BANTU SWAMY MUDIRAJ,MIRYALGUDA,3,BSP,M,ANDHRA PRADESH,12404,816183,787440,1091124,74.8
1.1,SARASANI JAN REDDY,MIRYALGUDA,4,IND,M,ANDHRA PRADESH,8663,816183,787440,1091124,74.8
1.03,MARRI NEHEMYA,MIRYALGUDA,5,IND,M,ANDHRA PRADESH,8138,816183,787440,1091124,74.8
42.13,PREM KHANDU THUNGON,ARUNACHAL WEST,1,INC,M,ARUNACHAL PRADESH,63247,154405,150116,282496,54.66
36.97,TOMO RIBA,ARUNACHAL WEST,2,PPA,M,ARUNACHAL PRADESH,55501,154405,150116,282496,54.66
20.9,NABAM ATUM,ARUNACHAL WEST,3,IND,M,ARUNACHAL PRADESH,31368,154405,150116,282496,54.66
59.58,LAETA UMBREY,ARUNACHAL EAST,1,INC,M,ARUNACHAL PRADESH,73294,127260,123014,193555,65.75
33.07,L. WANGLAT,ARUNACHAL EAST,2,PPA,M,ARUNACHAL PRADESH,40680,127260,123014,193555,65.75
7.35,KHAPRISO KRONG,ARUNACHAL EAST,3,IND,M,ARUNACHAL PRADESH,9040,127260,123014,193555,65.75
59.52,MAHENDRA BAITHA,BAGAHA (SC),1,JD,M,BIHAR,232362,395345,390367,871641,45.36
36.97,BHOLARAI,BAGAHA (SC),2,INC,M,BIHAR,144330,395345,390367,871641,45.36
1.47,HIRA RAM,BAGAHA (SC),3,IND,M,BIHAR,5749,395345,390367,871641,45.36
1.03,MANSAROVER RAM M LKD,BAGAHA (SC),4,(B),NA,BIHAR,4037,395345,390367,871641,45.36
1.0,GHOOGHLI RAM,BAGAHA (SC),5,DDP,M,BIHAR,3889,395345,390367,871641,45.36
40.94,DHARMESH PRASSAD VERMA,BETTIAH,1,JD,M,BIHAR,209009,519407,510547,911262,57.0
31.47,ABDUL MOGANI KAIFI,BETTIAH,2,CPI,M,BIHAR,160661,519407,510547,911262,57.0
21.15,MANOJ KUMAR PANDEY,BETTIAH,3,INC,M,BIHAR,107990,519407,510547,911262,57.0
3.32,AVADH KISHOR SAHA,BETTIAH,4,IND,M,BIHAR,16928,519407,510547,911262,57.0
1.17,JAYA PRAKASH,BETTIAH,5,BJS,M,BIHAR,5948,519407,510547,911262,57.0
0.43,RAGHUNATH SAHA,BETTIAH,6,DDP,M,BIHAR,2177,519407,510547,911262,57.0
0.36,DEV NARAYAN PRASSAD SASTRI,BETTIAH,7,IND,M,BIHAR,1844,519407,510547,911262,57.0
0.25,RAJINDRA PRASAD,BETTIAH,8,IND,M,BIHAR,1294,519407,510547,911262,57.0
0.24,SHIVAJI ARYA M LKD,BETTIAH,9,(B),NA,BIHAR,1239,519407,510547,911262,57.0
0.2,RAMESHVAR MISRA,BETTIAH,10,IND,M,BIHAR,1020,519407,510547,911262,57.0
0.17,MANJUR KHAN,BETTIAH,11,IND,M,BIHAR,853,519407,510547,911262,57.0
0.13,RAGHUNATH GUPTA,BETTIAH,12,IND,M,BIHAR,678,519407,510547,911262,57.0
0.12,MAYADEVI GUPTA,BETTIAH,13,IND,F,BIHAR,625,519407,510547,911262,57.0
0.06,HARISANKAR DUBE,BETTIAH,14,IND,M,BIHAR,281,519407,510547,911262,57.0
46.61,RADHA MOHAN SINGH,MOTIHARI,1,BJP,M,BIHAR,253292,551310,543412,936758,58.85
32.24,KAMALA MISHRA MADHUKAR,MOTIHARI,2,CPI,M,BIHAR,175181,551310,543412,936758,58.85
19.23,PRABHAVATI GUPTA,MOTIHARI,3,INC,F,BIHAR,104485,551310,543412,936758,58.85
0.98,RAJ KISHOR BHAGATH,MOTIHARI,4,DDP,M,BIHAR,5317,551310,543412,936758,58.85
0.53,VIJAY K. SINHA M JNP,MOTIHARI,5,(JP),NA,BIHAR,2895,551310,543412,936758,58.85
0.23,KESHAV KUMAR JHA M LKD,MOTIHARI,6,(B),NA,BIHAR,1252,551310,543412,936758,58.85
0.11,ASHUTHOSH PANDAY,MOTIHARI,7,IND,M,BIHAR,577,551310,543412,936758,58.85
0.08,RAMCHANDRA PRASAD SINGH,MOTIHARI,8,IND,M,BIHAR,413,551310,543412,936758,58.85
63.02,RAJMANGAL MISHRA,GOPALGANJ,1,JD,M,BIHAR,429563,688818,681677,944046,72.96
34.57,KALI PRASAD PANDAY,GOPALGANJ,2,INC,M,BIHAR,235642,688818,681677,944046,72.96
0.75,KASHINATH SINGH,GOPALGANJ,3,IND,M,BIHAR,5143,688818,681677,944046,72.96
0.5,SHARIF SAHA,GOPALGANJ,4,IND,M,BIHAR,3419,688818,681677,944046,72.96
0.3,PRADEEP KUMAR,GOPALGANJ,5,IND,M,BIHAR,2027,688818,681677,944046,72.96
0.24,JAMIL AHMAD,GOPALGANJ,6,IND,M,BIHAR,1628,688818,681677,944046,72.96
0.22,RAMESHWAR SINGH,GOPALGANJ,7,IND,M,BIHAR,1499,688818,681677,944046,72.96
0.16,CHADURBHUJ PRASSAD,GOPALGANJ,8,IND,M,BIHAR,1099,688818,681677,944046,72.96
0.13,SHIVRAJ PRASSAD M LKD,GOPALGANJ,9,(B),NA,BIHAR,870,688818,681677,944046,72.96
0.12,SIPAHI RAI,GOPALGANJ,10,IND,M,BIHAR,787,688818,681677,944046,72.96
60.52,JANARDAN TIWARI,SIWAN,1,BJP,M,BIHAR,334637,562288,552892,965656,58.23
31.78,ABDUL GAFFUR,SIWAN,2,INC,M,BIHAR,175686,562288,552892,965656,58.23
2.35,AIZAZUL HAQUE,SIWAN,3,BSP,M,BIHAR,13005,562288,552892,965656,58.23
1.61,SANKAR PRASSAD YADAV,SIWAN,4,IND,M,BIHAR,8882,562288,552892,965656,58.23
0.89,AMRENDRA KUMAR SINGH,SIWAN,5,IND,M,BIHAR,4935,562288,552892,965656,58.23
0.85,SHAMSHAD ALI KHAN,SIWAN,6,IND,M,BIHAR,4673,562288,552892,965656,58.23
0.33,KAMLASHWAR PRASSAD,SIWAN,7,DDP,M,BIHAR,1822,562288,552892,965656,58.23
0.31,SHAHEED AHMAD,SIWAN,8,IND,M,BIHAR,1706,562288,552892,965656,58.23
0.18,KHURSHED ALAM,SIWAN,9,IND,M,BIHAR,988,562288,552892,965656,58.23
0.17,UTTAM ROY,SIWAN,10,IND,M,BIHAR,952,562288,552892,965656,58.23
0.15,ANIRUDH ROY,SIWAN,11,IND,M,BIHAR,856,562288,552892,965656,58.23
0.14,RAMPRIT GOND,SIWAN,12,IND,M,BIHAR,753,562288,552892,965656,58.23
0.14,OM KISHORE ROY,SIWAN,13,IND,M,BIHAR,747,562288,552892,965656,58.23
0.11,HARI BHAJAN DAS,SIWAN,14,IND,M,BIHAR,609,562288,552892,965656,58.23
0.11,SATISH BHAI,SIWAN,15,IND,M,BIHAR,592,562288,552892,965656,58.23
0.1,PRITHVIRAJ SINGH,SIWAN,16,IND,M,BIHAR,569,562288,552892,965656,58.23
0.08,RAJIV RAJAN PRASSAD,SIWAN,17,IND,M,BIHAR,454,562288,552892,965656,58.23
0.07,RAJENDRA SAH,SIWAN,18,IND,M,BIHAR,407,562288,552892,965656,58.23
0.07,SAYAD ND. JAKI NAQUAVI,SIWAN,19,IND,M,BIHAR,396,562288,552892,965656,58.23
0.04,SARAYU PRASSAD,SIWAN,20,IND,M,BIHAR,223,562288,552892,965656,58.23
65.27,CHANRASBEKHAR,MAHARAJGANJ,1,JD,M,BIHAR,382488,591913,586049,1024013,57.8
28.18,KRISHNA PRATAP,MAHARAJGANJ,2,INC,M,BIHAR,165170,591913,586049,1024013,57.8
4.37,RAMDEO SINGH M LKD,MAHARAJGANJ,3,(B),NA,BIHAR,25605,591913,586049,1024013,57.8
0.31,NIZAMUDIN KHAN,MAHARAJGANJ,4,IND,M,BIHAR,1844,591913,586049,1024013,57.8
0.31,MAHESH SINGH,MAHARAJGANJ,5,IND,M,BIHAR,1800,591913,586049,1024013,57.8
0.3,BABULAL YADAV,MAHARAJGANJ,6,DDP,M,BIHAR,1784,591913,586049,1024013,57.8
0.29,KESHAVACHARYA,MAHARAJGANJ,7,IND,M,BIHAR,1681,591913,586049,1024013,57.8
0.26,KEDER NATH,MAHARAJGANJ,8,IND,M,BIHAR,1508,591913,586049,1024013,57.8
0.19,KAMAKHAYA N. SINGH,MAHARAJGANJ,9,IND,M,BIHAR,1095,591913,586049,1024013,57.8
0.14,YOGENDRA MISHRA,MAHARAJGANJ,10,IND,M,BIHAR,817,591913,586049,1024013,57.8
0.12,ASHOK KR. PURI,MAHARAJGANJ,11,IND,M,BIHAR,717,591913,586049,1024013,57.8
0.11,BAIDYANATH PRASSAD SHRIVASTAVA,MAHARAJGANJ,12,IND,M,BIHAR,629,591913,586049,1024013,57.8
0.09,BHRIGUNATH PANDEY,MAHARAJGANJ,13,IND,M,BIHAR,538,591913,586049,1024013,57.8
0.06,VINOD SHARMA,MAHARAJGANJ,14,IND,M,BIHAR,373,591913,586049,1024013,57.8
51.14,LALOO PRASSAD,CHAPRA,1,JD,M,BIHAR,333897,659029,652929,1010173,65.24
29.41,TAJIV RANJAN SINGH M JNP,CHAPRA,2,(JP),NA,BIHAR,192015,659029,652929,1010173,65.24
17.97,HAIRA LAL RAI,CHAPRA,3,INC,M,BIHAR,117327,659029,652929,1010173,65.24
0.44,RAMENDRA PRASSAD M LKD,CHAPRA,4,(B),NA,BIHAR,2876,659029,652929,1010173,65.24
0.18,MAHBUB MIA,CHAPRA,5,IND,M,BIHAR,1153,659029,652929,1010173,65.24
0.16,RAM MARAIN SINGH,CHAPRA,6,IND,M,BIHAR,1057,659029,652929,1010173,65.24
0.14,OM PRAKASH SHARMA,CHAPRA,7,BSP,M,BIHAR,899,659029,652929,1010173,65.24
0.11,NAWAL KISHOR GIRI NIRALA,CHAPRA,8,IND,M,BIHAR,722,659029,652929,1010173,65.24
0.11,RAJENDRA SINGH,CHAPRA,9,DDP,M,BIHAR,715,659029,652929,1010173,65.24
0.06,SATYA NARAIN SINGH,CHAPRA,10,IND,M,BIHAR,372,659029,652929,1010173,65.24
0.05,RAGHUBANSH SINGH,CHAPRA,11,IND,M,BIHAR,338,659029,652929,1010173,65.24
0.04,SATYADEO TRIPATHI,CHAPRA,12,IND,M,BIHAR,285,659029,652929,1010173,65.24
0.04,BHUSHAN PRASSAD,CHAPRA,13,IND,M,BIHAR,270,659029,652929,1010173,65.24
0.04,TARKESHWAR PRASSAD,CHAPRA,14,IND,M,BIHAR,259,659029,652929,1010173,65.24
0.03,AWDESH KR. SINGH,CHAPRA,15,IND,M,BIHAR,226,659029,652929,1010173,65.24
0.03,RAMANAND ANAY,CHAPRA,16,PVP,M,BIHAR,222,659029,652929,1010173,65.24
0.03,KAMESHVAR OIHA,CHAPRA,17,IND,M,BIHAR,164,659029,652929,1010173,65.24
0.02,AGIT SINGH,CHAPRA,18,IND,M,BIHAR,132,659029,652929,1010173,65.24
84.08,RAM VILAS PASWAN,HAJIPUR (SC),1,JD,M,BIHAR,615129,736399,731592,977499,75.34
15.13,MAHABIR PASWAN,HAJIPUR (SC),2,INC,M,BIHAR,110681,736399,731592,977499,75.34
0.31,NAGINA RAM M LKD,HAJIPUR (SC),3,(B),NA,BIHAR,2238,736399,731592,977499,75.34
0.25,MAHENDRA BAGAT,HAJIPUR (SC),4,PVP,M,BIHAR,1833,736399,731592,977499,75.34
0.23,DASHRATH PASWAN,HAJIPUR (SC),5,DDP,M,BIHAR,1711,736399,731592,977499,75.34
62.84,USHA SINGH,VAISHALI,1,JD,F,BIHAR,441514,711954,702557,964120,73.84
32.5,KISHORI SINHA,VAISHALI,2,INC,F,BIHAR,228297,711954,702557,964120,73.84
2.05,LAKINDRA ROY,VAISHALI,3,IND,M,BIHAR,14378,711954,702557,964120,73.84
1.08,GITA PRASSAD SINGH,VAISHALI,4,IND,M,BIHAR,7618,711954,702557,964120,73.84
0.35,JALESWAR PD. SAHANI,VAISHALI,5,SSD,M,BIHAR,2439,711954,702557,964120,73.84
0.2,GANPAT SINGH,VAISHALI,6,IND,M,BIHAR,1378,711954,702557,964120,73.84
0.17,MAHIM KUMAR SINGH,VAISHALI,7,DDP,M,BIHAR,1201,711954,702557,964120,73.84
0.14,RAJ KISHORE SINGH,VAISHALI,8,IND,M,BIHAR,1004,711954,702557,964120,73.84
0.11,JITENDRA PRASSAD,VAISHALI,9,IND,M,BIHAR,782,711954,702557,964120,73.84
0.08,JAI NATH SINGH,VAISHALI,10,IND,M,BIHAR,530,711954,702557,964120,73.84
0.08,KRISHNA KUMAR SINGH,VAISHALI,11,IND,M,BIHAR,527,711954,702557,964120,73.84
0.06,TAEPESHWAR PRASSAD,VAISHALI,12,IND,M,BIHAR,446,711954,702557,964120,73.84
0.06,RAHIM KHAN,VAISHALI,13,IND,M,BIHAR,424,711954,702557,964120,73.84
0.05,SHASHIKANT PRASSAD,VAISHALI,14,IND,M,BIHAR,337,711954,702557,964120,73.84
0.05,MUJE LAL RAI,VAISHALI,15,IND,M,BIHAR,323,711954,702557,964120,73.84
0.04,ISRAR AHMAD AZAD,VAISHALI,16,IND,M,BIHAR,274,711954,702557,964120,73.84
0.03,RABINDRA NATH SINGH,VAISHALI,17,IND,M,BIHAR,183,711954,702557,964120,73.84
0.02,MAHANAND SINGH,VAISHALI,18,IND,M,BIHAR,173,711954,702557,964120,73.84
0.02,JANARDAN PD. SINGH,VAISHALI,19,IND,M,BIHAR,169,711954,702557,964120,73.84
0.02,RAM LOCHAN SINGH,VAISHALI,20,IND,M,BIHAR,151,711954,702557,964120,73.84
0.02,N.K.P.S. SARVPRATHAM,VAISHALI,21,IND,M,BIHAR,143,711954,702557,964120,73.84
0.02,ASHOK KUMAR SINGH,VAISHALI,22,IND,M,BIHAR,141,711954,702557,964120,73.84
0.02,NAND KISHORE SAHI,VAISHALI,23,IND,M,BIHAR,125,711954,702557,964120,73.84
68.86,GEORGE FARNANDES,MUZAFFARPUR,1,JD,M,BIHAR,492615,726622,715437,981763,74.01
29.02,LALITESHWAR PD. SAHI,MUZAFFARPUR,2,INC,M,BIHAR,207605,726622,715437,981763,74.01
0.59,RAM KARAN SAHANI M LKD,MUZAFFARPUR,3,(B),NA,BIHAR,4198,726622,715437,981763,74.01
0.35,ASHOK BHARTI,MUZAFFARPUR,4,IND,M,BIHAR,2517,726622,715437,981763,74.01
0.22,ASHOK KUMAR,MUZAFFARPUR,5,IND,M,BIHAR,1553,726622,715437,981763,74.01
0.15,GIRJA NANDAN PD. SINGH,MUZAFFARPUR,6,DDP,M,BIHAR,1045,726622,715437,981763,74.01
0.13,BINDA SINGH,MUZAFFARPUR,7,IND,M,BIHAR,917,726622,715437,981763,74.01
0.12,PRAHLAD BAITHA,MUZAFFARPUR,8,IND,M,BIHAR,831,726622,715437,981763,74.01
0.1,SATYENDRA KUMAR,MUZAFFARPUR,9,IND,M,BIHAR,735,726622,715437,981763,74.01
0.08,BISHUNDEO PANDEY,MUZAFFARPUR,10,IND,M,BIHAR,594,726622,715437,981763,74.01
0.08,JAIRAM SINGH,MUZAFFARPUR,11,IND,M,BIHAR,586,726622,715437,981763,74.01
0.06,BIVEK KUMAR,MUZAFFARPUR,12,IND,M,BIHAR,465,726622,715437,981763,74.01
0.06,MD. ISRAIL,MUZAFFARPUR,13,IND,M,BIHAR,413,726622,715437,981763,74.01
0.04,SAMANT KUMAR,MUZAFFARPUR,14,IND,M,BIHAR,310,726622,715437,981763,74.01
0.04,SALIMULLAH,MUZAFFARPUR,15,IND,M,BIHAR,288,726622,715437,981763,74.01
0.03,RAMDEYAL THAKUR,MUZAFFARPUR,16,IND,M,BIHAR,240,726622,715437,981763,74.01
0.03,BINDESHIS RAI,MUZAFFARPUR,17,IND,M,BIHAR,218,726622,715437,981763,74.01
0.03,RAMASHIS RAI,MUZAFFARPUR,18,IND,M,BIHAR,202,726622,715437,981763,74.01
0.01,SURJDEO PRASAD SWAMI,MUZAFFARPUR,19,IND,M,BIHAR,105,726622,715437,981763,74.01
51.88,HUKUMDEO NARAYAN YADAV,SITAMARHI,1,JD,M,BIHAR,335796,654778,647197,1011260,64.75
25.48,NAGENDRA PD. YADAV,SITAMARHI,2,INC,M,BIHAR,164935,654778,647197,1011260,64.75
13.65,THANKUR PD. SINGH,SITAMARHI,3,BJP,M,BIHAR,88366,654778,647197,1011260,64.75
6.81,INDAL SINGH NAVIN M LKD,SITAMARHI,4,(B),NA,BIHAR,44063,654778,647197,1011260,64.75
1.09,MD. MUSHTAQUE KHAN,SITAMARHI,5,IND,M,BIHAR,7044,654778,647197,1011260,64.75
0.43,SATYENDRANATH VERMA,SITAMARHI,6,SOP(L),M,BIHAR,2790,654778,647197,1011260,64.75
0.28,MIRTUNJAY JHA,SITAMARHI,7,DDP,M,BIHAR,1796,654778,647197,1011260,64.75
0.24,MANIR ALAM,SITAMARHI,8,DMM,M,BIHAR,1582,654778,647197,1011260,64.75
0.13,GIRISHNANDAN SINGH,SITAMARHI,9,IND,M,BIHAR,825,654778,647197,1011260,64.75
74.11,HARI KISHOR SINGH,SHEOHAR,1,JD,M,BIHAR,463687,633746,625670,962568,65.84
23.85,MADHUREENDRA KUMAR SINGH,SHEOHAR,2,INC,M,BIHAR,149212,633746,625670,962568,65.84
0.57,BHOLA NATH RAY,SHEOHAR,3,IND,M,BIHAR,3556,633746,625670,962568,65.84
0.35,JAGAN NATH RAY,SHEOHAR,4,DDP,M,BIHAR,2203,633746,625670,962568,65.84
0.25,RAJNANDAN SAH M LKD,SHEOHAR,5,(B),NA,BIHAR,1533,633746,625670,962568,65.84
0.21,DAVENDRA SINGH,SHEOHAR,6,IND,M,BIHAR,1316,633746,625670,962568,65.84
0.21,SATYDEO CHAUDHRY,SHEOHAR,7,IND,M,BIHAR,1305,633746,625670,962568,65.84
0.14,SURENDRA SINGH,SHEOHAR,8,IND,M,BIHAR,860,633746,625670,962568,65.84
0.11,GAJADHAR SINGH,SHEOHAR,9,SOP(L),M,BIHAR,691,633746,625670,962568,65.84
0.08,MD. NAJMUDDIN,SHEOHAR,10,IND,M,BIHAR,509,633746,625670,962568,65.84
0.06,JAGDISH SAH,SHEOHAR,11,IND,M,BIHAR,376,633746,625670,962568,65.84
0.03,NAGENDRA SINGH,SHEOHAR,12,IND,M,BIHAR,217,633746,625670,962568,65.84
0.03,INDLAL RAY,SHEOHAR,13,IND,M,BIHAR,205,633746,625670,962568,65.84
50.15,BHOGENDRA JHA,MADHUBANI,1,CPI,M,BIHAR,275858,558378,550019,981067,56.92
24.45,A. HANNAN AN.,MADHUBANI,2,INC,M,BIHAR,134492,558378,550019,981067,56.92
23.05,VALESHWAR SINGH BHARTI,MADHUBANI,3,BJP,M,BIHAR,126786,558378,550019,981067,56.92
1.07,RAMAKANT OJHA,MADHUBANI,4,DDP,M,BIHAR,5884,558378,550019,981067,56.92
0.55,ZAHIR,MADHUBANI,5,IND,M,BIHAR,3049,558378,550019,981067,56.92
0.25,AMRENDRA KUMAR SINGH,MADHUBANI,6,IND,M,BIHAR,1373,558378,550019,981067,56.92
0.13,ABDUL QUDUSH ANSARI,MADHUBANI,7,IND,M,BIHAR,719,558378,550019,981067,56.92
0.13,ARBIND KUMAR KRIMAR,MADHUBANI,8,IND,M,BIHAR,713,558378,550019,981067,56.92
0.11,ABDUL HASSAN,MADHUBANI,9,IND,M,BIHAR,618,558378,550019,981067,56.92
0.1,A. QUDUSH,MADHUBANI,10,IND,M,BIHAR,527,558378,550019,981067,56.92
63.8,DEVANDRA PRASSAD YADAV,JHANJHARPUR,1,JD,M,BIHAR,339454,539539,532066,958736,56.28
33.85,GAURI SANKAR RAJHANS,JHANJHARPUR,2,INC,M,BIHAR,180118,539539,532066,958736,56.28
0.72,RADHAKANT PHADARI M LKD,JHANJHARPUR,3,(B),NA,BIHAR,3843,539539,532066,958736,56.28
0.26,VAHANDRA LAL MANDAL,JHANJHARPUR,4,IND,M,BIHAR,1389,539539,532066,958736,56.28
0.25,RAMDE YADAV,JHANJHARPUR,5,IND,M,BIHAR,1348,539539,532066,958736,56.28
0.23,SHARAVAN KUMAR MISHRA,JHANJHARPUR,6,IND,M,BIHAR,1204,539539,532066,958736,56.28
0.22,PURAN SUM,JHANJHARPUR,7,IND,M,BIHAR,1165,539539,532066,958736,56.28
0.17,ACHARYA MUNIS M JNP,JHANJHARPUR,8,(JP),NA,BIHAR,881,539539,532066,958736,56.28
0.09,SAGAR SAH,JHANJHARPUR,9,IND,M,BIHAR,502,539539,532066,958736,56.28
0.07,NOHAN GOSAIN,JHANJHARPUR,10,DDP,M,BIHAR,378,539539,532066,958736,56.28
0.07,SURYA NA. YADAV,JHANJHARPUR,11,IND,M,BIHAR,352,539539,532066,958736,56.28
0.07,KRISHNA VIHARY,JHANJHARPUR,12,IND,M,BIHAR,350,539539,532066,958736,56.28
0.06,PRABHU DAYA KEJRIWAL,JHANJHARPUR,13,IND,M,BIHAR,336,539539,532066,958736,56.28
0.05,YOGENDRA JHA,JHANJHARPUR,14,IND,M,BIHAR,281,539539,532066,958736,56.28
0.05,GOVIND NA. DAS,JHANJHARPUR,15,IND,M,BIHAR,263,539539,532066,958736,56.28
0.04,YOGENDRA THAKUR,JHANJHARPUR,16,IND,M,BIHAR,202,539539,532066,958736,56.28
55.01,SHAKEEUL RAHMAN,DARBHANGA,1,JD,M,BIHAR,356894,657262,648822,921749,71.31
42.91,NAGENDRA JHA (BAGHANT),DARBHANGA,2,INC,M,BIHAR,278437,657262,648822,921749,71.31
0.55,JAWAHAR YADAV M JNP,DARBHANGA,3,(JP),NA,BIHAR,3576,657262,648822,921749,71.31
