%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.02,AVVARU KOTISWAMY,BAPATLA,27,IND,M,ANDHRA PRADESH,125,623289,610418,999363,62.37
0.02,KATIKALA JAYA RAO,BAPATLA,28,IND,M,ANDHRA PRADESH,101,623289,610418,999363,62.37
52.14,KASU VENKATA KRISHNA REDDY,NARASARAOPET,1,INC,M,ANDHRA PRADESH,349041,687075,669409,1142641,60.13
42.79,ANISETTY PADMAVATHI (W),NARASARAOPET,2,TDP,F,ANDHRA PRADESH,286425,687075,669409,1142641,60.13
3.25,GUTHA SUBBARAO,NARASARAOPET,3,BJP,M,ANDHRA PRADESH,21771,687075,669409,1142641,60.13
0.39,ADURI RUTH BANYAN,NARASARAOPET,4,BSP,M,ANDHRA PRADESH,2617,687075,669409,1142641,60.13
0.33,MOOKRAPU JOHN,NARASARAOPET,5,IND,M,ANDHRA PRADESH,2227,687075,669409,1142641,60.13
0.32,ANUMOLA NARAYANA RAO,NARASARAOPET,6,IND,M,ANDHRA PRADESH,2116,687075,669409,1142641,60.13
0.21,BETHAPUDI SESHA PRASAD,NARASARAOPET,7,JP,M,ANDHRA PRADESH,1376,687075,669409,1142641,60.13
0.19,KOTA CHENCHAIAH,NARASARAOPET,8,IND,M,ANDHRA PRADESH,1240,687075,669409,1142641,60.13
0.15,CHEETIRALA VENKATESWARA RAO,NARASARAOPET,9,IND,M,ANDHRA PRADESH,997,687075,669409,1142641,60.13
0.07,S.V. RAO,NARASARAOPET,10,IND,M,ANDHRA PRADESH,470,687075,669409,1142641,60.13
0.05,DEVARLU SUBBARAO,NARASARAOPET,11,IND,M,ANDHRA PRADESH,359,687075,669409,1142641,60.13
0.05,POODOTA SATISH KUMAR,NARASARAOPET,12,IND,M,ANDHRA PRADESH,336,687075,669409,1142641,60.13
0.03,GOTTIPATI LAKSHMI NARAYANA,NARASARAOPET,13,IND,M,ANDHRA PRADESH,223,687075,669409,1142641,60.13
0.03,VEMULAPALLI VENKATA NARASAIAH,NARASARAOPET,14,IND,M,ANDHRA PRADESH,211,687075,669409,1142641,60.13
49.67,MANGUNTA SUBBARAMA REDDY,ONGOLE,1,INC,M,ANDHRA PRADESH,329913,680599,664143,1108514,61.4
43.75,DEGA NARASIMHA REDDY,ONGOLE,2,TDP,M,ANDHRA PRADESH,290583,680599,664143,1108514,61.4
4.29,BATHINA NARASIMA RAO,ONGOLE,3,BJP,M,ANDHRA PRADESH,28484,680599,664143,1108514,61.4
0.99,MUTHI REDDY VENKTA REDDY,ONGOLE,4,IND,M,ANDHRA PRADESH,6571,680599,664143,1108514,61.4
0.3,P.V. KRISHANAIAH,ONGOLE,5,JP,M,ANDHRA PRADESH,1987,680599,664143,1108514,61.4
0.27,TADI ANTHONI,ONGOLE,6,IND,M,ANDHRA PRADESH,1796,680599,664143,1108514,61.4
0.25,IRANGABOINA SRINIVASARAO,ONGOLE,7,IND,M,ANDHRA PRADESH,1664,680599,664143,1108514,61.4
0.19,TALLURI SURESH BABU,ONGOLE,8,IND,M,ANDHRA PRADESH,1237,680599,664143,1108514,61.4
0.09,PAMMI VENKATESWARLU,ONGOLE,9,IND,M,ANDHRA PRADESH,592,680599,664143,1108514,61.4
0.08,POTHURI PANDURANGAIAH,ONGOLE,10,IND,M,ANDHRA PRADESH,525,680599,664143,1108514,61.4
0.06,VAKA VENKATESWAR REDDY,ONGOLE,11,IND,M,ANDHRA PRADESH,374,680599,664143,1108514,61.4
0.05,PAMMI CHAKRA REDDY,ONGOLE,12,IND,M,ANDHRA PRADESH,301,680599,664143,1108514,61.4
0.02,POLLA VENKATARATNAM,ONGOLE,13,IND,M,ANDHRA PRADESH,116,680599,664143,1108514,61.4
45.68,KUDUMULA PADMASRE (W),NELLORE (SC),1,INC,F,ANDHRA PRADESH,268626,605540,588098,1067398,56.73
38.05,M. NAGABHUSHANAMMA (W),NELLORE (SC),2,TDP,F,ANDHRA PRADESH,223769,605540,588098,1067398,56.73
14.51,GADDAM LAXMI NARAYANA,NELLORE (SC),3,BJP,M,ANDHRA PRADESH,85306,605540,588098,1067398,56.73
0.48,KOTHAPALLI RAMESH BABU,NELLORE (SC),4,JP,M,ANDHRA PRADESH,2839,605540,588098,1067398,56.73
0.46,JANAKI PRASAD,NELLORE (SC),5,BSP,M,ANDHRA PRADESH,2715,605540,588098,1067398,56.73
0.26,MARUTHATI MALAKONDAIAH,NELLORE (SC),6,IND,M,ANDHRA PRADESH,1505,605540,588098,1067398,56.73
0.14,DASARI YALLAMANDA,NELLORE (SC),7,IND,M,ANDHRA PRADESH,848,605540,588098,1067398,56.73
0.11,KAMALA MALAKONDAIAH,NELLORE (SC),8,IND,M,ANDHRA PRADESH,668,605540,588098,1067398,56.73
0.09,SWARNA NARAIAH,NELLORE (SC),9,IND,M,ANDHRA PRADESH,510,605540,588098,1067398,56.73
0.09,TALAKAYALA KOTESWARA RAO,NELLORE (SC),10,IND,M,ANDHRA PRADESH,503,605540,588098,1067398,56.73
0.05,CHERUKU MUSALAYYA,NELLORE (SC),11,IND,M,ANDHRA PRADESH,305,605540,588098,1067398,56.73
0.05,ATYALA ABRAHAM,NELLORE (SC),12,IND,M,ANDHRA PRADESH,289,605540,588098,1067398,56.73
0.04,SWARNA RAI KUMAR,NELLORE (SC),13,IND,M,ANDHRA PRADESH,215,605540,588098,1067398,56.73
61.98,CHINTA MOHAN,TIRUPATHI (SC),1,INC,M,ANDHRA PRADESH,391534,647612,631717,1081046,59.91
32.51,P. SUBBAIAH,TIRUPATHI (SC),2,TDP,M,ANDHRA PRADESH,205345,647612,631717,1081046,59.91
3.41,P. JAYAMMA (W),TIRUPATHI (SC),3,BJP,F,ANDHRA PRADESH,21526,647612,631717,1081046,59.91
0.52,KADIRIMANGALAM NAGAIAH,TIRUPATHI (SC),4,IND,M,ANDHRA PRADESH,3272,647612,631717,1081046,59.91
0.41,PUTHALAPATTU ANJAIAH,TIRUPATHI (SC),5,BSP,M,ANDHRA PRADESH,2620,647612,631717,1081046,59.91
0.37,P. CHENGALAVARAYAN,TIRUPATHI (SC),6,JP,M,ANDHRA PRADESH,2354,647612,631717,1081046,59.91
0.32,NOONKATHATI MUNEPPA,TIRUPATHI (SC),7,IND,M,ANDHRA PRADESH,2051,647612,631717,1081046,59.91
0.14,M. GATTAPPA,TIRUPATHI (SC),8,IND,M,ANDHRA PRADESH,887,647612,631717,1081046,59.91
0.14,KALICHETTY VEMAIAH,TIRUPATHI (SC),9,IND,M,ANDHRA PRADESH,858,647612,631717,1081046,59.91
0.06,P.T. STALEN,TIRUPATHI (SC),10,IND,M,ANDHRA PRADESH,404,647612,631717,1081046,59.91
0.05,JAYARAMAIAH,TIRUPATHI (SC),11,IND,M,ANDHRA PRADESH,345,647612,631717,1081046,59.91
0.05,RAJAIAH ALIAS NANNURU RAVINDRA NATH,TIRUPATHI (SC),12,IND,M,ANDHRA PRADESH,320,647612,631717,1081046,59.91
0.03,NAGADEV,TIRUPATHI (SC),13,IND,M,ANDHRA PRADESH,201,647612,631717,1081046,59.91
56.02,M. GNANENDRA REDDY,CHITTOOR,1,INC,M,ANDHRA PRADESH,373631,682643,667018,1003113,68.05
39.53,GURRAM V. SREENATHA REDDY,CHITTOOR,2,TDP,M,ANDHRA PRADESH,263649,682643,667018,1003113,68.05
3.13,N.P. JHANSI LAKSHMI (W),CHITTOOR,3,BJP,F,ANDHRA PRADESH,20864,682643,667018,1003113,68.05
0.25,N. RAMACHANDRA YADAV,CHITTOOR,4,BSP,M,ANDHRA PRADESH,1664,682643,667018,1003113,68.05
0.21,O.M. RANADASS,CHITTOOR,5,IND,M,ANDHRA PRADESH,1418,682643,667018,1003113,68.05
0.2,A. BALAJI,CHITTOOR,6,IND,M,ANDHRA PRADESH,1360,682643,667018,1003113,68.05
0.12,G. USHA KIRAN KUMAR,CHITTOOR,7,JP,M,ANDHRA PRADESH,829,682643,667018,1003113,68.05
0.12,G. MUNIRATHNAM SETTY,CHITTOOR,8,IND,M,ANDHRA PRADESH,773,682643,667018,1003113,68.05
0.1,G.B. NAIDU,CHITTOOR,9,IND,M,ANDHRA PRADESH,696,682643,667018,1003113,68.05
0.08,T. MADHAVA REDDY,CHITTOOR,10,IND,M,ANDHRA PRADESH,534,682643,667018,1003113,68.05
0.07,THUDUM SARDAR POTHANNA,CHITTOOR,11,IND,M,ANDHRA PRADESH,483,682643,667018,1003113,68.05
0.07,KAMPALLE SIVARAMAIAH,CHITTOOR,12,LAB(B),M,ANDHRA PRADESH,434,682643,667018,1003113,68.05
0.03,P. NARENDRA REDDY,CHITTOOR,13,IND,M,ANDHRA PRADESH,211,682643,667018,1003113,68.05
0.03,R. VEERARAGHAVULU NAIDU,CHITTOOR,14,IND,M,ANDHRA PRADESH,185,682643,667018,1003113,68.05
0.02,DINNE SUDHAKAR,CHITTOOR,15,IND,M,ANDHRA PRADESH,144,682643,667018,1003113,68.05
0.02,D. BABU NAIDU,CHITTOOR,16,IND,M,ANDHRA PRADESH,143,682643,667018,1003113,68.05
57.94,ANNAIAHGARI SAIPRATHAP,RAJAMPET,1,INC,M,ANDHRA PRADESH,325107,573063,561068,947340,60.49
29.02,PALAKONDRAYUDU SUGAVASI,RAJAMPET,2,TDP,M,ANDHRA PRADESH,162813,573063,561068,947340,60.49
7.99,CHALLAPALLI NARASIMHA REDDY,RAJAMPET,3,BJP,M,ANDHRA PRADESH,44834,573063,561068,947340,60.49
2.72,K. KRISHNAIAH,RAJAMPET,4,IND,M,ANDHRA PRADESH,15250,573063,561068,947340,60.49
0.6,GOVINDU PEDDA REDDEYYA,RAJAMPET,5,IND,M,ANDHRA PRADESH,3386,573063,561068,947340,60.49
0.43,PRASADU REDDY KOKKANTI,RAJAMPET,6,IND,M,ANDHRA PRADESH,2410,573063,561068,947340,60.49
0.31,JETTI VENKATA RAMAIAH,RAJAMPET,7,IND,M,ANDHRA PRADESH,1738,573063,561068,947340,60.49
0.29,SUGAVASI NARAYANASWAMY,RAJAMPET,8,IND,M,ANDHRA PRADESH,1605,573063,561068,947340,60.49
0.25,KASTHURI OBAIAH,RAJAMPET,9,IND,M,ANDHRA PRADESH,1407,573063,561068,947340,60.49
0.16,ABDUL SALAM SHAIK,RAJAMPET,10,IND,M,ANDHRA PRADESH,911,573063,561068,947340,60.49
0.13,K. RAMA MURTHY,RAJAMPET,11,IND,M,ANDHRA PRADESH,715,573063,561068,947340,60.49
0.1,VALIPI REDDY SREERAMA REDDY,RAJAMPET,12,IND,M,ANDHRA PRADESH,567,573063,561068,947340,60.49
0.06,ASADI VENKATADRI,RAJAMPET,13,IND,M,ANDHRA PRADESH,325,573063,561068,947340,60.49
75.29,Y.S. RAJASEKHAR REDDY,CUDDAPAH,1,INC,M,ANDHRA PRADESH,583953,782760,775576,1138514,68.75
21.28,C.RAMACHANDRAIAH,CUDDAPAH,2,TDP,M,ANDHRA PRADESH,165028,782760,775576,1138514,68.75
2.16,GOURU PULLA REDDY,CUDDAPAH,3,BJP,M,ANDHRA PRADESH,16785,782760,775576,1138514,68.75
0.24,SIVANADHA REDDY CHADIPIRALA,CUDDAPAH,4,IND,M,ANDHRA PRADESH,1844,782760,775576,1138514,68.75
0.11,BORRA OBULA REDDY,CUDDAPAH,5,IND,M,ANDHRA PRADESH,884,782760,775576,1138514,68.75
0.09,CHINTHA CHANDRASEKHAR REDDY,CUDDAPAH,6,IND,M,ANDHRA PRADESH,678,782760,775576,1138514,68.75
0.07,BADVELI RAMACHANDRA REDDY,CUDDAPAH,7,IND,M,ANDHRA PRADESH,567,782760,775576,1138514,68.75
0.06,K. RAVEENDRA BABU,CUDDAPAH,8,IND,M,ANDHRA PRADESH,494,782760,775576,1138514,68.75
0.05,P. RAVEENDRANAD REDDY,CUDDAPAH,9,IND,M,ANDHRA PRADESH,408,782760,775576,1138514,68.75
0.05,K. PULLAIAH,CUDDAPAH,10,IND,M,ANDHRA PRADESH,398,782760,775576,1138514,68.75
0.05,BATHALA PAPI REDDY,CUDDAPAH,11,IND,M,ANDHRA PRADESH,396,782760,775576,1138514,68.75
0.05,JAMAPURAM VEMANARAYANA REDDY,CUDDAPAH,12,IND,M,ANDHRA PRADESH,395,782760,775576,1138514,68.75
0.04,MAGBUL HUSSAIN,CUDDAPAH,13,IND,M,ANDHRA PRADESH,336,782760,775576,1138514,68.75
0.04,M. SREENATH REDDY,CUDDAPAH,14,IND,M,ANDHRA PRADESH,318,782760,775576,1138514,68.75
0.04,C. NARAYANA REDDY,CUDDAPAH,15,IND,M,ANDHRA PRADESH,312,782760,775576,1138514,68.75
0.04,K. SESHA REDDY,CUDDAPAH,16,IND,M,ANDHRA PRADESH,288,782760,775576,1138514,68.75
0.04,G. RAGHUNAND REDDY,CUDDAPAH,17,IND,M,ANDHRA PRADESH,280,782760,775576,1138514,68.75
0.04,K.C. KONDA REDDY,CUDDAPAH,18,IND,M,ANDHRA PRADESH,277,782760,775576,1138514,68.75
0.03,YANGALA RAJAGOPAL REDDY,CUDDAPAH,20,IND,M,ANDHRA PRADESH,251,782760,775576,1138514,68.75
0.03,MADAM BALA SUBBAIAH,CUDDAPAH,19,IND,M,ANDHRA PRADESH,251,782760,775576,1138514,68.75
0.02,LEKKALA VENKATA RAMANA REDDY,CUDDAPAH,21,IND,M,ANDHRA PRADESH,177,782760,775576,1138514,68.75
0.02,SEERLA NAGAIAH,CUDDAPAH,22,IND,M,ANDHRA PRADESH,169,782760,775576,1138514,68.75
0.02,SUDDAMALLA NARASIMHA REDDY,CUDDAPAH,23,IND,M,ANDHRA PRADESH,160,782760,775576,1138514,68.75
0.02,K. KATAMAIAH,CUDDAPAH,24,IND,M,ANDHRA PRADESH,150,782760,775576,1138514,68.75
0.02,MULE SUBBI REDDY,CUDDAPAH,25,IND,M,ANDHRA PRADESH,139,782760,775576,1138514,68.75
0.02,DONTHI REDDY CHINNA GANGI REDDY,CUDDAPAH,26,IND,M,ANDHRA PRADESH,126,782760,775576,1138514,68.75
0.02,C. SUBBA REDDY,CUDDAPAH,27,IND,M,ANDHRA PRADESH,122,782760,775576,1138514,68.75
0.01,NARAPUREDDY RAMAKRISHNUDU,CUDDAPAH,28,IND,M,ANDHRA PRADESH,95,782760,775576,1138514,68.75
0.01,RUPANGUDI SEETHA RAMANA,CUDDAPAH,29,IND,M,ANDHRA PRADESH,88,782760,775576,1138514,68.75
0.01,KALLUTLA RAMASUBBA REDDY,CUDDAPAH,30,IND,M,ANDHRA PRADESH,84,782760,775576,1138514,68.75
0.01,N. JAGADEKA REDDY,CUDDAPAH,31,IND,M,ANDHRA PRADESH,67,782760,775576,1138514,68.75
0.01,LAKKIREDDI SUDHAKAR REDDY,CUDDAPAH,32,IND,M,ANDHRA PRADESH,56,782760,775576,1138514,68.75
53.14,S. GANGADHARA,HINDUPUR,1,INC,M,ANDHRA PRADESH,317078,616123,596710,985759,62.5
36.53,K. RAMACHANDRA REDDY,HINDUPUR,2,TDP,M,ANDHRA PRADESH,217965,616123,596710,985759,62.5
8.13,SEELAM KRISHNA REDDY,HINDUPUR,3,BJP,M,ANDHRA PRADESH,48498,616123,596710,985759,62.5
1.54,C.V. CHALAPATHI,HINDUPUR,4,IND,M,ANDHRA PRADESH,9173,616123,596710,985759,62.5
0.23,PATNAM CHANDRA SEKHAR,HINDUPUR,5,IND,M,ANDHRA PRADESH,1346,616123,596710,985759,62.5
0.17,ADINARAYANA,HINDUPUR,6,IND,M,ANDHRA PRADESH,1020,616123,596710,985759,62.5
0.14,VENKATARAMANA THUTHUKA,HINDUPUR,7,IND,M,ANDHRA PRADESH,846,616123,596710,985759,62.5
0.07,AMBATI SATISH KUMAR,HINDUPUR,8,IND,M,ANDHRA PRADESH,399,616123,596710,985759,62.5
0.06,M. SANJEEVAPPA,HINDUPUR,9,IND,M,ANDHRA PRADESH,385,616123,596710,985759,62.5
59.14,ANANTHA VENKATA REDDY,ANANTAPUR,1,INC,M,ANDHRA PRADESH,362676,628105,613298,1016053,61.82
32.67,B.T.L.N. CHOWDARY,ANANTAPUR,2,TDP,M,ANDHRA PRADESH,200392,628105,613298,1016053,61.82
6.32,VENKATASWAMY MUTHULURU,ANANTAPUR,3,BJP,M,ANDHRA PRADESH,38767,628105,613298,1016053,61.82
0.6,GURUGU VENKATADASU,ANANTAPUR,4,IND,M,ANDHRA PRADESH,3667,628105,613298,1016053,61.82
0.53,K. NARAYANASWAMY,ANANTAPUR,5,JP,M,ANDHRA PRADESH,3237,628105,613298,1016053,61.82
0.32,MOTAPPA,ANANTAPUR,6,IND,M,ANDHRA PRADESH,1933,628105,613298,1016053,61.82
0.16,ADAVULA NARAYANA,ANANTAPUR,7,IND,M,ANDHRA PRADESH,959,628105,613298,1016053,61.82
0.14,PUJARI NARAYANA,ANANTAPUR,8,IND,M,ANDHRA PRADESH,878,628105,613298,1016053,61.82
0.13,BAGALAKOTA RAME RAO,ANANTAPUR,9,IND,M,ANDHRA PRADESH,789,628105,613298,1016053,61.82
51.92,K. VIJAYA BHASKARA REDDY,KURNOOL,1,INC,M,ANDHRA PRADESH,302352,606374,582352,973112,62.31
42.91,S.V. SUBBA REDDY,KURNOOL,2,TDP,M,ANDHRA PRADESH,249885,606374,582352,973112,62.31
3.5,KURNOOL KAPILESWARAIAH,KURNOOL,3,BJP,M,ANDHRA PRADESH,20393,606374,582352,973112,62.31
0.75,ULLUGADDALA VEERANNA,KURNOOL,4,IND,M,ANDHRA PRADESH,4352,606374,582352,973112,62.31
0.3,M. ABDUL GAFOOR,KURNOOL,5,IND,M,ANDHRA PRADESH,1735,606374,582352,973112,62.31
0.2,A.V. SUBBA REDDY,KURNOOL,6,IND,M,ANDHRA PRADESH,1187,606374,582352,973112,62.31
0.16,T. SUDHAKAR,KURNOOL,7,IND,M,ANDHRA PRADESH,948,606374,582352,973112,62.31
0.1,Y. GURUDASU,KURNOOL,8,IND,M,ANDHRA PRADESH,561,606374,582352,973112,62.31
0.08,B.V. RAMI REDDY,KURNOOL,9,IND,M,ANDHRA PRADESH,456,606374,582352,973112,62.31
0.05,J. AKTHARUZ ZAMA,KURNOOL,10,IND,M,ANDHRA PRADESH,271,606374,582352,973112,62.31
0.04,JAYANTHI VENKATESWARLU,KURNOOL,11,IND,M,ANDHRA PRADESH,212,606374,582352,973112,62.31
60.1,GANGULA PRATHAPA REDDY,NANDYAL,1,INC,M,ANDHRA PRADESH,377556,653567,628186,1004574,65.06
30.37,CHALLA RAMA KRISHNA REDDY,NANDYAL,2,TDP,M,ANDHRA PRADESH,190790,653567,628186,1004574,65.06
7.55,S.P.Y. REDDY,NANDYAL,3,BJP,M,ANDHRA PRADESH,47412,653567,628186,1004574,65.06
0.51,NALLAGATLA NARASIMHULU,NANDYAL,4,JP,M,ANDHRA PRADESH,3228,653567,628186,1004574,65.06
0.44,D. VUSEN BASHA,NANDYAL,5,IND,M,ANDHRA PRADESH,2761,653567,628186,1004574,65.06
0.3,RAMALINGANNA,NANDYAL,6,IND,M,ANDHRA PRADESH,1878,653567,628186,1004574,65.06
0.14,B. NAGA BHUSHANAM,NANDYAL,7,IND,M,ANDHRA PRADESH,864,653567,628186,1004574,65.06
0.13,RAMBHUPAL REDDY,NANDYAL,8,IND,M,ANDHRA PRADESH,816,653567,628186,1004574,65.06
0.12,K. PRABHAKARA RAO,NANDYAL,9,IND,M,ANDHRA PRADESH,768,653567,628186,1004574,65.06
0.1,MACHALA MADDULETI,NANDYAL,10,IND,M,ANDHRA PRADESH,630,653567,628186,1004574,65.06
0.1,B. ROOP SINGH,NANDYAL,11,IND,M,ANDHRA PRADESH,615,653567,628186,1004574,65.06
0.08,ALUVALA SATYANARAYANA,NANDYAL,12,IND,M,ANDHRA PRADESH,486,653567,628186,1004574,65.06
0.03,BALAIAH,NANDYAL,13,IND,M,ANDHRA PRADESH,195,653567,628186,1004574,65.06
0.03,B. SEKHAR,NANDYAL,14,IND,M,ANDHRA PRADESH,187,653567,628186,1004574,65.06
44.74,MALLU RAVI,NAGARKURNOOL (SC),1,INC,M,ANDHRA PRADESH,259128,600608,579204,1001633,59.96
36.06,MAHENDRANATH P.,NAGARKURNOOL (SC),2,TDP,M,ANDHRA PRADESH,208888,600608,579204,1001633,59.96
13.34,K. LAXMAN,NAGARKURNOOL (SC),3,BJP,M,ANDHRA PRADESH,77255,600608,579204,1001633,59.96
1.5,CHINNA PEDDAIAH,NAGARKURNOOL (SC),4,IND,M,ANDHRA PRADESH,8668,600608,579204,1001633,59.96
1.41,B. BALARAJU,NAGARKURNOOL (SC),5,BSP,M,ANDHRA PRADESH,8189,600608,579204,1001633,59.96
1.25,KASHANNA,NAGARKURNOOL (SC),6,IND,M,ANDHRA PRADESH,7245,600608,579204,1001633,59.96
0.62,MALA CHINNA CHENNAIAH,NAGARKURNOOL (SC),7,IND,M,ANDHRA PRADESH,3585,600608,579204,1001633,59.96
0.62,ALAMPALLY LAXMAIAH,NAGARKURNOOL (SC),8,JP,M,ANDHRA PRADESH,3570,600608,579204,1001633,59.96
0.3,YERRA VEERABHADRAIAH,NAGARKURNOOL (SC),9,IND,M,ANDHRA PRADESH,1713,600608,579204,1001633,59.96
0.17,SAYAPPA,NAGARKURNOOL (SC),10,IND,M,ANDHRA PRADESH,963,600608,579204,1001633,59.96
36.98,MALLIKARJUN,MAHABUBNAGAR,1,INC,M,ANDHRA PRADESH,217072,605637,586967,1039726,58.25
31.5,DYAPA GOPAL REDDY,MAHABUBNAGAR,2,TDP,M,ANDHRA PRADESH,184910,605637,586967,1039726,58.25
21.13,SUBBA REDDY,MAHABUBNAGAR,3,BJP,M,ANDHRA PRADESH,124021,605637,586967,1039726,58.25
2.32,GULAM MODH. SAMDANI,MAHABUBNAGAR,4,IND,M,ANDHRA PRADESH,13615,605637,586967,1039726,58.25
2.01,GOPIRAJU PRAKASH RAO,MAHABUBNAGAR,5,IND,M,ANDHRA PRADESH,11775,605637,586967,1039726,58.25
1.61,KRISHNA REDDY,MAHABUBNAGAR,6,IND,M,ANDHRA PRADESH,9441,605637,586967,1039726,58.25
1.35,PANDU,MAHABUBNAGAR,7,IND,M,ANDHRA PRADESH,7941,605637,586967,1039726,58.25
0.64,MALLU MASI REDDY,MAHABUBNAGAR,8,IND,M,ANDHRA PRADESH,3757,605637,586967,1039726,58.25
0.51,RAMCHANDRAIAH,MAHABUBNAGAR,9,BSP,M,ANDHRA PRADESH,2995,605637,586967,1039726,58.25
0.46,LAXMAIAH,MAHABUBNAGAR,10,IND,M,ANDHRA PRADESH,2719,605637,586967,1039726,58.25
0.41,SANJEEVA REDDY,MAHABUBNAGAR,11,IND,M,ANDHRA PRADESH,2425,605637,586967,1039726,58.25
0.27,BOKKI MOGULAIAH,MAHABUBNAGAR,12,IND,M,ANDHRA PRADESH,1601,605637,586967,1039726,58.25
0.18,KISHTAPPA,MAHABUBNAGAR,13,IND,M,ANDHRA PRADESH,1078,605637,586967,1039726,58.25
0.18,BHEEMAIAH,MAHABUBNAGAR,14,IND,M,ANDHRA PRADESH,1064,605637,586967,1039726,58.25
0.18,KESHAPPA,MAHABUBNAGAR,15,IND,M,ANDHRA PRADESH,1032,605637,586967,1039726,58.25
0.17,SADASIVA REDDY,MAHABUBNAGAR,16,IND,M,ANDHRA PRADESH,989,605637,586967,1039726,58.25
0.09,MOHD. KAREEMUDDIN KHAN,MAHABUBNAGAR,17,IND,M,ANDHRA PRADESH,532,605637,586967,1039726,58.25
46.18,SULTAN SALAHUDDIN OWAISI,HYDERABAD,1,MIM,M,ANDHRA PRADESH,454823,999602,984878,1296145,77.12
42.17,BADDAM BAL REDDY,HYDERABAD,2,BJP,M,ANDHRA PRADESH,415299,999602,984878,1296145,77.12
5.03,INDRA REDDY PATLOLA,HYDERABAD,3,TDP,M,ANDHRA PRADESH,49513,999602,984878,1296145,77.12
3.4,M. SHIVASHANKAR,HYDERABAD,4,INC,M,ANDHRA PRADESH,33519,999602,984878,1296145,77.12
0.9,MOHD. HAMEEDUL RAHMAN,HYDERABAD,5,IND,M,ANDHRA PRADESH,8898,999602,984878,1296145,77.12
0.53,KHAJA HAKEEMUDDIN,HYDERABAD,6,IND,M,ANDHRA PRADESH,5183,999602,984878,1296145,77.12
0.41,CHATUR SINGH SHASTRI,HYDERABAD,7,IND,M,ANDHRA PRADESH,4058,999602,984878,1296145,77.12
0.2,MOHANA CHARY,HYDERABAD,8,JP,M,ANDHRA PRADESH,1976,999602,984878,1296145,77.12
0.15,KESHAV RAO JADHAV,HYDERABAD,9,IND,M,ANDHRA PRADESH,1494,999602,984878,1296145,77.12
0.15,ACHARY DAYA SHANKAR DWIVEDI,HYDERABAD,10,IND,M,ANDHRA PRADESH,1433,999602,984878,1296145,77.12
0.12,GOLCONDA YADAIAH,HYDERABAD,11,IND,M,ANDHRA PRADESH,1166,999602,984878,1296145,77.12
0.12,MOHD. AFZAL RASHEED,HYDERABAD,12,IND,M,ANDHRA PRADESH,1161,999602,984878,1296145,77.12
0.09,R. CHANDRA KANTH,HYDERABAD,13,IND,M,ANDHRA PRADESH,838,999602,984878,1296145,77.12
0.08,PARSHURAM REDDY,HYDERABAD,14,IND,M,ANDHRA PRADESH,828,999602,984878,1296145,77.12
0.08,JAGADISH PRASAD MITTAL,HYDERABAD,15,IND,M,ANDHRA PRADESH,811,999602,984878,1296145,77.12
0.07,SARAT CHANDRA NARAHARI SETTY,HYDERABAD,16,BSP,M,ANDHRA PRADESH,695,999602,984878,1296145,77.12
0.06,S. JAGATH SINGH,HYDERABAD,17,IND,M,ANDHRA PRADESH,635,999602,984878,1296145,77.12
0.04,K. RAMULU,HYDERABAD,18,IND,M,ANDHRA PRADESH,379,999602,984878,1296145,77.12
0.04,BRIJ MOHAN VYAS,HYDERABAD,19,IND,M,ANDHRA PRADESH,360,999602,984878,1296145,77.12
0.03,N. GANGAMMA (W),HYDERABAD,20,IND,F,ANDHRA PRADESH,316,999602,984878,1296145,77.12
0.03,MANIKYAM,HYDERABAD,21,IND,M,ANDHRA PRADESH,300,999602,984878,1296145,77.12
0.03,D. MAHA VISHNU,HYDERABAD,22,IND,M,ANDHRA PRADESH,267,999602,984878,1296145,77.12
0.03,M. MANIK RAO,HYDERABAD,23,IND,M,ANDHRA PRADESH,265,999602,984878,1296145,77.12
0.03,JAI KISHAN,HYDERABAD,24,IND,M,ANDHRA PRADESH,251,999602,984878,1296145,77.12
0.02,S.M. RAMA KRISHNA GOUD,HYDERABAD,25,IND,M,ANDHRA PRADESH,243,999602,984878,1296145,77.12
0.02,RAMA KRISHNA REDDY,HYDERABAD,26,IND,M,ANDHRA PRADESH,167,999602,984878,1296145,77.12
48.19,BANDARU DATTATRAYA,SECUNDERABAD,1,BJP,M,ANDHRA PRADESH,253924,533666,526930,1183787,45.08
32.05,T. MANEMMA ANJAIAH (W),SECUNDERABAD,2,INC,F,ANDHRA PRADESH,168861,533666,526930,1183787,45.08
17.74,K. PRATAP REDDY,SECUNDERABAD,3,JD,M,ANDHRA PRADESH,93500,533666,526930,1183787,45.08
0.32,G. SURYANARAYANA,SECUNDERABAD,4,JP,M,ANDHRA PRADESH,1665,533666,526930,1183787,45.08
0.24,B. YADAIAH,SECUNDERABAD,5,IND,M,ANDHRA PRADESH,1261,533666,526930,1183787,45.08
0.13,P. SUNDARAIAH,SECUNDERABAD,6,BSP,M,ANDHRA PRADESH,692,533666,526930,1183787,45.08
0.13,BOYINI NARSING RAO,SECUNDERABAD,7,IND,M,ANDHRA PRADESH,683,533666,526930,1183787,45.08
0.11,CHILUKALA GOPAL KRISHNA,SECUNDERABAD,8,SRP,M,ANDHRA PRADESH,571,533666,526930,1183787,45.08
